nu,[0]trans-1-2-Dichloroethene-PNNL(x-sec)-X=0.01-T=278.23K-P=1.0atm-L=15cm
617.362347,0.9985188979159093
617.48155,0.9990953294613621
617.600752,0.9985687252520971
617.719954,0.9987390956088033
617.839157,0.9988546564072285
617.958359,0.9990777555290801
618.077562,0.9986364305068514
618.196764,0.9988483636427153
618.315966,0.999164988816029
618.435169,0.99914793321524
618.554371,0.9988163011248485
618.673573,0.9985750162548828
618.792776,0.9987604688541423
618.911978,0.9993522398872244
619.031181,0.9987066371156493
619.150383,0.9987772481709648
619.269585,0.9989628382244571
619.388788,0.9985994816424808
619.50799,0.998883423835582
619.627193,0.9989351673370818
619.746395,0.9989097947060652
619.865597,0.9983455700805226
619.9848,0.9984773603937425
620.104002,0.998549453061677
620.223204,0.9984252412358519
620.342407,0.9984516998553197
620.461609,0.9987457871831606
620.580812,0.9989857147353874
620.700014,0.9988031168366902
620.819216,0.9987318048400167
620.938419,0.9988198968700049
621.057621,0.99851160875456
621.176824,0.9987132286012063
621.296026,0.9985265865410244
621.415228,0.9988352788148575
621.534431,0.9986893596402778
621.653633,0.9989641368769909
621.772835,0.998686962788691
621.892038,0.9986506112448476
622.01124,0.9990572246921591
622.130443,0.9983850055093854
622.249645,0.9986073706095472
622.368847,0.9988636461395899
622.48805,0.9987896330856285
622.607252,0.9981697769046748
622.726455,0.9988386748605786
622.845657,0.9986004802424617
622.964859,0.9985978838845884
623.084062,0.9985830048869673
623.203264,0.99917566994685
623.322466,0.998813104917799
623.441669,0.9986479148918372
623.560871,0.9989075971069342
623.680074,0.9988248909819746
623.799276,0.998557341633516
623.918478,0.9986361309159671
624.037681,0.9989307720320152
624.156883,0.9988453671021192
624.276086,0.9985884971085978
624.395288,0.9986673887160469
624.51449,0.9985481549482317
624.633693,0.9988478642186583
624.752895,0.9986147603314316
624.872097,0.9985848023379938
624.9913,0.9989941062506356
625.110502,0.9988263892204348
625.229705,0.9986379284626206
625.348907,0.9988092095542858
625.468109,0.9983417763745643
625.587312,0.9986376288712869
625.706514,0.9987190211547304
625.825717,0.9987956258414052
625.944919,0.9986212513484696
626.064121,0.9987479844263094
626.183324,0.9986433211219944
626.302526,0.9989233799716528
626.421728,0.9987416923338276
626.540931,0.9986880613449542
626.660133,0.9982684009505807
626.779336,0.9984428136747345
626.898538,0.9986231487306496
627.01774,0.9986566031664907
627.136943,0.9986189545222328
