nu,[0]Glyoxal-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
2252.859057,0.999017023438292
2252.97706,0.998920682882168
2253.095062,0.9989370653157028
2253.213064,0.9989852152426549
2253.331067,0.9989678330511352
2253.449069,0.9988601501229465
2253.567071,0.9988968089631416
2253.685074,0.998891414934937
2253.803076,0.9988329814963581
2253.921078,0.9989412608601878
2254.039081,0.9988553556057327
2254.157083,0.9988769311144284
2254.275086,0.9988917146024064
2254.393088,0.9988133046804399
2254.51109,0.9988373763711454
2254.629093,0.9988184985231282
2254.747095,0.9987922299420504
2254.865097,0.9986538069319166
2254.9831,0.9987497821742993
2255.101102,0.9988149027830059
2255.219104,0.9987757500062162
2255.337107,0.9988026174352567
2255.455109,0.9987778474374935
2255.573111,0.9988763317884496
2255.691114,0.9988654440957712
2255.809116,0.9988480639882512
2255.927119,0.998875632575262
2256.045121,0.9989128913312286
2256.163123,0.9988229932164846
2256.281126,0.9989024028009345
2256.399128,0.9988762319008214
2256.51713,0.9989087957967699
2256.635133,0.9988380755575536
2256.753135,0.9988921141591722
2256.871137,0.9988049146839186
2256.98914,0.9987696574927234
2257.107142,0.9987649632863645
2257.225145,0.9987624663770774
2257.343147,0.9986988472342604
2257.461149,0.9988023177945163
2257.579152,0.9988375761386407
2257.697154,0.99866499191719
2257.815156,0.9988856213815317
2257.933159,0.9987453876849256
2258.051161,0.9987425912017552
2258.169163,0.9986690864520508
2258.287166,0.9987088342726679
2258.405168,0.9986970495779534
2258.52317,0.9987343016726498
2258.641173,0.9986662901825234
2258.759175,0.9987536773060453
2258.877178,0.9987495824243628
2258.99518,0.9988822251761926
2259.113182,0.998954546867309
2259.231185,0.9988921141591722
2259.349187,0.9989647362556529
2259.467189,0.9989137903532354
2259.585192,0.998956844465409
2259.703194,0.9989235797563488
2259.821196,0.9988663430750754
2259.939199,0.9988996058781223
2260.057201,0.9987076358227859
2260.175204,0.9985928909076514
2260.293206,0.998653307605138
2260.411208,0.9984659778167149
2260.529211,0.9986498123246781
2260.647213,0.9987247138693753
2260.765215,0.9987016435949476
2260.883218,0.9986478150270508
2261.00122,0.9986371295525973
2261.119222,0.9987336025588833
2261.237225,0.9987157253873987
2261.355227,0.9987647635333918
2261.473229,0.9987504812993915
2261.591232,0.9987186216672019
2261.709234,0.9986796724004725
2261.827237,0.9986786737212995
2261.945239,0.998673181003699
2262.063241,0.9986776750431251
2262.181244,0.9986456180042744
2262.299246,0.9986785738534371
2262.417248,0.9988130050364934
2262.535251,0.9988724361783521
2262.653253,0.9987971240359677
2262.771255,0.9989087957967699
2262.889258,0.9986299393911492
2263.00726,0.9986928550591536
2263.125263,0.9988284867580546
2263.243265,0.9987330033189016
2263.361267,0.9987942275285079
2263.47927,0.9987057382800805
2263.597272,0.9987401942224127
2263.715274,0.9987513801752292
2263.833277,0.9987535774306826
2263.951279,0.9987716550340359
2264.069281,0.9987205192343858
2264.187284,0.9986800718724214
2264.305286,0.9987366986378502
2264.423288,0.998697449056853
2264.541291,0.9986638933863031
2264.659293,0.9986304387062437
2264.777296,0.9986150599159046
2264.895298,0.9986860639708289
2265.0133,0.9985401665949456
2265.131303,0.9985621347202591
2265.249305,0.9984818535519738
2265.367307,0.9984768611551871
2265.48531,0.9985276849208737
2265.603312,0.9985597381740117
2265.721314,0.9985792102787585
2265.839317,0.9987749509859358
2265.957319,0.9987479844263094
2266.075322,0.9987450880613543
2266.193324,0.9987780471930829
2266.311326,0.9987904321176545
2266.429329,0.9987435899448458
2266.547331,0.9987860374494215
2266.665333,0.9988573533184416
2266.783336,0.9987065372449907
2266.901338,0.9988421708020586
2267.01934,0.9988367770688994
2267.137343,0.9987479844263094
2267.255345,0.9987503814243484
2267.373347,0.9987514800503722
2267.49135,0.9986880613449542
2267.609352,0.9987515799255252
2267.727355,0.9987141274435164
2267.845357,0.9987066371156493
2267.963359,0.998725912339751
2268.081362,0.9987485836752799
2268.199364,0.998656103838314
2268.317366,0.9985749163973862
2268.435369,0.9986653913832667
2268.553371,0.9986839667322966
2268.671373,0.998482552489516
2268.789376,0.9983296965121535
2268.907378,0.9981913376047107
2269.025381,0.9984403175708205
2269.143383,0.9985714213912951
2269.261385,0.9986487138104887
2269.379388,0.9986078699133573
2269.49739,0.998765862175236
2269.615392,0.9987742518437148
2269.733395,0.9987310058548924
2269.851397,0.9987832408524319
2269.969399,0.9988950109505036
2270.087402,0.9988913150458005
2270.205404,0.9988055139670472
2270.323406,0.9989093951422272
2270.441409,0.9988171001782091
2270.559411,0.9987369982589047
2270.677414,0.9987894333277219
2270.795416,0.9989120922012351
2270.913418,0.9988930131624795
2271.031421,0.9988493624915784
2271.149423,0.9989258772832244
2271.267425,0.9988506609965937
2271.385428,0.998832382196749
2271.50343,0.9988587517197152
2271.621432,0.9987817426786942
2271.739435,0.9988008195921634
2271.857437,0.9987501816742921
2271.97544,0.998753777181418
2272.093442,0.9987136280865776
2272.211444,0.9987275103024891
2272.329447,0.9985751161123894
2272.447449,0.9985395674710253
2272.565451,0.9984713695475527
2272.683454,0.998478458719443
2272.801456,0.9984846493050779
2272.919458,0.9985984830434984
2273.037461,0.9985269859517389
2273.155463,0.9985730191068474
2273.273465,0.9987463864308127
2273.391468,0.9988225936873673
2273.50947,0.9988774305530188
2273.627473,0.9987819424350628
2273.745475,0.9989487529477395
2273.863477,0.998932170536075
2273.98148,0.9990245460648012
2274.099482,0.998959341860642
2274.217484,0.9988859210472631
2274.335487,0.9989480536838572
2274.453489,0.998958143110151
2274.571491,0.9989150889420069
2274.689494,0.9989665343937965
2274.807496,0.9989866138229353
2274.925499,0.9988365773015639
2275.043501,0.9988869199336836
2275.161503,0.9989997006332948
2275.279506,0.9989502513719928
2275.397508,0.9988831241705998
2275.51551,0.9988469652559852
2275.633513,0.9987900326015616
2275.751515,0.9986884608202586
2275.869517,0.9987450880613543
2275.98752,0.9987773480486947
2276.105522,0.9985757152576388
2276.223524,0.998624347079147
2276.341527,0.9984981289388308
2276.459529,0.9988189979325023
2276.577532,0.99888022741374
2276.695534,0.9988868200449966
2276.813536,0.9989699308857873
2276.931539,0.9989393628735952
2277.049541,0.9989647362556529
2277.167543,0.99900020013327
2277.285546,0.9990736293464704
2277.403548,0.9989644365662769
2277.52155,0.9990111692156877
2277.639553,0.9989459558951471
2277.757555,0.9990730798561253
2277.875558,0.9990324283995654
2277.99356,0.9990523393142751
2278.111562,0.9989507508472433
2278.229565,0.998957843422753
2278.347567,0.9989761245185591
2278.465569,0.9989219814798999
2278.583572,0.99900000033325
2278.701574,0.9989057990748776
2278.819576,0.999046894493863
2278.937579,0.9990224481154574
2279.055581,0.9990336672005448
2279.173583,0.9989748258504414
2279.291586,0.9989953050442824
2279.409588,0.9990191113860529
2279.527591,0.9989774231883651
2279.645593,0.9990953194704089
2279.763595,0.9989612398851946
2279.881598,0.9988272881645895
2279.9996,0.9988893172651683
2280.117602,0.9989291737440585
2280.235605,0.9990441371282393
2280.353607,0.9990338270459442
2280.471609,0.9990205699550203
2280.589612,0.9988680411493019
2280.707614,0.9989304723528285
2280.825617,0.9989077968884736
2280.943619,0.9990286520641234
2281.061621,0.9989828176810155
2281.179624,0.9991372024240617
2281.297626,0.9990767164887546
2281.415628,0.9991184887595143
2281.533631,0.9990529287553291
2281.651633,0.9990798236221745
2281.769635,0.9990780052985502
2281.887638,0.9990344764181429
2282.00564,0.9990562056543095
2282.123642,0.9990693832925684
2282.241645,0.9991389609070854
2282.359647,0.9990771361010636
2282.47765,0.9991245034709209
2282.595652,0.998985614836821
2282.713654,0.9990074728811997
2282.831657,0.9989085960150308
2282.949659,0.9989219814798999
2283.067661,0.9990151253077507
2283.185664,0.9990624397844833
2283.303666,0.9989482534734879
2283.421668,0.9990829807194054
2283.539671,0.9991258323073942
2283.657673,0.9991174696591755
2283.775676,0.9991464145115356
2283.893678,0.9990761669967116
2284.01168,0.9990018984350538
2284.129683,0.9990641082201509
2284.247685,0.9990237568357215
2284.365687,0.9990268138530948
2284.48369,0.9990188616313064
2284.601692,0.9989012041187704
2284.719694,0.9988090097924638
2284.837697,0.9987433901961478
2284.955699,0.9987998207918432
2285.073701,0.9988348792808258
2285.191704,0.9989094950331717
2285.309706,0.9988917146024064
2285.427709,0.9988098088399913
2285.545711,0.9989259771758171
2285.663713,0.998847764333877
2285.781716,0.9988411719603872
2285.899718,0.9988818256233825
2286.01772,0.9986897591161016
2286.135723,0.9987667610649165
2286.253725,0.998727110811565
2286.371727,0.9988147030200453
2286.48973,0.9988898167099517
2286.607732,0.9987297075054287
2286.725735,0.998895510398134
2286.843737,0.9989680328447218
2286.961739,0.9989609401968675
2287.079742,0.9989771234951831
2287.197744,0.9988924138268515
2287.315746,0.9990027276069736
2287.433749,0.9988577528614628
2287.551751,0.9988794283098777
2287.669753,0.9988678413757137
2287.787756,0.9989509506374135
2287.905758,0.99882918593824
2288.02376,0.9990127876150926
2288.141763,0.9988347793973429
2288.259765,0.9988915148240836
2288.377768,0.9988950109505036
2288.49577,0.9989246785728909
2288.613772,0.9990104199575917
2288.731775,0.9988575530899323
2288.849777,0.998826988516448
2288.967779,0.9988209955724958
2289.085782,0.9987766489047957
2289.203784,0.9986232485929695
2289.321786,0.998446208386072
2289.439789,0.9986283415845244
2289.557791,0.9988009194722502
2289.675794,0.9988392741639635
2289.793796,0.9989781224728062
2289.911798,0.9990289917339228
2290.029801,0.9990418493197848
2290.147803,0.9990984166706999
2290.265805,0.9990099704030039
2290.383808,0.998910194270063
2290.50181,0.9989877127088149
2290.619812,0.998998302034693
2290.737815,0.9990498716580445
2290.855817,0.998984515953249
2290.973819,0.9990955192894928
2291.091822,0.9990262943592866
2291.209824,0.9990025178164228
2291.327827,0.9990724404495588
2291.445829,0.9990537279979919
2291.563831,0.9988757324628303
2291.681834,0.998894511503123
2291.799836,0.9989341684024139
2291.917838,0.9987446885633989
2292.035841,0.9988771308898347
2292.153843,0.9988479641034498
2292.271845,0.998670384722707
2292.389848,0.9987909315129955
2292.50785,0.9987753504959961
2292.625853,0.9987188214109463
2292.743855,0.9987226165496783
2292.861857,0.998847764333877
2292.97986,0.9990424787163481
2293.097862,0.9990416095497697
2293.215864,0.9991546175372722
2293.333867,0.9992250704131417
2293.451869,0.9991492920573531
2293.569871,0.9992826174419975
2293.687874,0.9992614128898365
2293.805876,0.9992454548124983
2293.923878,0.999085588329388
2294.041881,0.9992567563425022
2294.159883,0.9992823576285508
2294.277886,0.9992695569035384
2294.395888,0.999160482592091
2294.51389,0.9992531989947817
2294.631893,0.9992486124331245
2294.749895,0.9990565952863057
2294.867897,0.9991992507709134
2294.9859,0.9991962531776575
2295.103902,0.9990926019348357
2295.221904,0.9991589438861327
2295.339907,0.9990340568237509
2295.457909,0.9991306680881251
2295.575912,0.999067135388985
2295.693914,0.9989727280055098
2295.811916,0.9990050852561928
2295.929919,0.9989375647843604
2296.047921,0.999143267205287
2296.165923,0.9990739790223018
2296.283926,0.9992044266364379
2296.401928,0.9992369312851216
2296.51993,0.9992954782920435
2296.637933,0.9992969972223248
2296.755935,0.9993265468714221
2296.873937,0.9993379892258911
2296.99194,0.9994220270907276
2297.109942,0.9993175529729729
2297.227945,0.9993608043726191
2297.345947,0.9993861884594266
2297.463949,0.9993407074289186
2297.581952,0.9992947887784013
2297.699954,0.9993115171131812
2297.817956,0.9993238586866267
2297.935959,0.999360324679548
2298.053961,0.9993079995428319
2298.171963,0.9994074156475015
2298.289966,0.9994905298240263
2298.407968,0.9993409772509461
2298.525971,0.9993297247348939
2298.643973,0.9992873040884636
2298.761975,0.9992805189507044
2298.879978,0.999257555748227
2298.99798,0.9991671669980788
2299.115982,0.999127111189278
2299.233985,0.999166207798059
2299.351987,0.9992076740561016
2299.469989,0.9992778408825022
2299.587992,0.9993301744333712
2299.705994,0.999494727693067
2299.823996,0.999485232538256
2299.941999,0.9994564477780615
2300.060001,0.9995627456235704
2300.178004,0.9995010345246969
2300.296006,0.9996048081088947
2300.414008,0.9995850261254856
2300.532011,0.9996863691924275
2300.650013,0.9995575778975341
2300.768015,0.9994816643823451
2300.886018,0.9994389674376558
2301.00402,0.999559916865003
2301.122022,0.9994835833889829
2301.240025,0.9994514904863746
2301.358027,0.999475827426469
2301.47603,0.9994041475905956
2301.594032,0.9994596360492152
2301.712034,0.9994383577800716
2301.830037,0.9993824107867741
2301.948039,0.9993256974442183
2302.066041,0.9992715654373664
2302.184044,0.9992495717122529
2302.302046,0.9991935853272231
2302.420048,0.9991729122258066
2302.538051,0.9994350896219851
2302.656053,0.9996582484103828
2302.774055,0.999438237847476
2302.892058,0.9993027431965785
2303.01006,0.9995054823141968
2303.128063,0.999441815842772
2303.246065,0.9994844029658573
2303.364067,0.9995050125467305
2303.48207,0.999548431987539
2303.600072,0.9996456927816323
2303.718074,0.9995952419366554
2303.836077,0.9995596969618454
2303.954079,0.9994966667147196
2304.072081,0.9995837366616337
2304.190084,0.9995997101373733
2304.308086,0.9995389763040978
2304.426089,0.9994934683305036
2304.544091,0.9995491616581607
2304.662093,0.9996420040958315
2304.780096,0.9997170200463822
2304.898098,0.9996091364070846
2305.0161,0.9995982607188444
2305.134103,0.9994611852128517
2305.252105,0.9995239533461818
2305.370107,0.9993976115088433
2305.48811,0.9994021487842992
2305.606112,0.9995562185001525
2305.724114,0.999509050555138
2305.842117,0.9993722371256163
2305.960119,0.9994135520278722
2306.078122,0.999330214406579
2306.196124,0.999414091711336
2306.314126,0.9995253027044296
2306.432129,0.999522194185572
2306.550131,0.9995431443903194
2306.668133,0.9996501712043676
2306.786136,0.999457527191608
2306.904138,0.9995697725743719
2307.02214,0.9995452034513177
2307.140143,0.9995545392471161
2307.258145,0.9994997851491846
2307.376148,0.9995095802950752
2307.49415,0.9994642035901887
2307.612152,0.9995741207123398
2307.730155,0.9995867354173418
2307.848157,0.9996213217167267
2307.966159,0.9994958971025826
2308.084162,0.999546912675077
2308.202164,0.9995001749541768
2308.320166,0.9996261798881556
2308.438169,0.9995205449753122
2308.556171,0.9996779518686358
2308.674173,0.999538946317929
2308.792176,0.9995024638121982
2308.910178,0.9996266597088371
2309.028181,0.9994218571889975
2309.146183,0.9995112394823555
2309.264185,0.9994100740747628
2309.382188,0.9994738484662898
2309.50019,0.9995121890184842
2309.618192,0.9995646547902378
2309.736195,0.999542724582287
2309.854197,0.9995310300008228
2309.972199,0.9995423447561238
2310.090202,0.999481124662392
2310.208204,0.9995146678117866
2310.326207,0.999558547468855
2310.444209,0.9995224440661518
2310.562211,0.9995600368122002
2310.680214,0.9994852825125189
2310.798216,0.9996881286419856
2310.916218,0.9995972011452495
2311.034221,0.9996343168783774
2311.152223,0.9996323176117429
2311.270225,0.999617633120855
2311.388228,0.9996321776632282
2311.50623,0.9996549895298049
2311.624232,0.9995982207349148
2311.742235,0.9994810946779588
2311.860237,0.9994948976071852
2311.97824,0.9993925745575745
2312.096242,0.9993917550559993
2312.214244,0.999533678761562
2312.332247,0.9996334072115629
2312.450249,0.9995389763040978
2312.568251,0.9995605565835545
2312.686254,0.999504422838947
2312.804256,0.9995302503669234
2312.922258,0.9995780890294761
2313.040261,0.9997212888471716
2313.158263,0.9997318459597233
2313.276266,0.9997465321284101
2313.394268,0.9997289567388634
2313.51227,0.999734755183628
2313.630273,0.9997298165061359
2313.748275,0.999599100381736
2313.866277,0.999458416709203
2313.98428,0.999630188397174
2314.102282,0.9998167767874234
2314.220284,0.9997040737947996
2314.338287,0.9996154439606356
2314.456289,0.9995950720054787
2314.574291,0.9995728712454698
2314.692294,0.9995527100639829
2314.810296,0.9996081068102044
2314.928299,0.9996845497648913
2315.046301,0.9997415434056617
2315.164303,0.9997297965115398
2315.282306,0.9995386564516766
2315.400308,0.9997206890145782
2315.51831,0.9995362475664172
2315.636313,0.9994419757534754
2315.754315,0.9995364574690513
2315.872317,0.9994833035336187
2315.99032,0.9995631454487486
2316.108322,0.9995210247452889
2316.226325,0.9996433136277146
2316.344327,0.9994963868556922
2316.462329,0.9994523899931208
2316.580332,0.999443694795152
2316.698334,0.9995069715784749
2316.816336,0.9994980260311107
2316.934339,0.999571891664536
2317.052341,0.9996483218532615
2317.170343,0.9997205890425144
2317.288346,0.999633567152921
2317.406348,0.9996735832855316
2317.52435,0.9995798482884609
2317.642353,0.9995895042764338
2317.760355,0.9995187258495757
2317.878358,0.999696436084852
2317.99636,0.9996950365108211
2318.114362,0.9995922031717388
2318.232365,0.9995927829353848
2318.350367,0.9996232209990423
2318.468369,0.999475557568032
2318.586372,0.9995844563621832
2318.704374,0.999547312493922
2318.822376,0.9995185459362212
2318.940379,0.9997027741803485
2319.058381,0.999800129976675
2319.176384,0.9998015996839463
2319.294386,0.9997515308735676
2319.412388,0.9998135073919088
2319.530391,0.9997504811350113
2319.648393,0.9996560491646554
2319.766395,0.9995815275840166
2319.884398,0.9995553688777279
2320.0024,0.9995486119062729
2320.120402,0.9994970065436442
2320.238405,0.9995534697243312
2320.356407,0.9995938225124196
2320.474409,0.9996099560869125
2320.592412,0.9995812976802917
2320.710414,0.999660617603239
2320.828417,0.9995960316172084
2320.946419,0.9995711519816098
2321.064421,0.9995837366616337
2321.182424,0.9994760972849788
2321.300426,0.9995025537674239
2321.418428,0.9994034879840759
2321.536431,0.9995118691746347
2321.654433,0.9995976909479981
2321.772435,0.9995975510043312
2321.890438,0.9995841864744164
2322.00844,0.9994734286873617
2322.126443,0.9995227539181574
2322.244445,0.9996639564752777
2322.362447,0.9996125750684284
2322.48045,0.9996358863054869
2322.598452,0.9996897881256566
2322.716454,0.9995055122993617
2322.834457,0.9997219386662206
2322.952459,0.9996834701061605
2323.070461,0.9996479119975336
2323.188464,0.9997603287257497
2323.306466,0.9996236208484107
2323.424468,0.9997114216467454
2323.542471,0.999557607884262
2323.660473,0.9994966167398875
2323.778476,0.999558397535084
2323.896478,0.9995128786821325
2324.01448,0.9995704822691623
2324.132483,0.9996389152068113
2324.250485,0.9997472219537552
2324.368487,0.9996776619620719
2324.48649,0.9996406745728502
2324.604492,0.9994939780723024
2324.722494,0.9994480823626029
2324.840497,0.9995912435636843
2324.958499,0.9995660441860736
2325.076502,0.9995991303697095
2325.194504,0.999563835147557
2325.312506,0.9995159871720188
2325.430509,0.999523723455699
2325.548511,0.9993355808242392
2325.666513,0.9993242484230075
2325.784516,0.9993807518133492
2325.902518,0.9994862919931641
2326.02052,0.9994471228929044
2326.138523,0.9991854219489784
2326.256525,0.9993388786370974
2326.374527,0.9994690709927123
2326.49253,0.9994214973971937
2326.610532,0.9994847427906121
2326.728535,0.99944095632318
2326.846537,0.9996227811649219
2326.964539,0.9995296806348432
2327.082542,0.9996250603074611
2327.200544,0.9994666822644872
2327.318546,0.9994976262319802
2327.436549,0.9994113833028174
2327.554551,0.9995451934558658
2327.672553,0.9996018892671166
2327.790556,0.9994596760276014
2327.908558,0.9994752577254097
2328.026561,0.9993708679865893
2328.144563,0.9992749729592143
2328.262565,0.9994363688997187
2328.380568,0.9993605645260548
2328.49857,0.9996779818589749
2328.616572,0.9994831835956295
2328.734575,0.9995549190779132
2328.852577,0.9995476623355427
2328.970579,0.9994425954076924
2329.088582,0.9993985409490542
2329.206584,0.9994241858446377
2329.324586,0.9994524799438399
2329.442589,0.9995026337276315
2329.560591,0.9994397470003545
2329.678594,0.9993761746599875
2329.796596,0.9993295148756738
2329.914598,0.9993586257684403
2330.032601,0.9993411171586926
2330.150603,0.9994017190414677
2330.268605,0.9993043420822467
2330.386608,0.9992354324308488
2330.50461,0.999389316543092
2330.622612,0.9993295448555597
2330.740615,0.9990323085156813
2330.858617,0.9992547178607986
2330.97662,0.999158224491952
2331.094622,0.999378053488962
2331.212624,0.9991850422585902
2331.330627,0.9992443656355461
2331.448629,0.9992287875373175
2331.566631,0.9992520998168674
2331.684634,0.9992650402153489
2331.802636,0.9993172331914071
2331.920638,0.9993050515885815
2332.038641,0.9991466443152375
2332.156643,0.9991985313477119
2332.274645,0.9992577456071807
2332.392648,0.9993315135367022
2332.51065,0.9993182924682357
2332.628653,0.9993229892752478
2332.746655,0.999243236490051
2332.864657,0.9992404286205014
2332.98266,0.9992856952371991
2333.100662,0.9993145250453747
2333.218664,0.9993151346274208
2333.336667,0.9992596541912975
2333.454669,0.9992625420558711
2333.572671,0.9993420665332049
2333.690674,0.9993454243281895
2333.808676,0.9991283900727987
2333.926679,0.9990842095922274
2334.044681,0.9990228876854312
2334.162683,0.999177598357754
2334.280686,0.9991004848065629
2334.398688,0.9991596932556216
2334.51669,0.998946655157561
2334.634693,0.9991240338825146
2334.752695,0.9991066093113063
2334.870697,0.9990921223705019
2334.9887,0.9990182622201692
2335.106702,0.9990570348713044
2335.224704,0.9989799206350449
2335.342707,0.9991288396806755
2335.460709,0.9989897106862383
2335.578712,0.9989701306797936
2335.696714,0.9989128913312286
2335.814716,0.9990040063312833
2335.932719,0.9990928217352324
2336.050721,0.999094680049609
2336.168723,0.9990770661656666
2336.286726,0.9990551566458443
2336.404728,0.9990879661559178
2336.52273,0.9990458654760915
2336.640733,0.99912105649733
2336.758735,0.9989263767462879
2336.876738,0.9989423596961791
2336.99474,0.9988549560636704
2337.112742,0.9989601410284351
2337.230745,0.9989729278000754
2337.348747,0.9988448676795606
2337.466749,0.9988833239472447
2337.584752,0.998935766698362
2337.702754,0.999043088132446
2337.820756,0.9989980023352473
2337.938759,0.9990274632207348
2338.056761,0.9990495919241196
2338.174763,0.9988988067587573
2338.292766,0.9989911092728123
2338.410768,0.998929573315808
2338.528771,0.9988854216044274
2338.646773,0.9989617393659393
2338.764775,0.9988229932164846
2338.882778,0.9988764316760878
2339.00078,0.9988877190435392
2339.118782,0.9986553049137505
2339.236785,0.9984566921262996
2339.354787,0.9987896330856285
2339.472789,0.9988127053926369
2339.590792,0.9987984224730728
2339.708794,0.9987988219925218
2339.826797,0.9985878979556793
2339.944799,0.9986011792630426
2340.062801,0.9986898589850826
2340.180804,0.9987011442442506
2340.298806,0.9988207958083167
2340.416808,0.9987817426786942
2340.534811,0.9988033165973336
2340.652813,0.998782541704408
2340.770815,0.9985929907669455
2340.888818,0.998485348244577
2341.00682,0.9986680877834636
2341.124822,0.9986194538318349
2341.242825,0.998604574512824
2341.360827,0.9985695241073967
2341.47883,0.998419250702376
2341.596832,0.9984828520343266
2341.714834,0.9984759625264165
2341.832837,0.9986547057207473
2341.950839,0.9987699571236656
2342.068841,0.9986391268288537
2342.186844,0.9986038754898665
2342.304846,0.998613062687782
2342.422848,0.9984966311927607
2342.540851,0.9984499026438775
2342.658853,0.9984586890416808
2342.776856,0.9986558042415278
2342.894858,0.9986924555820914
2343.01286,0.9986564034351901
2343.130863,0.9985961862696288
2343.248865,0.9986155592235594
2343.366867,0.9985638322773311
2343.48487,0.998535972735053
2343.602872,0.9984778596325475
2343.720874,0.99848744506601
2343.838877,0.9983397796930082
2343.956879,0.9983255035362334
2344.074881,0.998334089172482
2344.192884,0.9982841737159202
2344.310886,0.9982021181293715
2344.428889,0.998493935255496
2344.546891,0.998297251324254
2344.664893,0.9983712278913751
2344.782896,0.9984567919719739
2344.900898,0.9985026221905209
2345.0189,0.9983964870029671
2345.136903,0.9983085321469305
2345.254905,0.9983939910148696
2345.372907,0.9983193139372992
2345.49091,0.9986157589466912
2345.608912,0.9982862701148862
2345.726915,0.9981439246422412
2345.844917,0.9980906251797736
2345.962919,0.9981958294758366
2346.080922,0.998163488454889
2346.198924,0.9984318308641897
2346.316926,0.9982932581432351
2346.434929,0.9983538563831423
2346.552931,0.9983805127869692
2346.670933,0.9983207115853171
2346.788936,0.9983837076097218
2346.906938,0.9983868026040126
2347.02494,0.9983969862013354
2347.142943,0.9981939329055624
2347.260945,0.9981284535313106
2347.378948,0.9981065947575328
2347.49695,0.998244941918803
2347.614952,0.9984476062117423
2347.732955,0.9982001217271317
2347.850957,0.9979190681470547
2347.968959,0.9978288603407485
2348.086962,0.9979624785706889
2348.204964,0.9980536965098266
2348.322966,0.998255024243632
2348.440969,0.998151909825579
2348.558971,0.9981263574637591
2348.676974,0.998111086247315
2348.794976,0.9980088849048814
2348.912978,0.9982164923433667
2349.030981,0.9982017188486041
2349.148983,0.9981154779457563
2349.266985,0.9980590860143393
2349.384988,0.9979953120763421
2349.50299,0.9979781467045971
2349.620992,0.998159595624875
2349.738995,0.9980914236525932
2349.856997,0.9979717596648966
2349.974999,0.9979933160877139
2350.093002,0.9979975076684439
2350.211004,0.9978598933008651
2350.329007,0.9979243571321317
2350.447009,0.9976835870348362
2350.565011,0.9976352005542466
2350.683014,0.997690071999228
2350.801016,0.9980067890884237
2350.919018,0.9980801452832289
2351.037021,0.9981176738022232
2351.155023,0.9977917417975529
2351.273025,0.997802418226309
2351.391028,0.9979167729358374
2351.50903,0.9979600834636145
2351.627033,0.9980003020653775
2351.745035,0.9977033413654266
2351.863037,0.9977204022384341
2351.98104,0.9977877506385681
2352.099042,0.9976662274914502
2352.217044,0.997664032628164
2352.335047,0.9975853200412421
2352.453049,0.9974203330741056
2352.571051,0.9973448312126734
2352.689054,0.9972624539318438
2352.807056,0.9970954264597515
2352.925059,0.997560480476027
2353.043061,0.9976741090857796
2353.161063,0.9975020251446289
2353.279066,0.9976548541612849
2353.397068,0.9977141166196997
2353.51507,0.9977946353977999
2353.633073,0.997672911877567
2353.751075,0.9976654293587874
2353.869077,0.9976501651944895
2353.98708,0.9974964391489289
2354.105082,0.9974577370379158
2354.223084,0.9973337607464882
2354.341087,0.996958534655536
2354.459089,0.9971169639535671
2354.577092,0.9971350119339484
2354.695094,0.9970271277622961
2354.813096,0.9971477753437867
2354.931099,0.9970464702761964
2355.049101,0.9970119730651301
2355.167103,0.9971132746276258
2355.285106,0.9971736018056194
2355.403108,0.9975418262694594
2355.52111,0.9974570388177443
2355.639113,0.9970212453195955
2355.757115,0.9969829604388496
2355.875118,0.9972246584010696
2355.99312,0.9974841700181828
2356.111122,0.9974363916707394
2356.229125,0.9971959387444727
2356.347127,0.9970852561382703
2356.465129,0.9970498602399583
2356.583132,0.9972774129808453
2356.701134,0.9971610374973919
2356.819136,0.9969365021153805
2356.937139,0.9968101982620806
2357.055141,0.9963331394133179
2357.173143,0.9964816041114358
2357.291146,0.9968900459568188
2357.409148,0.9968041177384168
2357.527151,0.9964439378186979
2357.645153,0.9958781183699525
2357.763155,0.9965928176640555
2357.881158,0.9970369983797204
2357.99916,0.9970794730605557
2358.117162,0.9969937279129666
2358.235165,0.9969968185983137
2358.353167,0.9971714080261086
2358.471169,0.9968319289612665
2358.589172,0.9966607876119691
2358.707174,0.996849672727521
2358.825177,0.9969286263481232
2358.943179,0.9969757821873763
2359.061181,0.9967535810507633
2359.179184,0.9966269017212537
2359.297186,0.9965955084682958
2359.415188,0.9962983679935172
2359.533191,0.9961460456183934
2359.651193,0.9957203837689129
2359.769195,0.9952612634092118
2359.887198,0.9949313889800991
2360.0052,0.9949281057119329
2360.123202,0.9962439715876602
2360.241205,0.9965929173233423
2360.359207,0.9968884509340213
2360.47721,0.9969646161211458
2360.595212,0.9970141664938836
2360.713214,0.9969576373932585
2360.831217,0.9967979375720454
2360.949219,0.9967269680854339
2361.067221,0.9965923193677713
2361.185224,0.9965123958687331
2361.303226,0.9960424518166201
2361.421228,0.9957926756929397
2361.539231,0.9958322094469045
2361.657233,0.995746173260825
2361.775236,0.9957277521270157
2361.893238,0.9955655612869968
2362.01124,0.9952984868765378
2362.129243,0.9953417833024074
2362.247245,0.995323071052777
2362.365247,0.9947348099602835
2362.48325,0.9941583293000128
2362.601252,0.9946799021142442
2362.719254,0.9953629843081816
2362.837257,0.9961080931770538
2362.955259,0.9960288061285034
2363.073261,0.9960756205825225
2363.191264,0.9960896653477881
2363.309266,0.9961832025588676
