nu,[0]Pentafluoropropionaldehyde-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
646.703452,0.8950729998099347
646.763717,0.9440765736232947
646.823982,0.9275050868882067
646.884247,0.8813504019980821
646.944512,0.8738644560189318
647.004777,0.9446913675664393
647.065042,1.0
647.125307,1.0
647.185572,1.0
647.245837,1.0
647.306102,0.9899726128737889
647.366367,0.9931350720181035
647.426632,0.9963073347191794
647.486897,0.9324749416970268
647.547162,0.8612417808327082
647.607427,0.8402884947314696
647.667692,0.8833798408827509
647.727957,0.9488106747609052
647.788222,0.9710872100969195
647.848487,0.967995345582172
647.908752,0.9580531714443237
647.969017,0.947218958257912
648.029282,0.9568065979105733
648.089547,0.9928833441851977
648.149812,1.0
648.210077,0.9776720425505501
648.270342,0.9502416103869537
648.330607,0.9917412920643287
648.390872,1.0
648.451137,1.0
648.511402,0.9143507759739673
648.571666,0.8557645492187835
648.631931,0.8723103608422582
648.692196,0.9161061836601181
648.752461,0.9416873120586207
648.812726,0.9899726128737889
648.872991,1.0
648.933256,1.0
648.993521,0.9171419687560171
649.053786,0.8477156651048049
649.114051,0.889941098416982
649.174316,0.9858135890616259
649.234581,0.9982155939489279
649.294846,0.948550736249223
649.355111,0.9306872381340894
649.415376,0.9735685895505624
649.475641,0.9931350720181035
649.535906,0.9514796307400359
649.596171,0.9021901245799229
649.656436,0.9244281027250864
649.716701,0.9887121908243133
649.776966,1.0
649.837231,0.9825510276970995
649.897496,0.9520659227519722
649.957761,0.9844304779537819
650.018026,1.0
650.078291,0.9430103696138187
650.138556,0.8466397495611041
650.198821,0.8656453334293804
650.259086,1.0
650.319351,1.0
650.379616,0.9977065340212272
650.439881,0.8650828467906131
650.500146,0.884077986688332
650.560411,1.0
650.620675,1.0
650.68094,1.0
650.741205,0.9068021403667844
650.80147,0.9081697214058098
650.861735,0.9893422011268465
650.922,1.0
650.982265,0.9582821735169565
651.04253,0.8954131921823196
651.102795,0.9032101756410057
651.16306,0.9475761271272768
651.223325,0.9684891491176173
651.28359,0.9462466637464717
651.343855,0.9433659515461458
651.40412,1.0
651.464385,1.0
651.52465,1.0
651.584915,1.0
651.64518,0.9639122649269061
651.705445,0.988963355617361
651.76571,1.0
651.825975,1.0
651.88624,0.998725213231857
651.946505,0.977923336555382
652.00677,0.9917412920643287
652.067035,0.9978336499307731
652.1273,0.9858135890616259
652.187565,0.9671303444563365
652.24783,0.9391744821965422
652.308095,0.9066779169830502
652.36836,0.8856530468923505
652.428625,0.8900567982801044
652.48889,0.921141147366038
652.549155,0.9488106747609052
652.60942,0.9537630630151926
652.669684,0.9305923128770701
652.729949,0.8936956482231598
652.790214,0.8925613751657636
652.850479,0.9431395708845407
652.910744,1.0
652.971009,1.0
653.031274,0.9776720425505501
653.091539,0.9631857490100716
653.151804,0.9863174685358775
653.212069,0.9887121908243133
653.272334,0.9628236592455853
653.332599,0.9655310675029785
653.392864,0.9951647277487163
653.453129,0.9730721961609652
653.513394,0.9026503588932329
653.573659,0.8758766574123323
653.633924,0.9245547580508514
653.694189,0.9869459529143578
653.754454,0.9880796174672518
653.814719,0.973194810982253
653.874984,0.9870713030099406
653.935249,0.9985978838845884
653.995514,0.9810469119694978
654.055779,0.9734420338602189
654.116044,0.9871996306204458
654.176309,0.9736922406131115
654.236574,0.9370215481966291
