nu,[0]Geraniol-HITRAN(x-sec)-X=0.01-T=323.1K-P=1.0atm-L=15cm
697.587952,0.9971073916766602
697.705954,0.994197698749363
697.823956,0.9946932309142352
697.941959,1.0
698.059961,0.9959999217119517
698.177964,0.9985559436542162
698.295966,0.9984420149208031
698.413968,0.9945278271836356
698.531971,0.9951087015516963
698.649973,0.9980796462432809
698.767975,0.9944306665612934
698.885978,0.9972718282429699
699.00398,0.9985454588718531
699.121982,0.9990024279062003
699.239985,0.998513505928419
699.357987,0.9978229731678396
699.47599,0.9965865391490816
699.593992,0.9987241146347268
699.711994,0.9983971858807527
699.829997,0.9978502141068442
699.947999,0.9990268638044366
700.066001,0.9962422779743481
700.184004,0.9980282464650551
700.302006,0.9993670503971652
700.420008,0.995725262810747
700.538011,0.9980702643387013
700.656013,0.9984256406060281
700.774015,0.9983215102422058
700.892018,0.9962310205002118
701.01002,0.9954628242223957
701.128023,0.9974961399000422
701.246025,0.9990450662397189
701.364027,0.9949984496156344
701.48203,0.9989728279027876
701.600032,0.9974618266230213
701.718034,0.9993215702376105
701.836037,0.9961083920095267
701.954039,0.9973698648821081
702.072041,0.9955731276140146
702.190044,0.996096936828886
702.308046,0.9951600504854875
702.426049,0.9951707982720707
702.544051,0.9954057858367331
702.662053,0.995908393524931
702.780056,0.9982894646360618
702.898058,0.9969216478721634
703.01606,0.9968188705485298
703.134063,0.9943591695667154
703.252065,0.9960104793670773
703.370067,0.9949050236476333
703.48807,0.9977001487198425
703.606072,0.997750134749433
703.724074,0.9974017812284431
703.842077,0.9979615804048624
703.960079,0.997600383693305
704.078082,0.9961517236670359
704.196084,0.9955886586759474
704.314086,0.9977473410529668
704.432089,0.9934889890908459
704.550091,0.9959968341169803
704.668093,0.9965023311443618
704.786096,0.9983123257265605
704.904098,0.998047308986609
705.0221,0.9951563684001126
705.140103,0.995934088292945
705.258105,0.9980621800023017
705.376108,0.9941556450761474
705.49411,0.9963979031721791
705.612112,0.9986208519000489
705.730115,0.9945383692344766
705.848117,0.9973179032657595
705.966119,0.9955943335474752
706.084122,0.9951209414640008
706.202124,0.9964167352705119
706.320126,0.996568700409688
706.438129,0.9968113944350362
706.556131,0.9963181945283137
706.674133,0.9962480561963172
706.792136,0.9979059954928879
706.910138,0.9994552484310437
707.028141,0.9942724652274934
707.146143,0.996149930595547
707.264145,0.994394569383265
707.382148,0.9972166806357134
707.50015,0.996527542972268
707.618152,0.9981900399568152
707.736155,0.9976379939367189
707.854157,0.9979085900518492
707.972159,0.9959470355202497
708.090162,0.9960207383278484
708.208164,0.9957375103068016
708.326167,0.9980523990408645
708.444169,0.9924941109401073
708.562171,0.993625603218852
708.680174,0.9949381545365471
708.798176,0.9998553404641998
708.916178,0.9982596162273051
709.034181,0.9938356778754813
709.152183,0.9982112018099772
709.270185,0.9958758278529144
709.388188,0.9952015495248417
709.50619,0.9931275242202379
709.624192,0.9948810467254865
709.742195,0.9955337036987598
709.860197,0.9939389427669307
709.9782,0.9929389472093423
710.096202,0.9950826300452539
710.214204,0.9941274114567465
710.332207,0.9985417642604902
710.450209,0.9954260923218896
710.568211,0.9944935165654594
710.686214,0.9949121869895916
710.804216,0.9975326489268735
710.922218,0.9932219751388611
711.040221,0.9897192123215478
711.158223,0.9987016435949476
711.276226,0.9943552915735162
711.394228,0.9950064096350714
711.51223,0.9956525775196073
711.630233,0.9947247631894391
711.748235,0.9972361265505829
711.866237,0.9940072287178944
711.98424,0.9958616865165626
712.102242,0.993358155206583
712.220244,0.9964720379339541
712.338247,0.9965606282359071
712.456249,0.9943170096317228
712.574251,0.9965245533941235
712.692254,0.9938924275128747
712.810256,0.9955037385852556
712.928259,0.9949503923511103
713.046261,0.9943645391207289
713.164263,0.9946303682885214
713.282266,0.9934368322880467
713.400268,0.99529500333793
713.51827,0.9943740850661249
713.636273,0.996305142845454
713.754275,0.9948193660127114
713.872277,0.995221254710603
713.99028,0.9920865773015052
714.108282,0.9941813940408025
714.226285,0.9925102887259641
714.344287,0.9933730556906645
714.462289,0.9958560101211272
714.580292,0.9935008116801604
714.698294,0.9962671843426257
714.816296,0.9938922287344091
714.934299,0.9953440725911417
715.052301,0.9937632298953252
715.170303,0.9934786568590871
715.288306,0.991624570983423
715.406308,0.9959002271095865
715.52431,0.9944104798236584
715.642313,0.9903790800530543
715.760315,0.9940883430171762
715.878318,0.9925467145219697
715.99632,0.9944922237247281
716.114322,0.9938488959778972
716.232325,0.9931320926173566
716.350327,0.9928350912272268
716.468329,0.9935049843923321
716.586332,0.9931748975329876
