nu,[0]Ethane-1-1-2-2-tetrafluoro-1-2-dimethoxy--HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
595.896229,0.9779135573709125
596.171725,0.9786678194543149
596.44722,0.9797811976005655
596.722715,0.9802339610941707
596.99821,0.9809566598052598
597.273706,0.9816995251357852
597.549201,0.9820127372389779
597.824696,0.9819783673946503
598.100191,0.9823348902469974
598.375687,0.9826984214055058
598.651182,0.9830257144711049
598.926677,0.9833245997165595
599.202172,0.9837258780084489
599.477668,0.9835340701641099
599.753163,0.9833786840568497
600.028658,0.9836521013342582
600.304154,0.9837062036876326
600.579649,0.9840230080879911
600.855144,0.9836757092679842
601.130639,0.9834966965795463
601.406135,0.9834022854284824
601.68163,0.9834062190454913
601.957125,0.9841302724416738
602.23262,0.9844373689912462
602.508116,0.9846766163392866
602.783611,0.984903118007738
603.059106,0.9851858257692295
603.334601,0.9852331158238187
603.610097,0.9854725565618353
603.885592,0.9860837389938794
604.161087,0.9860541569254427
604.436582,0.9863174685358775
604.712078,0.9863648129106232
604.987573,0.986445698141531
605.263068,0.9870979542949125
605.538563,0.9882278405263234
605.814059,0.9884314364311301
606.089554,0.9890879728508897
606.365049,0.9894648871661634
606.640545,0.9901629038963647
606.91604,0.9907973063820182
607.191535,0.9912454462407498
607.46703,0.9914831754013455
607.742526,0.9914763341910374
608.018021,0.9912386066707672
608.293516,0.991534039792904
608.569011,0.992087867014894
608.844507,0.9921217970001454
609.120002,0.9928935709363106
609.395497,0.9926929274213344
609.670992,0.9928324105760993
609.946488,0.9929615864754253
610.221983,0.9931385479969385
610.497478,0.9935604235171984
610.772973,0.9935672791077724
611.048469,0.9933970956094941
611.323964,0.9934140828450694
611.599459,0.9933358048995328
611.874955,0.9938599277618688
612.15045,0.9940915241049636
612.425945,0.9937408704741969
612.70144,0.9937203996231156
612.976936,0.9931112370623957
613.252431,0.9927507038309876
613.527926,0.9926827027368392
613.803421,0.9929751901423449
614.078917,0.992550089186536
614.354412,0.9915782631972534
614.629907,0.9914424262802366
614.905402,0.9913710449953016
615.180898,0.9915747926794056
615.456393,0.9917718381665318
615.731888,0.9918466205823913
616.007383,0.9916631459295122
616.282879,0.9918976028089211
616.558374,0.9918296601501914
616.833869,0.9918533651623428
617.109364,0.992074275504218
617.38486,0.9922714202484424
617.660355,0.9922747939770066
617.93585,0.9923223250779988
618.211346,0.9924889499841488
618.486841,0.9934787562069577
618.762336,0.9940779051443734
619.037831,0.9940370493820636
619.313327,0.9937918506884835
619.588822,0.9937203996231156
619.864317,0.9938429329024105
620.139812,0.9939484846265821
620.415308,0.9945410544916986
620.690803,0.9939790987113631
620.966298,0.9932746172985484
621.241793,0.9933868636721038
621.517289,0.9933221962922248
621.792784,0.9930704210293276
622.068279,0.9931044839289443
622.343774,0.9928017325285908
622.61927,0.9925092962161717
622.894765,0.9915747926794056
623.17026,0.9906106577523489
623.445756,0.9903257000592433
623.721251,0.9904987250723384
623.996746,0.9910145129565481
624.272241,0.9912114471050323
624.547737,0.9912216566355164
624.823232,0.9915068721324124
625.098727,0.991765094140962
625.374222,0.992111677409426
625.649718,0.9920232841969449
625.925213,0.9922101989905082
626.200708,0.9922340123210429
626.476203,0.9925364913434596
626.751699,0.9927133771062704
627.027194,0.9936965506197138
627.302689,0.9935365783531771
627.578184,0.9935570454175012
627.85368,0.9939348676256194
628.129175,0.9944900358442427
628.40467,0.9949158681714937
628.680165,0.9953317304011633
628.955661,0.9946705521671091
629.231156,0.9940642863703618
629.506651,0.9932779944379884
629.782147,0.9928868192829838
630.057642,0.9930738967818837
630.333137,0.9938326963729199
630.608632,0.9859861215358628
630.884128,0.9858885137414963
631.159623,0.9876084158802327
631.435118,0.9884620782806056
631.710613,0.9881230939268955
631.986109,0.988603438464812
632.261604,0.9875274353103793
632.537099,0.9869558224232344
632.812594,0.9861961589479402
633.08809,0.9857840150975657
633.363585,0.9858648527011001
633.63908,0.9878079329307843
633.914575,0.9875916266798714
634.190071,0.9879403080627327
634.465566,0.9894985295442443
634.741061,0.9897795870349094
635.016557,0.9877476784846547
635.292052,0.9858816125460543
635.567547,0.9860235897203722
635.843042,0.9855504119690518
636.118538,0.987477072695436
636.394033,0.9881734894897617
636.669528,0.9858372488716799
636.945023,0.9847475156080061
637.220519,0.9836412812206542
637.496014,0.9832341380146877
637.771509,0.9839049324117028
638.047004,0.981749593088289
638.3225,0.9813128117104292
638.597995,0.9823083675630185
638.87349,0.9832980503107858
639.148985,0.9852538059364964
639.424481,0.9869123973224071
639.699976,0.9877842258248803
639.975471,0.9877378010572572
640.250967,0.9888446871349383
640.526462,0.9881734894897617
640.801957,0.9893352757556775
641.077452,0.9891631463933848
641.352948,0.9886479266205189
641.628443,0.9869795096472181
641.903938,0.9874839850591383
642.179433,0.9873891911467532
642.454929,0.9889663225118782
642.730424,0.9884344017298873
643.005919,0.9879640189146554
643.281414,0.9865838102068898
643.55691,0.9867535172166298
643.832405,0.9867495702104551
644.1079,0.9877911403386619
644.383395,0.9880045262698259
644.658891,0.9894876451202838
644.934386,0.9887665714902633
645.209881,0.9895351416671575
645.485376,0.9905733124345153
645.760872,0.991194497534206
646.036367,0.9930092497754862
646.311862,0.9921286426641622
646.587358,0.9909839901796021
646.862853,0.9918704251869394
647.138348,0.9909908279927249
647.413843,0.9900132025830001
647.689339,0.9877911403386619
647.964834,0.9858954149852468
648.240329,0.9842454224196919
648.515824,0.984080083077619
648.79132,0.983948225181163
649.066815,0.983584231680796
649.34231,0.9824527775069212
649.617805,0.982934297330622
649.893301,0.9833550832516431
650.168796,0.9833590166798429
650.444291,0.9830856808686441
650.719786,0.9842345957795919
650.995282,0.9837632603020723
651.270777,0.984181448546408
651.546272,0.9829883602036905
651.821768,0.9847504698549843
652.097263,0.986452603285586
652.372758,0.9871660664035996
652.648253,0.9876054530594294
652.923749,0.9880756651566865
653.199244,0.9884917325877665
653.474739,0.9894203622480592
653.750234,0.9877032308392025
654.02573,0.9869123973224071
654.301225,0.9871453361338738
654.57672,0.988014406364489
654.852215,0.991062082794837
655.127711,0.9909161101011941
655.403206,0.9911163944851008
655.678701,0.9899597433134739
655.954196,0.9903019325276533
656.229692,0.9910858685702522
656.505187,0.9913303004826577
656.780682,0.9907837325519018
657.056177,0.9896370690359186
657.331673,0.9912318662711593
657.607168,0.9902408327833628
657.882663,0.9912080769918413
658.158159,0.9910416671262134
658.433654,0.9907192346303427
658.709149,0.9900713180636643
658.984644,0.987619279632558
659.26014,0.988011442325716
659.535635,0.9867801599212697
659.81113,0.9868443027162828
660.086625,0.9864999541469552
660.362121,0.9869390443168675
660.637616,0.9872776224719024
660.913111,0.9888100781765489
661.188606,0.9902442986323429
661.464102,0.9911571302060275
661.739597,0.9888684196922191
662.015092,0.9888338099032047
662.290587,0.9872874952974912
662.566083,0.9869291749757712
662.841578,0.9867466099661848
663.117073,0.9864960081550307
663.392569,0.9860068274618266
663.668064,0.9849907782860652
663.943559,0.9868610792120287
664.219054,0.9909839901796021
664.49455,0.9917412920643287
664.770045,0.9906717803155439
665.04554,0.9875985398454542
665.321035,0.984832207536049
665.596531,0.9816857814386394
665.872026,0.9802574869915466
666.147521,0.9772273029571197
666.423016,0.9768120695967022
666.698512,0.9755449900428944
666.974007,0.9748769705475132
667.249502,0.973922059099411
667.524997,0.9750407636367995
667.800493,0.9747970339133751
668.075988,0.974919866077912
668.351483,0.9740291964183564
668.626978,0.9732648835312252
668.902474,0.9738519392355012
669.177969,0.9746167131422867
669.453464,0.9757489002536882
669.72896,0.9773709659296242
670.004455,0.9798752611105114
670.27995,0.9832272553998108
670.555445,0.9886785751812944
670.830941,0.9928901951039083
671.106436,0.9903664032819611
671.381931,0.990281532517964
671.657426,0.988851609071975
671.932922,0.9884344017298873
672.208417,0.9884146332395383
672.483912,0.988705269863201
672.759407,0.9879096823878832
673.034903,0.9886143131624459
673.310398,0.9878118841704184
673.585893,0.9878217623386509
673.861388,0.9871897586734995
674.136884,0.9866213011040003
674.412379,0.986199117540855
674.687874,0.9850242685418581
674.96337,0.9830689685541244
675.238865,0.9819312335642364
675.51436,0.982338819594417
675.789855,0.9807212584561984
676.065351,0.9811047954448497
676.340846,0.9823456959902216
676.616341,0.983264618745415
676.891836,0.9831023934672756
677.167332,0.9837662115962802
677.442827,0.9856115179888608
677.718322,0.9850882972002222
677.993817,0.9854627018855431
678.269313,0.985800773568269
678.544808,0.985625316646703
678.820303,0.9871591562653204
679.095798,0.9867535172166298
679.371294,0.9875442234194781
679.646789,0.9866587934257918
679.922284,0.984558462234714
680.19778,0.9835271854497153
680.473275,0.9825805046700827
680.74877,0.9823761491788192
681.024265,0.9809125177487723
681.299761,0.9797547438653573
681.575256,0.9799487545110628
681.850751,0.9800095132173429
682.126246,0.9807418538188766
682.401742,0.9818173361473208
682.677237,0.9820225574154511
682.952732,0.9804829721433531
683.228227,0.9804192428213891
683.503723,0.980923307845813
683.779218,0.9826148955895838
684.054713,0.9831259882078546
684.330208,0.9822641646810505
684.605704,0.9811146065418597
684.881199,0.9817869002816586
685.156694,0.9819214143009971
685.432189,0.9844038986896989
685.707685,0.9857495132608229
685.98318,0.9863204274927216
686.258675,0.9837062036876326
686.534171,0.98247635665653
686.809666,0.9815149829725666
687.085161,0.9819783673946503
687.360656,0.9815719124925191
687.636152,0.9805496472523869
687.911647,0.9806977214284409
688.187142,0.9807614688521026
688.462637,0.9799928531972287
688.738133,0.9796940009542874
689.013628,0.9799222962518791
689.289123,0.9771803971723256
689.564618,0.9776827970021674
689.840114,0.9774012648991997
690.115609,0.9771833287179145
690.391104,0.9769498098089721
690.666599,0.9762632554448105
690.942095,0.9748331020708867
691.21759,0.9735481448248522
691.493085,0.9745192563438936
691.768581,0.9739990019812836
692.044076,0.9746995590838065
692.319571,0.9750768408124776
692.595066,0.9735189388185996
692.870562,0.9712668778495421
693.146057,0.9713669234902227
693.421552,0.9714436645084087
693.697047,0.9714834945151631
693.972543,0.9692060963257146
694.248038,0.9685889086375035
694.523533,0.9691004586185747
694.799028,0.969983711396931
695.074524,0.9700836248646602
695.350019,0.9697140934038001
695.625514,0.9710707017546691
695.901009,0.9695851300056335
696.176505,0.9697577315198536
696.452,0.9681579824613452
696.727495,0.9691130570064261
697.00299,0.9674650294526839
697.278486,0.9651343157723004
697.553981,0.9621633887140286
697.829476,0.9616362676213841
698.104972,0.9606491741338025
698.380467,0.9599577556689428
698.655962,0.9598924807609293
698.931457,0.9599251176600994
699.206953,0.9589723851282517
699.482448,0.956905154065713
699.757943,0.9564134312001257
700.033438,0.9542209791765266
700.308934,0.9533711469405636
700.584429,0.9523592042192073
700.859924,0.9539595584445081
701.135419,0.9542534232413646
701.410915,0.954645702006081
701.68641,0.9534693492260293
701.961905,0.9528812400878832
702.2374,0.9526859194547141
702.512896,0.9510877018750612
702.788391,0.9515443335547971
703.063886,0.9514463295357345
703.339382,0.9509250797826257
703.614877,0.9499812798526196
703.890372,0.9487452090829386
704.165867,0.9491352235063455
704.441363,0.9497856038642887
704.716858,0.9515443335547971
704.992353,0.9523592042192073
705.267848,0.9531757258867832
705.543344,0.9520659227519722
705.818839,0.9512513030290797
706.094334,0.9500458807760561
706.369829,0.9499812798526196
706.645325,0.9500458807760561
706.92082,0.95141398091046
707.196315,0.9520659227519722
707.47181,0.9525554104238216
707.747306,0.9534045155146532
708.022801,0.9531423653201905
708.298296,0.9530775538429639
708.573792,0.9532729547694123
708.849287,0.9526859194547141
709.124782,0.9532729547694123
709.400277,0.9543192689992208
709.675773,0.9547115748321058
709.951268,0.9550056712856829
710.226763,0.9559219610151467
710.502258,0.9549073107671942
710.777754,0.9559219610151467
711.053249,0.9570362590523065
711.328744,0.958676108438353
711.604239,0.9588736160592778
711.879735,0.9593004097729825
712.15523,0.9589723851282517
712.430725,0.9593339858749029
712.70622,0.9599251176600994
712.981716,0.9614391523915231
713.257211,0.962856395806518
713.532706,0.9652009123376437
713.808201,0.9673054108917175
714.083697,0.9684697795283315
714.359192,0.9692962366841347
714.634687,0.9691004586185747
714.910183,0.9700166914037754
715.185678,0.9705387007916849
715.461173,0.9707415645786777
715.736668,0.9730614924256781
716.012164,0.9734955746444393
716.287659,0.9732347127874847
716.563154,0.9734722110310122
716.838649,0.9743156031018229
717.114145,0.9734322994885523
717.38964,0.9744257069857256
717.665135,0.9744461701404348
717.94063,0.9732454184282063
718.216126,0.9735452241847986
718.491621,0.9738519392355012
718.767116,0.9729116524938154
719.042611,0.9712833895268144
719.318107,0.9720986382396399
719.593602,0.9731918914021994
719.869097,0.9731714545870673
720.144593,0.9738753119625144
720.420088,0.9743662688304817
720.695583,0.9737789030789487
720.971078,0.9732921353294876
721.246574,0.9732249804890184
721.522069,0.9740788731741202
721.797564,0.9751509494684726
722.073059,0.9770094055650225
722.348555,0.97781674872084
722.62405,0.977414948612694
722.899545,0.9779507187921551
723.17504,0.9794990612452419
723.450536,0.9800330337279051
723.726031,0.9792914294540054
724.001526,0.9797674807598172
724.277021,0.9791533590966414
724.552517,0.9782617565731171
724.828012,0.9788821711774324
725.103507,0.9774384068529585
725.379002,0.9767251371910575
725.654498,0.9758425766445074
725.929993,0.9760494772014401
726.205488,0.9748798951828118
726.480984,0.9742288928718092
726.756479,0.9743964746530033
727.031974,0.9744997661536693
727.307469,0.9741392679364753
727.582965,0.9741587509166632
727.85846,0.9742853997862805
728.133955,0.974673242550986
728.40945,0.9734147778648565
728.684946,0.9739493292988467
728.960441,0.9729885155504132
729.235936,0.9734556621440906
729.511431,0.9741392679364753
729.786927,0.9737623489783065
730.062422,0.9724087871713628
730.337917,0.9719722736305463
730.613412,0.9721190525253922
730.888908,0.9720821127032573
731.164403,0.9716428308734878
731.439898,0.9708347602421975
731.715394,0.9705222017740135
731.990889,0.9713465249990143
732.266384,0.9702960964432942
732.541879,0.9698537422877286
732.817375,0.9687080524004571
733.09287,0.9699167848298377
733.368365,0.9694154674537888
733.64386,0.9700535527384097
733.919356,0.970009901310701
734.194851,0.9694222533858117
734.470346,0.9694949627813839
734.745841,0.9683535701274916
735.021337,0.9677669256352286
735.296832,0.968811709707631
735.572327,0.9692826666318116
735.847822,0.9680844052506475
736.123318,0.9681647595909423
736.398813,0.9666005022176073
736.674308,0.9662922058332876
736.949803,0.9661598328688435
737.225299,0.9651015017634054
737.500794,0.9645727710258928
737.776289,0.9636154256649015
738.051785,0.9636809537417762
738.32728,0.9636154256649015
738.602775,0.9623943356398426
738.87827,0.9609777723384464
739.153766,0.9593339858749029
739.429261,0.9573310716188993
739.704756,0.9565769918809005
739.980251,0.9542858684093195
740.255747,0.9530117937604977
740.531242,0.9506645620033309
740.806737,0.9484530405548041
741.082232,0.9467000244696312
741.357728,0.9426228719881242
741.633223,0.9391096813929241
741.908718,0.9356423314986108
742.184213,0.9321234649015459
742.459709,0.9273464970781641
742.735204,0.9224989880802821
743.010699,0.9172676258130484
743.286195,0.9115051817677355
743.56169,0.9059021327691267
743.837185,0.8994696204326273
744.11268,0.8929899074653672
744.388176,0.8855644860157789
744.663671,0.8786136600873757
744.939166,0.870550072403237
745.214661,0.8621206956194969
745.490157,0.8524335671139535
745.765652,0.8422486496178462
746.041147,0.8330929986580806
746.316642,0.8235590712501644
746.592138,0.8134099930944161
746.867633,0.8030807577840431
747.143128,0.7936521594959266
747.418623,0.7839735472135548
747.694119,0.7744981560146732
747.969614,0.7645101324542996
748.245109,0.7566382597955046
748.520605,0.748982245513655
748.7961,0.7412480198794319
749.071595,0.7338504630044054
749.34709,0.7276173406158853
749.622586,0.7229899191535779
749.898081,0.7189668701500207
750.173576,0.716189845371421
750.449071,0.7132024198868211
750.724567,0.7105684467883956
751.000062,0.7075337127994987
751.275557,0.7043921828658205
751.551052,0.7002975239681389
751.826548,0.6950440876233542
752.102043,0.6884104738411254
752.377538,0.684176057824226
752.653033,0.6806684152509621
752.928529,0.6764883855223832
753.204024,0.6739428257042026
753.479519,0.6707156515549527
753.755014,0.6670501823430265
754.03051,0.6636303409274549
754.306005,0.6611397760417695
754.5815,0.6600035930244796
754.856996,0.6597792299467359
755.132491,0.6604591526536642
755.407986,0.6631792256921872
755.683481,0.6665967424060844
755.958977,0.6716351617182258
756.234472,0.6769485540641108
756.509967,0.6827749335487541
756.785462,0.6884104738411254
757.060958,0.6933779819396093
757.336453,0.6967141967629655
757.611948,0.6991010384887918
757.887443,0.7002975239681389
758.162939,0.7002975239681389
758.438434,0.7007808960038515
758.713929,0.7007808960038515
758.989424,0.7022189703632522
759.26492,0.7036670324340504
759.540415,0.7043921828658205
759.81591,0.7058376679566927
760.091406,0.7058376679566927
760.366901,0.7075337127994987
760.642396,0.7106892536926456
760.917891,0.7156529043654388
761.193387,0.7229465410597845
761.468882,0.7309867099796659
761.744377,0.7409663991432064
762.019872,0.752119543685071
762.295368,0.7632039372429954
762.570863,0.7765455324943891
762.846358,0.789930746517294
763.121853,0.803169101526216
763.397349,0.817127612393039
763.672844,0.8301905717736641
763.948339,0.8430238749244564
764.223834,0.8562695992779394
764.49933,0.867664638633283
764.774825,0.8792113205577652
765.05032,0.889941098416982
765.325815,0.8995595718921687
765.601311,0.9080453106763068
765.876806,0.9160438905576187
766.152301,0.9231311163663375
766.427797,0.9294446702041407
766.703292,0.9350334265608669
766.978787,0.9400436205070712
767.254282,0.9443683383598745
767.529778,0.948550736249223
767.805273,0.9527507042998968
768.080768,0.9549073107671942
768.356263,0.95739712974182
768.631759,0.9597283531800272
768.907254,0.9625926092944697
769.182749,0.965398798807343
769.458244,0.9667058674146479
769.73374,0.9682238194425845
770.009235,0.9692758816768926
770.28473,0.9699332735553335
770.560225,0.9713698375953643
770.835721,0.9724924179231303
771.111216,0.9724321252623109
771.386711,0.9732084358049803
771.662207,0.9740019239826726
771.937702,0.9756884056972231
772.213197,0.9748467498298498
772.488692,0.9751909314770264
772.764188,0.9758123259935189
773.039683,0.9764741510838956
773.315178,0.9775615718514539
773.590673,0.9782020844259851
773.866169,0.9782314309287132
774.141664,0.9788087577676313
774.417159,0.9788958756237598
774.692654,0.9776691095388219
774.96815,0.9774980324143376
775.243645,0.9772644383001992
775.51914,0.9771999409757065
775.794635,0.9763677212019614
776.070131,0.9758855146625092
776.345626,0.974863322365463
776.621121,0.974299039877358
776.896616,0.9740184821561243
777.172112,0.9739785482170072
777.447607,0.9731451793125113
777.723102,0.9725721655710089
777.998598,0.9722425194850489
778.274093,0.97203934203126
778.549588,0.97150000987495
778.825083,0.971183352489689
779.100579,0.9721190525253922
779.376074,0.9723251636115308
779.651569,0.9720354538816682
779.927064,0.9724719957967871
780.20256,0.9723086342242495
780.478055,0.9713737230824856
780.75355,0.9718362070371218
781.029045,0.9711076031424578
781.304541,0.9699235742710945
781.580036,0.9689376634167067
781.855531,0.9686557435779783
782.131026,0.9676633801139698
782.406522,0.9673121820532928
782.682017,0.965895141339033
782.957512,0.965002101427929
783.233008,0.9644078431837797
783.508503,0.9630210583284454
783.783998,0.9620315813587847
784.059493,0.9621970650219656
784.334989,0.9625598817021258
784.610484,0.9626917614394748
784.885979,0.9627572267050464
785.161474,0.963053801601061
785.43697,0.9640115530034418
785.712465,0.9636154256649015
785.98796,0.963219461101245
786.263455,0.9632849622516138
786.538951,0.9635816997152109
786.814446,0.963053801601061
787.089941,0.9618016832847542
787.365436,0.9616362676213841
787.640932,0.9611430747308868
787.916427,0.9603523793961436
788.191922,0.9590375974676347
788.467418,0.958118321275051
788.742913,0.9565444688160718
789.018408,0.9552673786918926
789.293903,0.9531757258867832
789.569399,0.951967865011989
789.844894,0.9507948119702444
790.120389,0.9498834368197975
790.395884,0.9500458807760561
790.67138,0.9503718024055263
790.946875,0.9498834368197975
791.22237,0.9489729352591665
791.497865,0.9483875995527463
791.773361,0.9479656609592453
792.048856,0.9480955411513867
792.324351,0.9479012014859469
792.599846,0.9474463180899825
792.875342,0.9456308576350103
793.150837,0.9452092003090783
793.426332,0.9448538684563367
793.701827,0.9442389687595392
793.977323,0.9446271307375218
794.252818,0.9449181207039434
794.528313,0.9450475833544689
794.803809,0.9447244323429345
795.079304,0.9452092003090783
795.354799,0.9455013150813819
795.630294,0.9448538684563367
795.90579,0.9440444755654616
796.181285,0.944173818518404
796.45678,0.944173818518404
796.732275,0.9444004474292299
797.007771,0.9446592486059675
797.283266,0.9440765736232947
797.558761,0.9442710734302533
797.834256,0.944756553519691
798.109752,0.9453065618707445
798.385247,0.9452422832100366
798.660742,0.9465703354501795
798.936237,0.9474463180899825
799.211733,0.9481609620007194
799.487228,0.9482908689509365
799.762723,0.9497533117027273
800.038219,0.9504041155961293
800.313714,0.9518050924245248
800.589209,0.9527840511581139
800.864704,0.9543192689992208
801.1402,0.9555616463594242
801.415695,0.9569702258286044
801.69119,0.9574296817976131
801.966685,0.9574296817976131
802.242181,0.9578558328175826
802.517676,0.9583808816642111
802.793171,0.9594654236342487
803.068666,0.9603523793961436
803.344162,0.9617353212581238
803.619657,0.9620315813587847
803.895152,0.9624934673616095
804.170647,0.9634834193942216
804.446143,0.9639778131895368
804.721638,0.9647049265479699
804.997133,0.9667464699137258
805.272628,0.968127970029084
805.548124,0.9691595755495985
805.823619,0.9702592258921742
806.099114,0.9707085599265644
806.37461,0.9709376741811256
806.650105,0.9725886994383611
806.9256,0.9745397214631598
807.201095,0.975244568453261
807.476591,0.9768726338224888
807.752086,0.9772703019044198
808.027581,0.9784094852515941
808.303076,0.9780475407059211
808.578572,0.9790260774334462
808.854067,0.9799389550725149
809.129562,0.9806545716779995
809.405057,0.9819243600696587
809.680553,0.982702352207053
809.956048,0.982971649543608
810.231543,0.9830217823761112
810.507038,0.9824969888766574
810.782534,0.9827731093236376
811.058029,0.9831328701138586
811.333524,0.9839147715102224
811.60902,0.9846027683623949
811.884515,0.983392451454798
812.16001,0.9838065468378224
812.435505,0.983955112842846
812.711001,0.9836147232645953
812.986496,0.9837465364688002
813.261991,0.9842513279099429
813.537486,0.9839049324117028
813.812982,0.9832911672485244
814.088477,0.9834937460938823
814.363972,0.9835812809325272
814.639467,0.9833010002093616
814.914963,0.982702352207053
815.190458,0.9833481997901525
815.465953,0.9834258873665548
815.741448,0.9840230080879911
816.016944,0.9838773834592826
816.292439,0.9841676701025777
816.567934,0.9838134335077536
816.843429,0.9832243057224691
817.118925,0.9833078833404539
817.39442,0.9841745593003806
817.669915,0.9845624004764394
817.945411,0.9845958761671391
818.220906,0.985199618467339
818.496401,0.984986838330832
818.771896,0.9859456969335899
819.047392,0.9856381298591051
819.322887,0.9855405565142095
819.598382,0.9854262404401143
819.873877,0.9855267590430007
820.149373,0.9857800719693915
820.424868,0.9862563187484914
820.700363,0.9862494149784233
820.975858,0.9868650266642405
821.251354,0.9868008825222145
821.526849,0.9870841350202876
821.802344,0.9868107505803799
822.077839,0.9862730852484249
822.353335,0.9860265477955785
822.62883,0.9851355825733277
822.904325,0.9855711087450185
823.179821,0.9849090274441744
823.455316,0.9847337292392924
823.730811,0.9847337292392924
824.006306,0.9851789294925861
824.281802,0.9857297984677064
824.557297,0.9861143080636062
824.832792,0.9868956199542606
825.108287,0.987017015581193
825.383783,0.9877338501139548
825.659278,0.9872302342833493
825.934773,0.988116177089447
826.210268,0.9884077143613217
826.485764,0.988728999074427
826.761259,0.9881023435598026
827.036754,0.9880618321942053
827.312249,0.9877437275018428
827.587745,0.988814033424772
827.86324,0.9885154566740364
828.138735,0.987845470345442
828.414231,0.9874602857278899
828.689726,0.9866893803224824
828.965221,0.9863815812549732
829.240716,0.9854459491620096
829.516212,0.9860472545705026
829.791707,0.9858411922285621
830.067202,0.9857968303730611
830.342697,0.9854193424805741
830.618193,0.9864220237288697
830.893688,0.9870130675210268
831.169183,0.9871828483693748
831.444678,0.9875580491353858
831.720174,0.9875442234194781
831.995669,0.9878385554513517
832.271164,0.9875955770542789
832.546659,0.98802132248954
832.822155,0.9875106474866759
833.09765,0.9871048640047766
833.373145,0.9869123973224071
833.64864,0.9877437275018428
833.924136,0.9878899243918161
834.199631,0.9882347581454187
834.475126,0.987828677115189
834.750622,0.988116177089447
835.026117,0.9878760940296873
835.301612,0.9879877303356452
835.577107,0.9883741090703265
835.852603,0.9882653938977729
836.128098,0.9891868865937795
836.403593,0.9886884620164803
836.679088,0.9886647337781319
836.954584,0.9883839928608361
837.230079,0.9890751147908202
837.505574,0.988816999871322
837.781069,0.988820955147232
838.056565,0.9883434699478543
838.33206,0.9880489874738777
838.607555,0.9884344017298873
838.88305,0.9879264769952376
839.158546,0.9879205494541582
839.434041,0.9883197499892161
839.709536,0.9885866323492105
839.985032,0.9890207171554554
840.260527,0.9888100781765489
840.536022,0.9883770741971015
840.811517,0.9879432718881027
841.087013,0.9880321907838628
841.362508,0.9887665714902633
841.638003,0.9884680090708676
841.913498,0.9884245174352916
842.188994,0.9882555112932471
842.464489,0.9879610550270445
842.739984,0.9876321187666474
843.015479,0.9870713030099406
843.290975,0.9880420711551725
843.56647,0.9879333925047807
843.841965,0.9874899099808233
844.11746,0.9869252272669667
844.392956,0.9872401066350539
844.668451,0.9868985806455615
844.943946,0.9869360835041758
845.219441,0.9870673547326251
845.494937,0.9867969353265789
845.770432,0.9871522461754119
846.045927,0.9870545229404204
846.321423,0.9868581186332319
846.596918,0.9871453361338738
846.872413,0.9864121595579534
847.147908,0.9861419196507925
847.423404,0.9860807807470997
847.698899,0.9863243727823222
847.974394,0.9869429920809404
848.249889,0.9859900654882369
848.525385,0.9859831635819352
848.80088,0.9858441497565751
849.076375,0.985706141236431
849.35187,0.9861616426864152
849.627366,0.986523630429969
849.902861,0.9872233236958965
850.178356,0.9864664137187048
850.453851,0.9862326488808809
850.729347,0.9864358337338717
851.004842,0.9866311673663425
851.280337,0.9864052546970035
851.555833,0.9862365938193663
851.831328,0.985746556016719
852.106823,0.9857731715330393
852.382318,0.9860196456339015
852.657814,0.9858678103000946
852.933309,0.9867633848011399
853.208804,0.9868847641621481
853.484299,0.9866785267989934
853.759795,0.9866923403950635
854.03529,0.9871897586734995
854.310785,0.9874257252227018
854.58628,0.9880894983128307
854.861776,0.9872707115527334
855.137271,0.9872973682218087
855.412766,0.9870002364345513
855.688261,0.9872371449191766
855.963757,0.9866311673663425
856.239252,0.9860945859746666
856.514747,0.9858441497565751
856.790242,0.9848755411065122
857.065738,0.9844609957716223
857.341233,0.9837967088215442
857.616728,0.9838340938067897
857.892224,0.9834426057487459
858.167719,0.9839049324117028
858.443214,0.983389501281869
858.718709,0.984140113793605
858.994205,0.9844304779537819
859.2697,0.9843861795789949
859.545195,0.984832207536049
859.82069,0.9843970078865258
860.096186,0.9847918302432802
860.371681,0.9846805550536294
860.647176,0.9854764984599453
860.922671,0.986009785486746
861.198167,0.9863007012814345
861.473662,0.9855849068371273
861.749157,0.9856992413175921
862.024652,0.9857297984677064
862.300148,0.9847711498319902
862.575643,0.9842651075249906
862.851138,0.9842788873329544
863.126634,0.9838704963417032
863.402129,0.9828841689597424
863.677624,0.9828330603117928
863.953119,0.9832272553998108
864.228615,0.9835242348725848
864.50411,0.9833245997165595
864.779605,0.983716040798855
865.0551,0.9829618198762611
865.330596,0.9829549391676045
865.606091,0.9829883602036905
865.881586,0.9826483050639917
866.157081,0.9827829371038697
866.432577,0.9826080173093887
866.708072,0.9831800616242112
866.983567,0.9834730929420731
867.259062,0.9839413375676934
867.534558,0.9838439321969196
867.810053,0.9839649524431724
868.085548,0.983658986923067
868.361044,0.9841509393943974
868.636539,0.9838508191285492
868.912034,0.9834799772778189
869.187529,0.9833216497471854
869.463025,0.9829785303692378
869.73852,0.9825746092047412
870.014015,0.9822543420885168
870.28951,0.98279276498238
870.565006,0.9827121792797104
870.840501,0.9823722196820815
871.115996,0.9819548001966404
871.391491,0.9816926532631608
