nu,[0]Dimethylether-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
705.488964,0.9998936956507078
705.608566,0.999928868529963
705.728168,0.9999402367858921
705.84777,0.999947267390413
705.967372,0.9999934470214709
706.086974,0.9999896220538512
706.206576,0.9997800541916266
706.326178,0.9998676887539051
706.44578,0.9999480113514566
706.565382,0.9999713444105792
706.684984,0.9999747173196124
706.804586,0.9999246208411515
706.924188,0.9999240228864071
707.04379,0.9998959954088525
707.163392,0.9998884762192393
707.282994,0.9999623517087147
707.402596,0.9998698784665412
707.522198,0.9999488113101856
707.6418,0.9999060924095938
707.761402,1.0
707.881004,1.0
708.000606,0.9998926757596583
708.120208,0.9999444145449287
708.23981,1.0
708.359412,0.9998967453311303
708.479014,1.0
708.598616,0.9998908359588277
708.718218,0.9997308362310688
708.83782,0.999914009697378
708.957422,0.9999022177809929
709.077024,0.9999738853409936
709.196626,0.9999947420138232
709.316228,1.0
709.43583,0.9999262537193907
709.555432,0.9999202151829778
709.675034,0.9999479803530688
709.794636,0.9999986483009136
709.914238,0.9999681385075881
710.03384,0.9999416207041374
710.153442,0.9999442425545041
710.273044,0.999962715695077
710.392646,0.9998194063090042
710.512248,0.999992826025733
710.63185,0.9999718983948575
710.751452,1.0
710.871054,0.999825815171939
710.990656,0.9999328022578694
711.110258,0.999840922654143
711.22986,1.0
711.349462,0.9999769012667798
711.469064,0.9999632646747586
711.588666,0.9999778862445127
711.708268,0.9999787472258435
711.82787,0.9999345841397107
711.947472,0.9999207701388513
712.067074,0.9998627194238408
712.186676,0.9998033193441767
712.306278,1.0
712.42588,0.9998837567567694
712.545482,0.9999380349199148
712.665084,0.9999758802908849
712.784686,0.999990884541546
712.904288,0.9999024147617491
713.02389,0.9999107889795398
713.143492,1.0
713.263094,0.9999202161828981
713.382696,0.9999845231197682
713.502298,0.9999460114574338
713.6219,0.9999278736012338
713.741502,0.9997694065907481
713.861104,0.999962774692879
713.980706,0.9999974350032896
714.100308,1.0
714.21991,1.0
714.339512,0.9999838631302007
714.459114,0.999841462568387
714.578716,0.9998532707657872
714.698318,0.9999537530694222
714.81792,0.9999699024529403
714.937522,0.9999811861769822
715.057124,0.9999079452372998
715.176726,0.9999815621699789
715.296328,1.0
715.41593,0.9999895500546011
715.535532,0.9998129774908903
715.655134,0.9997875925616548
715.774736,0.9998239754941316
715.894338,0.9999457534713961
716.01394,0.9999734173533248
716.133542,0.9998247353606418
716.253144,0.9997958208474009
716.372746,0.9998418925003083
716.492348,0.9999966684055498
716.61195,0.9999865650902492
716.731552,1.0
716.851154,0.9999000699933358
716.970756,0.9999333752195293
717.090358,0.999740683628304
717.20996,0.9999981552017017
717.329562,0.9999998109300179
717.449164,0.9999978240023675
717.568766,0.9999859840982237
717.688368,0.9999983959012866
717.80797,0.9998587099823748
717.927572,0.9999582558713104
718.047174,0.9999592308310852
718.166776,0.9998842067045612
718.286378,0.9999079762344465
718.40598,0.9997139909084005
718.525582,0.99989532547876
718.645184,0.9999594668214915
718.764786,0.9999989244005785
718.884388,0.9999768962668953
719.00399,0.999988103070769
719.123592,0.9999247848288029
719.243194,0.9999811181782639
719.362796,0.999990280047239
719.482398,0.9998971052940234
719.602,0.9998828168664798
719.721602,1.0
719.841204,0.9999530271032611
719.960806,1.0
720.080408,0.9999005739430981
720.20001,0.999907939237852
720.319612,0.999942743639208
720.439214,0.9998478715727029
720.558816,0.9999200291978351
720.678418,0.9999360450452053
720.79802,0.9998977852242862
720.917622,0.9999595788169581
721.037224,0.9999458854642443
721.156826,0.9998572501897239
721.276428,0.9999420356799961
721.39603,0.9999405347681269
721.515632,0.9999429256288039
721.635234,0.9998966553404273
721.754836,0.999915445574927
721.874438,0.9999298254623481
721.99404,0.999971279412444
722.113642,0.9999921179310637
722.233244,0.9999648236187034
722.352846,0.9999488033105952
722.472448,1.0
722.59205,0.9999856321032192
722.711652,0.9999866050897126
722.831254,0.999994998612507
722.950856,1.0
723.070458,0.9999940112179329
723.19006,0.9999599488020706
723.309662,0.9999690834779256
723.429264,1.0
723.548866,0.9999379859229524
723.668468,0.99993079639468
723.78807,0.999971475406834
723.907672,0.9998722281635165
724.027274,0.9999465724273036
724.146876,1.0
724.266478,0.999909627083878
724.38608,0.9999941284172378
724.505682,0.9999780542408117
724.625284,0.9999993476802128
724.744886,0.9998644391891972
724.864488,0.9999453934909897
724.98409,1.0
725.103692,0.9998599398093444
725.223294,0.999973891340837
725.342896,0.9999944265155319
725.462498,1.0
