nu,[0]Octane-PNNL(x-sec)-X=0.01-T=278.11K-P=1.0atm-L=15cm
665.373307,0.9943382882434092
665.49131,0.995831213615193
665.609312,0.9916739551167127
665.727315,0.9930272234055679
665.845317,0.9982780842010336
665.963319,0.99580352989226
666.081322,0.9957581222865982
666.199324,0.9941890492670092
666.317326,0.9938974963771806
666.435329,0.9946545381001328
666.553331,0.9958262344715728
666.671333,0.9963382207252863
666.789336,0.9965368107215127
666.907338,0.9969777761409345
667.025341,0.993974625815483
667.143343,0.9958318111141004
667.261345,0.9956644258557772
667.379348,0.9941145872958548
667.49735,0.9968278419587361
667.615352,0.9950251159314112
667.733355,0.9950182502817978
667.851357,0.9981285533441611
667.969359,0.9938198760138282
668.087362,0.9944942127111646
668.205364,0.9970577369649672
668.323366,0.994605104998012
668.441369,0.995387570077527
668.559371,0.9920142568261333
668.677374,0.9920590968839195
668.795376,0.9967671369916458
668.913378,0.9963985010111004
669.031381,0.9980956156453757
669.149383,0.9962911946710917
669.267385,0.9949496958860794
669.385388,0.9947503279443588
669.50339,0.9942795245870572
669.621392,0.9949653167189281
669.739395,0.9946883569293451
669.857397,0.9950540715835875
669.9754,0.9943540983478822
670.093402,0.9968784820993563
670.211404,0.991559125921449
670.329407,0.9970602296124255
670.447409,0.9983703293576743
670.565411,0.9940961963461066
670.683414,0.9964355677247747
670.801416,0.9973208952239573
670.919418,0.9946106748021954
671.037421,0.9932669691134408
671.155423,0.9971817786626793
671.273425,0.9913657907426868
671.391428,0.9908055300337894
671.50943,0.9977946353977999
671.627433,0.9968069087938539
671.745435,0.9956914087273342
671.863437,0.9931179902417685
671.98144,0.992092133001894
672.099442,0.9951726890983836
672.217444,0.9942725646547449
672.335447,0.9943441548566163
672.453449,0.9950244194140738
672.571451,0.996883067750921
672.689454,0.9957758469389238
672.807456,0.996784879604593
672.925459,0.994136756298335
673.043461,0.9941628030225605
673.161463,0.9929418267364645
673.279466,0.9970421829855919
673.397468,0.9953856788429406
673.51547,0.9954343543927435
673.633473,0.9923302636883539
673.751475,0.996344896213728
673.869477,0.9903412482947875
673.98748,0.9937359017822662
674.105482,0.9948806487731474
674.223484,0.9945851136363154
674.341487,0.9970199491928191
674.459489,0.9959076963892995
674.577492,0.9914461937686148
674.695494,0.9951878158382209
674.813496,0.9955057295947238
674.931499,0.9964292902004722
675.049501,0.9959073976170355
675.167503,0.9968472802911774
675.285506,0.9945394632272844
675.403508,0.9965935152792721
675.52151,0.9949374580800827
675.639513,0.9931535445022366
675.757515,0.9982062107664458
