nu,[0]1-3-Butadiene-PNNL(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
617.255864,0.99749633939929
617.375066,0.9967175988959692
617.494268,0.9965833500772588
617.61347,0.9974860652399062
617.732672,0.997999004665828
617.851874,0.9977909435644788
617.971076,0.9970566402020598
618.090278,0.9977137175341328
618.20948,0.9972633514684561
618.328682,0.9984246421808868
618.447884,0.9977873515235477
618.567086,0.9974865639830636
618.686288,0.9980694658828092
618.80549,0.9972275503567722
618.924692,0.9986578015551336
619.043894,0.9984029766012238
619.163096,0.9977492367747158
619.282298,0.9979152760618006
619.4015,0.9971735020882643
619.520702,0.9966605882798315
619.639904,0.9981074930538724
619.759106,0.9979838351962455
619.878308,0.9987083349183756
619.99751,0.9975793345472783
620.116712,0.9975431230746765
620.235914,0.9976580466619263
620.355116,0.9972450019916048
620.474318,0.9972041157846961
620.59352,0.9979880267371555
620.712722,0.9974828732896046
620.831924,0.9981130824714838
620.951126,0.9974266168419978
621.070328,0.9981944320026536
621.18953,0.9989456562114053
621.308732,0.998209804315273
621.427934,0.9977448466877322
621.547136,0.9980005016654578
621.666338,0.9972924719834765
621.78554,0.9975541958647964
621.904742,0.9972869868899646
622.023944,0.9968960273150387
622.143146,0.9968592425303142
622.262348,0.9974399824482129
622.38155,0.9974435732386131
622.500752,0.9986370296888895
622.619954,0.9972730249698818
622.739156,0.9969108811765066
622.858358,0.9981713739775955
622.97756,0.9974928481682118
623.096762,0.9967357393213465
623.215964,0.9980215596982044
623.335166,0.9989289739582438
623.454368,0.9974716017968205
623.57357,0.9980742566277432
623.692772,0.9977791697008107
623.811974,0.9975183843119861
623.931176,0.9984019781987464
624.050378,0.9980501035229865
624.16958,0.9976254237771874
624.288782,0.9969960210011779
624.407984,0.9978228733855473
624.527186,0.9975809306754905
624.646388,0.9974181387517865
624.76559,0.9979775479178886
624.884792,0.9978144917086139
625.003994,0.9976464738957072
625.123196,0.9979220619087498
625.242398,0.9980068888891076
625.3616,0.9974950426548918
625.480802,0.9976075664419255
625.600004,0.9984905403818874
625.719206,0.9977899457740341
625.838408,0.9972993533252738
625.95761,0.9965644151734895
626.076812,0.9975090076832438
626.196014,0.9964751270020598
626.315216,0.9968884509340213
626.434418,0.996999809593256
626.55362,0.9979740550025835
626.672822,0.9968331251602989
626.792024,0.9975305541105104
626.911226,0.9978670779179614
627.030428,0.9975497068810153
627.14963,0.9978131945506179
627.268832,0.9970507575852363
627.388034,0.9981376363553242
627.507236,0.9972877847198732
627.626438,0.9972504868541991
627.74564,0.9970564407907517
627.864842,0.9976448776626259
627.984044,0.996922943871148
628.103246,0.9972306417669701
628.222448,0.9971844710571164
628.34165,0.9976168442354351
628.460852,0.9976884756963899
628.580054,0.9974597319553848
628.699256,0.9976021793756118
628.818458,0.9971732029362584
628.93766,0.997559782183935
629.056862,0.9974901549411576
629.176064,0.9980043938750042
629.295266,0.9973264802366085
629.414468,0.9969704982297332
629.53367,0.9973945999614708
629.652872,0.9976196375665095
629.772074,0.9970356025288998
629.891276,0.9971918502495052
630.010478,0.9964647637146281
630.12968,0.9971724051980152
630.248882,0.9966813190356668
630.368084,0.997282598836876
630.487286,0.9973198979035607
630.606488,0.9975495073710939
630.72569,0.997508907932348
630.844892,0.9969481663406908
630.964094,0.9978243701209799
631.083296,0.997212990940821
631.202498,0.9976024786563105
631.3217,0.9977672961993387
631.440902,0.9970445758897026
631.560104,0.9974193356542712
631.679306,0.9966835117369807
631.798508,0.9970820654705558
631.91771,0.9968971239012718
632.036912,0.9965743808674696
632.156114,0.9969285266552655
632.275316,0.9970929337243012
632.394518,0.9977963316501218
632.51372,0.9976277183183009
632.632922,0.9971446841904745
632.752124,0.997718406799625
632.871326,0.997518883071303
632.990528,0.9971849696494766
633.10973,0.997203617182763
633.228932,0.9970891447783521
633.348134,0.997252281906691
633.467336,0.9971264366097197
633.586538,0.9972434064008782
633.70574,0.9970724935286727
633.824942,0.9972124923344502
633.944144,0.9973304695505081
634.063346,0.9967616547874684
634.182548,0.9970306173633501
634.30175,0.9974596322094166
634.420952,0.996746504125461
634.540154,0.9976667263246887
634.659356,0.9980205616771437
634.778558,0.9979214631556922
634.89776,0.9970302185511829
635.016962,0.9968224591029232
635.136164,0.9972014233372184
635.255366,0.99677142309955
635.374568,0.996389433825997
635.49377,0.997442176818588
635.612972,0.9967907606527318
635.732174,0.9965943125544032
635.851376,0.9972420102610865
635.970578,0.9964321798496037
636.08978,0.9975250677075503
636.208982,0.9970177557513437
636.328184,0.9968957282462754
636.447386,0.9972828980217006
636.566588,0.9969391938475701
636.68579,0.9967125156491771
636.804992,0.9972464978602298
636.924194,0.9975461157085347
637.043396,0.9974454683832026
637.162598,0.9969847550097936
637.2818,0.9972098995853408
637.401002,0.9972578665351067
637.520204,0.9969502599340384
637.639406,0.9970325117233226
637.758608,0.9962592142370315
637.87781,0.996714210061894
637.997012,0.9973358551495848
638.116214,0.9970912386677547
638.235416,0.9970400891992062
638.354618,0.996619925357359
638.47382,0.9970144655981784
638.593022,0.9970425818025449
638.712224,0.9966846080894466
638.831426,0.9969139716050285
638.950628,0.9968309321298359
639.06983,0.9962862132275719
639.189032,0.9970997139793034
639.308234,0.9967983362913001
639.427436,0.9965080112238375
639.546638,0.996686501792001
639.66584,0.99702214263912
639.785042,0.9967966417355688
639.904244,0.9962809329246346
640.023446,0.996758365479435
640.142648,0.9966479307707357
640.26185,0.997159940620854
640.381052,0.9970508572903171
640.500254,0.9967990340503797
640.619456,0.996389433825997
640.738658,0.996626303745292
640.85786,0.995450978285271
640.977062,0.9956751790896439
641.096264,0.9957059459280229
641.215466,0.9962047203484341
641.334668,0.9970081844268308
641.45387,0.9961881834873326
641.573072,0.997000806593564
641.692274,0.9957357179808961
641.811476,0.9962790399926604
641.930678,0.9970698014365744
642.04988,0.9971126763598405
642.169082,0.9967700276205345
642.288284,0.9964546994713391
642.407486,0.9969305205143126
642.526688,0.9970278256815298
642.64589,0.9965012349924004
642.765092,0.9964046787009575
642.884294,0.9968148832810222
643.003496,0.9972085034924586
643.122698,0.996648827754277
643.2419,0.9966955716804352
643.361102,0.9961490340610129
643.480304,0.996135486526273
643.599506,0.9967249746334912
643.718708,0.9966923822597089
643.83791,0.9967504911194515
643.957112,0.9956825471132308
644.076314,0.996245266705665
