nu,[0](Perfluoro-n-octyl)ethylene-HITRAN(x-sec)-X=0.01-T=298.0K-P=0.9211atm-L=15cm
673.64187,0.29499407723894044
673.702135,0.2957029132873307
673.7624,0.29996184372448886
673.822665,0.30519633138737323
673.88293,0.30780155672624754
673.943195,0.3079247019763461
674.00346,0.3092825557526799
674.063725,0.3129850040415837
674.12399,0.31628866042776044
674.184255,0.31704866485329564
674.244519,0.31727067661374364
674.304784,0.3194354691677398
674.365049,0.3232594588633663
674.425314,0.3260188751690383
674.485579,0.32624716827492173
674.545844,0.32458754335749457
674.606109,0.32380946731816024
674.666374,0.3255953259979296
674.726639,0.32949305587371386
674.786904,0.33287108369807955
674.847169,0.3346734495581244
674.907434,0.3362837437302528
674.967699,0.33983332573321134
675.027964,0.34438329921894
675.088229,0.34767053018593413
675.148494,0.3499377491111553
675.208759,0.35317203128855595
675.269024,0.357900594547609
675.329289,0.36291014855443376
675.389554,0.36740150862138576
675.449819,0.37090103647652517
675.510084,0.37368951505586556
675.570349,0.37636720617503433
675.630614,0.3799711310761021
675.690879,0.3847852086456276
675.751144,0.38846974059274836
675.811409,0.38966027859312613
675.871674,0.39045599691819255
675.931939,0.39352526788879233
675.992204,0.3979654844284099
676.052469,0.400412505304324
676.112734,0.4006848784042895
676.172999,0.40123018056033616
676.233264,0.40424667729085473
676.293529,0.4090859493118329
676.353794,0.41384656077624615
676.414059,0.4169579089698802
676.474324,0.4190898260733121
676.534589,0.42224059376575795
676.594853,0.4278810682226687
676.655118,0.4346300802109836
676.715383,0.4389411190822155
676.775648,0.4402863360388781
676.835913,0.44253753202297064
676.896178,0.44814430009651224
676.956443,0.45413080758780006
677.016708,0.45645279073061573
677.076973,0.4553677248292867
677.137238,0.4542852383141157
677.197503,0.45521292612011655
677.257768,0.4575450175916518
677.318033,0.4597281235455648
677.378298,0.46113704615582585
677.438563,0.461450725986267
677.498828,0.4620787259167653
677.559093,0.46460392990347266
677.619358,0.46825137556035046
677.679623,0.46984613980017415
677.739888,0.46984613980017415
677.800153,0.47177174569169505
677.860418,0.47823645168590206
677.920683,0.48594491749139884
677.980948,0.49076494151634903
678.041213,0.4929389235187626
678.101478,0.49562781842568143
678.161743,0.500203631734601
678.222008,0.5049933591455872
678.282273,0.5093040973816226
678.342538,0.5136567696022576
678.402803,0.5189280694136882
678.463068,0.5242482223761703
