nu,[0]2-3-Butanedione-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
606.939652,0.9885134796451001
607.058854,0.9876824892891419
607.178056,0.9886261766053843
607.297258,0.9882545230382299
607.41646,0.9882021469364879
607.535662,0.9878612759994124
607.654864,0.988104319766466
607.774066,0.9882851594033053
607.893268,0.9888773195480456
608.01247,0.9885708150896313
608.131672,0.9887349314662186
608.250874,0.9891364393489789
608.370076,0.9879324045718823
608.489278,0.9905680624098719
608.60848,0.9880746770815154
608.727682,0.9879748865786354
608.846884,0.9889801681373125
608.966086,0.9881379158844688
609.085288,0.988950499177305
609.20449,0.9889722563276148
609.323692,0.9893530839509144
609.442894,0.9881596551577494
609.562096,0.98888424171351
609.681298,0.9882159818633892
609.8005,0.9895519639075545
609.919702,0.9877812624766479
610.038904,0.988642983393244
610.158106,0.9881606433178987
610.277308,0.9893530839509144
610.39651,0.9883345748966526
610.515712,0.9892393148881065
610.634914,0.9879738986042429
610.754116,0.9881952295456702
610.873318,0.9891591897487125
610.99252,0.9883078902233751
611.111722,0.9884897556062783
611.230924,0.988140880302663
611.350126,0.988638040190685
611.469328,0.9880361429205303
611.58853,0.9888031565302274
611.707732,0.988008478295835
611.826934,0.9887141682506724
611.946136,0.9876696495002399
612.065338,0.9886410061092544
612.18454,0.9888417206053267
612.303742,0.9881072840838717
612.422944,0.9892106273639458
612.542146,0.9885322615796411
612.661348,0.9890385196885865
612.78055,0.9879897063130818
612.899752,0.98965092405187
613.018954,0.9882159818633892
613.138156,0.989056322542166
613.257358,0.9875787880721757
613.37656,0.9894955610531084
613.495762,0.9879620429885935
613.614964,0.9881537262176052
613.734166,0.988834798737509
613.853368,0.9888051341385181
613.97257,0.9893392331046952
614.091772,0.9891156677018555
614.210974,0.9892858102285381
614.330176,0.988097403060436
614.449378,0.9901198327468496
614.56858,0.9883582952110926
614.687782,0.9896598309502674
614.806984,0.988297018896375
614.926186,0.9887309765344027
615.045388,0.9895638386023694
615.16459,0.9894530136587587
615.283792,0.9883108551514931
615.402994,0.9893303290916653
615.522196,0.9893600094467412
615.641398,0.9889969809430793
615.7606,0.98962717271471
615.879802,0.9891225915357629
615.999004,0.989389690692241
616.118206,0.9892907566699554
616.237408,0.9891750164223615
616.35661,0.9893639668946939
616.475812,0.9894975400462095
616.595014,0.9892729495965995
616.714216,0.9898716408169382
616.833418,0.9891502873560656
616.95262,0.9900498337491681
617.071822,0.9896677482605842
617.191024,0.9894678555652776
617.310226,0.9899142062126428
617.429428,0.9895816509117746
617.54863,0.9900092425381098
617.667832,0.9890583006567892
617.787034,0.99056925109226
617.906236,0.9897469248474664
618.025438,0.9904446453183402
