nu,[0]1-2-Dichlorobenzene-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
647.800002,0.9595210742426715
647.919204,0.9621797456306701
648.038406,0.9736445308622199
648.157608,1.0
648.27681,0.9629806122933683
648.396012,0.9561667083634905
648.515214,0.9446753079496979
648.634416,0.9604282502309744
648.753618,1.0
648.87282,0.9417456984819287
648.992022,0.9745494669091016
649.111224,0.9957886925302032
649.230426,0.9817162141695689
649.349628,0.8987683076762215
649.46883,0.9229880421318404
649.588032,0.9619873289238561
649.707234,0.950593264834858
649.826436,0.9381231956068667
649.945638,0.8820822264968947
650.06484,0.9070152639108062
650.184042,0.9678104761267609
650.303244,0.9227979261777768
650.422446,0.9100033483249896
650.541648,0.8993616905540978
650.66085,0.9109201832456592
650.780052,0.9458729701236411
650.899254,0.9236463672709031
651.018456,0.9218940271929671
651.137658,0.959452950664816
651.25686,0.9414698074122889
651.376062,0.8896830529168471
651.495264,0.8789651758498762
651.614466,0.9005766487486053
651.733668,0.9197062071438304
651.85287,0.8713513469996458
651.972072,0.8875947524565865
652.091274,0.9099569393376643
652.210476,0.8843786243093055
652.329678,0.8772879546201666
652.44888,0.8408264514959001
652.568082,0.8377127648210558
652.687284,0.8760343294007198
652.806486,0.8349528690298069
652.925688,0.8626553761846285
653.04489,0.814020279418001
653.164092,0.8137679722410145
653.283294,0.808616917524614
653.402496,0.8721969678660518
653.521698,0.8080349228872079
653.6409,0.8748524809832039
653.760102,0.8428721442831374
653.879304,0.8101142434214392
653.998506,0.814842855231073
654.117708,0.8109734198025004
654.23691,0.8101952588964877
654.356112,0.8392303979690544
654.475314,0.7829941925037517
654.594516,0.8488778314681849
654.713718,0.7634329327717801
654.83292,0.7907764247732497
654.952122,0.805469453091323
655.071324,0.8019652509875527
655.190526,0.8179615077720245
655.309728,0.7700267688487891
655.42893,0.8097173846804948
655.548132,0.7400333694124562
655.667334,0.8031128816568276
655.786536,0.7490122054026693
655.905738,0.7482111909620377
656.02494,0.7948991720350316
656.144142,0.7687803353669692
656.263344,0.7677508596203716
656.382546,0.7924229515309784
656.501748,0.7919476403676682
656.62095,0.7781390836678804
656.740152,0.7681578754256313
656.859354,0.761999027151785
656.978556,0.7785438212140297
657.097758,0.7485329909561917
657.21696,0.806533374803252
657.336162,0.7538438710413874
657.455364,0.7680349799974596
657.574566,0.7685036242572254
657.693768,0.7680580213924787
657.81297,0.7991952460910554
657.932172,0.7621057144835252
658.051374,0.7653668634824671
658.170576,0.7628910877672508
658.289778,0.7660483432044595
658.40898,0.7441445316836521
658.528182,0.7436981788838725
658.647384,0.7405811967769471
658.766586,0.7133878766243229
658.885788,0.7379272769169979
659.00499,0.7403146355300106
659.124192,0.8078087047808123
659.243394,0.718981249631218
659.362596,0.6970417293995844
659.481798,0.7450976465475881
659.601,0.7077035412691718
659.720202,0.7092834811444226
659.839404,0.689954241677005
659.958606,0.7216536242570455
660.077808,0.7139445362371162
660.19701,0.7011033293700019
660.316212,0.7055624449381667
660.435414,0.6678644801861693
660.554616,0.6546660635460048
660.673818,0.6550065784252445
660.79302,0.6715881489023732
660.912222,0.6638892072360657
661.031424,0.652731117131371
661.150626,0.6841555328503673
661.269828,0.6653181045458081
661.38903,0.6388407967579299
661.508232,0.6360551535396243
661.627434,0.6070707122875255
661.746636,0.6647328821494285
661.865838,0.6725962870403043
661.98504,0.6783445054217263
662.104242,0.6793491985792971
662.223444,0.7062824857904106
662.342646,0.6776190649807741
662.461848,0.724046255373342
662.58105,0.6720718664870168
662.700252,0.6761569874126448
