nu,[0]Trichloroethene-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
660.192504,0.9938670835791097
660.310606,0.9934587874846443
660.428709,0.9938608222362063
660.546811,0.9938534676933336
660.664913,0.9951716939261922
660.783016,0.9940792968544149
660.901118,0.9941686686004019
661.01922,0.9940769110669653
661.137323,0.9939725384709605
661.255425,0.9942298118536566
661.373527,0.99434912658982
661.49163,0.9946120672581149
661.609732,0.9949277077407702
661.727835,0.9934368322880467
661.845937,0.9939186666193157
661.964039,0.9941062367683938
662.082142,0.9942674938775956
662.200244,0.9941934237084498
662.318346,0.9945023675971438
662.436449,0.9949269117989225
662.554551,0.9945948606181891
662.672653,0.9940566321048256
662.790756,0.9942565569953159
662.908858,0.9943937738679277
663.026961,0.9944425003566365
663.145063,0.9948003651442795
663.263165,0.9939433161079003
663.381268,0.9939577283904726
663.49937,0.9942931463098527
663.617472,0.9947009895516951
663.735575,0.9936443829202204
663.853677,0.9946254946116573
663.971779,0.9952667373612138
664.089882,0.9947888255269737
664.207984,0.9940794956702941
664.326087,0.9947322236531397
664.444189,0.9945577629217645
664.562291,0.9941681715161919
664.680394,0.9945495081265896
664.798496,0.9946986022721849
664.916598,0.9952169752684086
665.034701,0.9950030266190297
665.152803,0.9944769086624091
665.270905,0.9949261158577114
665.389008,0.9944954061049359
665.50711,0.9947222763806397
665.625213,0.9943009018266403
665.743315,0.99626568994297
665.861417,0.9950561611993319
665.97952,0.9949748684318167
666.097622,0.9949346722591002
666.215724,0.995085615297622
666.333827,0.9945407561294269
666.451929,0.9954999556782366
666.570031,0.995765490923967
666.688134,0.9961460456183934
666.806236,0.9950407379483638
666.924338,0.994369908703738
667.042441,0.9952249370360577
667.160543,0.9949556656021639
667.278646,0.9953554195782469
667.396748,0.9952956005151111
667.51485,0.9950359617642845
667.632953,0.9948623431376223
667.751055,0.9947787782105749
667.869157,0.99489587056352
667.98726,0.9953660699382157
668.105362,0.9954609328448265
668.223464,0.9953574102910767
668.341567,0.9950022306169268
668.459669,0.994685671274407
668.577772,0.9948029516285912
668.695874,0.9951622398400068
668.813976,0.9948124023015223
668.932079,0.9943646385571878
669.050181,0.9942915554420912
669.168283,0.9941588263793018
669.286386,0.9948414512477821
669.404488,0.9938149069268708
669.52259,0.9942934445978413
669.640693,0.9944204239781773
669.758795,0.9945739743454228
669.876898,0.9944182362556511
669.995,0.9949435272170878
670.113102,0.9945003785943977
670.231205,0.9939150885185565
670.349307,0.9944700467954127
670.467409,0.9945901860333295
670.585512,0.9946939271997406
670.703614,0.9947579875513735
670.821716,0.99398685177857
670.939819,0.9939778065393747
671.057921,0.9945504032215498
671.176024,0.994326952851535
671.294126,0.9944623894055334
