nu,[0]Ethylamine-PNNL(x-sec)-X=0.01-T=278.17K-P=1.0atm-L=15cm
718.658373,0.9029392532287072
718.786376,0.9020548062103673
718.914378,0.9024608222199125
719.042381,0.9025871755795521
719.170383,0.8998834716365057
719.298386,0.8977353182051837
719.426389,0.897151979853853
719.554391,0.8982292084375604
719.682394,0.8982202261903873
719.810396,0.8970263873683525
719.938399,0.8955654253644444
720.066401,0.8944735017543369
720.194404,0.8937403341227091
720.322406,0.8931149348041219
720.450409,0.892847040509834
720.578412,0.892240110901741
720.706414,0.8909383908267082
720.834417,0.8900300969766776
720.962419,0.8894339765343512
721.090422,0.8888649209065939
721.218424,0.8885627582040558
721.346427,0.8875770007390551
721.474429,0.8881274691070741
721.602432,0.8876835163699538
721.730435,0.8870002631485976
721.858437,0.8857681892725391
721.98644,0.8835476989985346
722.114442,0.8848563177320488
722.242445,0.8847855320580948
722.370447,0.8829294320279213
722.49845,0.8813327751663111
722.626453,0.8812182093524787
722.754455,0.8814032846086645
722.882458,0.8796158508000442
723.01046,0.8780603078057915
723.138463,0.87814811822702
723.266465,0.8779637264840029
723.394468,0.8767529721540893
723.52247,0.8756051777300594
723.650473,0.8751149760997976
723.778476,0.8753863037960086
723.906478,0.8741965876132253
724.034481,0.8726855349540736
724.162483,0.8720661481325973
724.290486,0.8708983620854909
724.418488,0.8702280284582515
724.546491,0.8679076187477288
724.674493,0.8663208001872447
724.802496,0.8663901086235601
724.930499,0.8649703933301637
725.058501,0.8614054323174651
725.186504,0.8577608053537377
725.314506,0.858404367263302
725.442509,0.859443665196137
725.570511,0.8600540868724786
725.698514,0.8587220356442159
725.826517,0.8579495334902493
725.954519,0.8578036944662243
726.082522,0.8577693830046794
