nu,[0]2-Pentanone-PNNL(x-sec)-X=0.01-T=278.19K-P=1.0atm-L=15cm
615.681914,0.9953348159343101
615.801516,0.9932624000958916
615.921118,0.991954340974498
616.040721,0.996135486526273
616.160323,0.9919996743237396
616.279926,0.9969560422623148
616.399528,1.0002143829767465
616.51913,0.9954387343135386
616.638733,0.9914931894319878
616.758335,0.9964066715123078
616.877938,0.9952699222198692
616.99754,0.9950560616937207
617.117142,0.9934903799764042
617.236745,0.996232913340949
617.356347,0.9971298268453676
617.47595,0.9965000391916359
617.595552,0.9997413234625463
617.715154,0.9949961611218321
617.834757,0.9954972678319848
617.954359,0.997455941615605
618.073961,0.9988567540042095
618.193564,0.9962335110808763
618.313166,0.9951442275664774
618.432769,0.9990170833793153
618.552371,0.995588857793699
618.671973,0.9982702976623443
618.791576,0.9937314299807698
618.911178,0.9976098609419669
619.030781,0.9974018809686263
619.150383,0.995217074790111
619.269985,0.9967777027792964
619.389588,0.9930197757293212
619.50919,0.9970667105249809
619.628793,0.9954789508507734
619.748395,0.9968364147150397
619.867997,0.9973847258038084
619.9876,0.9976759049007923
620.107202,0.9990238667283409
620.226805,0.9974658164783075
620.346407,0.9992502711871979
620.466009,0.9997934013444421
620.585612,0.9973599909693217
620.705214,0.9974844692634787
620.824816,0.9958789150727659
620.944419,0.9998083083751877
621.064021,0.9984940351048945
621.183624,0.9979387273463396
621.303226,0.9988639457987287
621.422828,0.9982590172717151
621.542431,0.996157302132308
621.662033,0.997713019134775
621.781636,0.9975058156595265
621.901238,1.0000162311317233
622.02084,0.9993834801265258
622.140443,0.9974364914143836
622.260045,0.9975463152177777
622.379648,0.9942182788547306
622.49925,0.9965643155170529
622.618852,0.9989038012652773
622.738455,0.9982195868192894
622.858057,0.996530432906333
622.97766,0.9969916342283364
623.097262,1.0006226437622017
623.216864,0.9998787873468473
623.336467,0.9991565558991105
623.456069,0.998212499485383
623.575672,0.9983318928399018
623.695274,0.9984768611551871
623.814876,0.99550095117869
623.934479,1.000588623170667
624.054081,0.9969438794727924
624.173683,0.9975196810867286
624.293286,0.9969623231051657
624.412888,0.9971882603653062
624.532491,0.9962281314344414
624.652093,0.998506516358341
624.771695,0.99802934429673
624.891298,1.0007360007157036
625.0109,0.9971801831731099
625.130503,1.0013973754204528
625.250105,0.9975991865735628
625.369707,1.000817143680133
625.48931,0.9985378699552035
625.608912,1.0014199071148804
625.728515,1.0002160533361608
625.848117,0.9963395159658152
625.967719,0.9992631016430513
626.087322,0.9982071091524397
626.206924,0.9981176738022232
626.326527,0.9984371225669163
626.446129,1.0003547929241265
626.565731,0.9981505124138835
626.685334,0.9995811177556744
626.804936,0.9991871305575108
626.924538,0.9981863466605
627.044141,0.9993879373867868
627.163743,1.0000340405793673
627.283346,1.000008150133212
627.402948,0.9969958216019936
627.52255,1.0005232068249676
627.642153,0.9982518298326655
627.761755,0.9993014540968712
627.881358,0.9997995101007866
628.00096,0.9984640807331592
628.120562,0.9995216844293829
628.240165,0.997047567027917
628.359767,0.9995027236828725
628.47937,0.9994685812529875
628.598972,0.9977265881241042
628.718574,0.9992810485695197
628.838177,1.0003894858299167
628.957779,0.9979481080144658
629.077382,0.9997140508912418
629.196984,0.9977515316005994
629.316586,0.9989089955785491
629.436189,0.9979618797933814
629.555791,0.9995229538227282
629.675394,0.9982726935139338
629.794996,0.9990186917981143
629.914598,0.9993105777607966
630.034201,0.9985964858485296
630.153803,1.0006122273346976
630.273405,0.9988495622614709
630.393008,1.0003726294090962
630.51261,0.999274703155008
630.632213,1.0008007904616114
630.751815,0.9997138309541748
630.871417,0.9995838166283357
630.99102,1.0000883579033295
631.110622,0.9985820063044617
631.230225,0.9990580239382585
631.349827,1.0011853019157158
631.469429,0.9970118733639377
631.589032,0.9998389929630245
631.708634,0.9978346477649219
631.828237,0.999374535684405
631.947839,0.9986722821982406
632.067441,0.9986824687074701
632.187044,0.9988657437554492
632.306646,0.9978463224985978
632.426249,0.9990088015620222
632.545851,0.9997426931090977
632.665453,1.0010036032730687
632.785056,1.0012281535636565
632.904658,0.9999664625623924
633.02426,0.9981602943368365
633.143863,0.9976096614200147
633.263465,1.0013174670982787
633.383068,0.9982152944842946
633.50267,1.001063364972053
633.622272,0.9998147571595741
633.741875,0.9991442064003996
633.861477,0.9990775057596725
633.98108,0.9982750893712732
634.100682,0.9980697653036938
634.220284,0.999486791736435
634.339887,0.9990256350021499
634.459489,0.999436358905355
634.579092,0.9991199874383714
634.698694,0.9998638392707137
634.818296,1.0011954139383308
634.937899,0.9998971052940234
635.057501,1.0009808907589848
635.177104,0.9987580718318934
635.296706,0.9984581898124611
635.416308,0.9992455647295043
635.535911,0.9996397649002502
635.655513,0.9993978813462349
635.775116,1.0009162094636992
635.894718,1.0011262337254314
636.01432,0.9998470916916672
636.133923,0.999763997852889
636.253525,0.9990492722283013
636.373127,0.9991277106657246
636.49273,0.9984348261641752
636.612332,1.0008024718083517
636.731935,1.0004368553935363
