nu,[0]Syringol-PNNL(x-sec)-X=0.01-T=323.15K-P=1.0atm-L=15cm
695.323906,0.7582591994583016
695.442309,0.7995629604720809
695.560711,0.7920822829108225
695.679114,0.7945812759496733
695.797516,0.7825558385065244
695.915918,0.7732599497941768
696.034321,0.7587446406705731
696.152723,0.7575013192620981
696.271125,0.7556552691401343
696.389528,0.7693648305018658
696.50793,0.779135739418579
696.626333,0.7743510153438368
696.744735,0.7609786322726557
696.863137,0.7498440705504116
696.98154,0.7460146805131155
697.099942,0.7358639705186147
697.218344,0.7496941167321831
697.336747,0.762227661153316
697.455149,0.7618923547552258
697.573551,0.7625326132041215
697.691954,0.7322084776774105
697.810356,0.7094962981097147
697.928759,0.7209251220520881
