nu,[0]1-1-1-3-3-3-Hexafluoropropan-2-ol-HITRAN(x-sec)-X=0.01-T=300.4K-P=0.0atm-L=15cm
594.737088,0.9999975253030621
594.85609,0.9999980545018925
594.975092,0.9999976707027128
595.094094,0.9999976486027645
595.213096,0.9999993496902114
595.332098,0.9999973966033888
595.4511,0.999997892402221
595.570102,0.9999988285006862
595.689104,0.9999993318802232
595.808106,0.9999982968014505
595.927108,0.9999975143030894
596.04611,0.9999974350032896
596.165112,0.9999977676024918
596.284114,0.9999977504025304
596.403116,0.9999981798016566
596.522118,0.9999973860034165
596.64112,0.9999982135015958
596.760122,0.9999972600037538
596.879124,0.9999984476012049
596.998126,0.9999980665018692
597.117128,0.9999975071031073
597.23613,0.9999985277010839
597.355132,0.999997386603415
597.474134,0.9999974910031475
597.593136,0.9999983972012845
597.712138,0.9999977951024308
597.83114,0.9999974701032002
597.950142,0.9999970805042617
598.069144,0.9999974676032065
598.188146,0.9999985648010299
598.307148,0.9999972653037393
598.42615,0.999997328703568
598.545152,0.999997134704105
598.664154,0.999997341403534
598.783156,0.999997170504003
598.902158,0.9999975309030482
599.02116,0.9999975279030556
599.140162,0.9999973559034956
599.259164,0.9999972577037601
599.378166,0.9999972329038285
599.497168,0.9999974789031779
599.61617,0.9999972018039149
599.735172,0.9999970984042096
599.854174,0.99999706060432
599.973176,0.9999973442035266
600.092178,0.9999970490043542
600.21118,0.9999970911042309
600.330182,0.9999970425043734
600.449184,0.9999971369040986
600.568186,0.9999970506043495
600.687188,0.9999970881042396
600.80619,0.9999970482043565
600.925192,0.9999970176044474
601.044194,0.9999969861045418
601.163196,0.9999969768045699
601.282198,0.9999971821039703
601.4012,0.9999968816048622
601.520202,0.9999970482043565
601.639204,0.9999970323044036
601.758206,0.9999968947048214
601.877208,0.9999971442040778
601.99621,0.9999970823042564
602.115212,0.9999970776042703
602.234214,0.9999967386053183
602.353216,0.9999967255053611
602.472218,0.9999968267050349
602.59122,0.9999968162050683
602.710222,0.9999969238047315
602.829224,0.999996970804588
602.948226,0.999996786305164
603.067228,0.999996805305103
603.18623,0.9999970879042401
603.305232,0.9999967462052936
603.424234,0.9999967509052783
603.543236,0.9999966476056192
603.662238,0.9999967926051437
603.78124,0.9999967612052449
603.900242,0.9999967747052013
