nu,[0]1-1-1-Trichloroethane-PNNL(x-sec)-X=0.01-T=278.06K-P=1.0atm-L=15cm
571.52143,0.9891898541588906
571.641433,0.9886676997767823
571.761435,0.9891779839518621
571.881438,0.9873921533187698
572.00144,0.9884363786006676
572.121442,0.9879867423484089
572.241445,0.9886607791271061
572.361447,0.9880203344687115
572.48145,0.9876321187666474
572.601452,0.9893679243584763
572.721454,0.9886686884449764
572.841457,0.9891285262891163
572.961459,0.9883237032761226
573.081462,0.9881250701750596
573.201464,0.9877496539819872
573.321466,0.9872845334394481
573.441469,0.9875382981719134
573.561471,0.9881991823344939
573.681474,0.987845470345442
573.801476,0.9882228993994736
573.921478,0.9866124215522484
574.041481,0.988888197258388
574.161483,0.9886716544554908
574.281486,0.9882209229556512
574.401488,0.9877397765348347
574.52149,0.98772199737887
574.641493,0.9875531113574846
574.761495,0.9879096823878832
574.881498,0.9878701667909049
575.0015,0.9870031974397021
575.121502,0.9881655841334672
575.241505,0.9870920317249545
575.361507,0.9869824705901885
575.48151,0.9874336246601013
575.601512,0.987653846912269
575.721514,0.9874750977432657
575.841517,0.9884749283711487
575.961519,0.9878958517491445
576.081522,0.987552123804867
576.201524,0.9888268880907617
576.321526,0.9875876763212654
576.441529,0.9887764592054166
576.561531,0.9880835697936263
576.681534,0.9892155734294478
576.801536,0.9895608699153067
576.921538,0.9896677482605842
577.041541,0.9883503883763584
577.161543,0.9896360793993444
577.281546,0.9891750164223615
577.401548,0.9897835461611758
577.52155,0.990684361927047
577.641553,0.9882347581454187
577.761555,0.9896291519710346
577.881558,0.9895658177320258
578.00156,0.9906023366577724
578.121562,0.9908036475050707
578.241565,0.9903592726695277
578.361567,0.9910004406503777
578.48157,0.9907987925790925
578.601572,0.9910819042347065
578.721574,0.9909253256638704
578.841577,0.9916286366524988
578.961579,0.990727655779627
579.081582,0.9916981522564216
579.201584,0.9909292893731004
579.321586,0.9914616604498774
579.441589,0.9915793539339428
579.561591,0.9915427653308465
579.681594,0.9928186103015044
579.801596,0.9927669850760362
579.921598,0.9918056581628409
580.041601,0.9927864434996356
580.161603,0.9930098455812147
580.281606,0.9934157716504457
580.401608,0.9929291171624237
580.52161,0.9937760495236772
580.641613,0.992663742678286
580.761615,0.9946954192417504
580.881618,0.9935415460484881
