nu,[0]CFC-112a-PNNL(x-sec)-X=0.01-T=278.2K-P=1.0atm-L=15cm
633.77307,0.7190962958346099
633.892272,0.7262724929034416
634.011474,0.7309574710960483
634.130676,0.7356947412675053
634.249878,0.739360245364184
634.36908,0.7458878687967295
634.488282,0.7542661418339571
634.607484,0.7598152251986418
634.726686,0.7652826777577838
634.845888,0.772796132983258
634.96509,0.7778590040151224
635.084292,0.7825167116927776
635.203494,0.7893069476605366
635.322696,0.7945494933342918
635.441898,0.8015483374639498
635.5611,0.8068963964956684
635.680302,0.8113627804830932
635.799504,0.8196810318066571
635.918706,0.8225796188451411
636.037908,0.8295764580006717
636.15711,0.8343435758544818
636.276312,0.8404061433559435
636.395514,0.8461742257296342
636.514716,0.851138852324456
636.633918,0.8567321097281321
636.75312,0.8658098216686199
636.872322,0.8680117739111634
636.991524,0.8756402026376621
637.110726,0.8795982586589502
637.229928,0.8848386207826642
637.34913,0.8914641995756241
637.468332,0.8945271717745267
637.587534,0.8983190358496999
637.706736,0.903679967067524
637.825938,0.9079781178094835
637.94514,0.9109247378579619
638.064342,0.9149068702812982
638.183544,0.9170099098209876
638.302746,0.9207239649252382
638.421948,0.9240685701267504
638.54115,0.9271183978972324
638.660352,0.9290005018164849
638.779554,0.9329506252062767
638.898756,0.9359427208969409
639.017958,0.9378267955107367
639.13716,0.9401094258636673
639.256362,0.9427916165844008
639.375564,0.9449322945820577
639.494766,0.9457868995996281
639.613968,0.9484739067512236
639.73317,0.9502929248193918
639.852372,0.9509032087573085
639.971574,0.9527821455919172
640.090776,0.9541446445516182
640.209978,0.9546695684469604
640.32918,0.9580598778399961
640.448382,0.9573004375147558
640.567584,0.9588410149105545
640.686786,0.9610652252947783
640.805988,0.9629690565953551
640.92519,0.9625569940268123
641.044392,0.9652366254320883
641.163594,0.9656701139878054
641.282796,0.9668276800279757
641.401998,0.967658541809165
641.5212,0.9689270051610296
641.640402,0.9707638918914261
641.759604,0.9718381507114795
641.878806,0.9723679468599542
641.998008,0.9724865829861277
642.11721,0.9735452241847986
642.236412,0.9738636255288896
642.355614,0.976274970674167
642.474816,0.9751216953788021
642.594018,0.9765952413860736
642.71322,0.9778431501294729
642.832422,0.9789291586493392
642.951624,0.9797028182399737
643.070826,0.9808301245578439
643.190028,0.9806869338128372
643.30923,0.9815336319344076
643.428432,0.9829873772158219
643.547634,0.9827387128667527
643.666836,0.983750471462816
643.786038,0.9837760493075846
643.90524,0.9849149369160675
644.024442,0.9858865419664407
644.143644,0.9868492369501319
644.262846,0.9868216055583385
644.382048,0.9875669371978242
644.50125,0.9889554439421628
644.620452,0.9886538585258744
644.739654,0.9893125213060122
644.858856,0.9894253093622382
