nu,[0]Ethylene-PNNL(x-sec)-X=0.01-T=278.18K-P=1.0atm-L=15cm
681.555348,0.992690942037465
681.67635,0.9931800620558826
681.797352,0.9926875668939998
681.918354,0.992592074943301
682.039356,0.99335527447211
682.160358,0.9937036058902694
682.28136,0.9931370582902338
682.402362,0.9935177013375206
682.523364,0.9938279259874263
682.644366,0.9941042485579085
682.765368,0.9934347460728894
682.88637,0.993783105358677
683.007372,0.9936299751811244
683.128374,0.9938769229119417
683.249376,0.9939957977004926
683.370378,0.9932017136172365
683.49138,0.9928837413386149
683.612382,0.99135746330502
683.733384,0.9919122830020759
683.854386,0.9916703850969004
683.975388,0.9920296331662805
684.09639,0.9931699316709146
684.217392,0.9936654484044317
684.338394,0.9930832317203877
684.459396,0.9930129239165075
684.580398,0.9927856492707986
684.7014,0.9932338938740751
684.822402,0.9937964221415111
684.943404,0.9940042467006813
685.064406,0.9935638016283811
685.185408,0.9933666981234524
685.30641,0.9929644660682015
685.427412,0.9930032917378616
685.548414,0.9930455945791338
685.669416,0.9913243525186988
685.790418,0.9905377514909216
685.91142,0.9906463203779514
686.032422,0.9922077184681114
686.153424,0.99337981065041
686.274426,0.9929061807647337
686.395428,0.9933675921538829
686.51643,0.9934392165393053
686.637432,0.9937060901523895
686.758434,0.9928034202929706
686.879436,0.992576689885374
687.000438,0.9927843586502935
687.12144,0.992712483664633
687.242442,0.9930177896917558
687.363444,0.9940697537389721
687.484446,0.9938952104155678
687.605448,0.9927698641044675
687.72645,0.9914147654224142
687.847452,0.9902052837755745
687.968454,0.9920905456557512
688.089456,0.9928072922338601
688.210458,0.9932290270399189
688.33146,0.9931689385014796
688.452462,0.9932974628774695
688.573464,0.9929866094226923
688.694466,0.9928788762202019
688.815468,0.9926445844529299
688.93647,0.9918641764229443
689.057472,0.9923428663627295
689.178474,0.9931472876546154
689.299476,0.9932053884703754
689.420478,0.9927834651447727
689.54148,0.9929040956639434
689.662482,0.9927630140160381
689.783484,0.9916625509318031
689.904486,0.9901001295582252
690.025488,0.9924557021612286
690.14649,0.9922086114554599
690.267492,0.9923404847427082
690.388494,0.9929764810109312
690.509496,0.9930610862112437
690.630498,0.9935696636721038
690.7515,0.9926065668933862
690.872502,0.9930510563449239
690.993504,0.993296171591607
691.114506,0.9925509824820182
691.235508,0.9912545657408048
691.35651,0.9926981887077921
691.477512,0.9928579266969318
691.598514,0.9933150443981583
691.719516,0.9929853185409391
691.840518,0.9916520393644747
691.96152,0.989225465634643
692.082522,0.9911597072179161
692.203524,0.992702755129963
692.324526,0.9924237456021223
692.445528,0.992662055151358
692.56653,0.9927369046921085
692.687532,0.9931447054750242
692.808534,0.9926478601854635
692.929536,0.9927075201146236
693.050538,0.9924689019098454
693.17154,0.9924756507213244
693.292542,0.9924497474448798
693.413544,0.9917374242808319
693.534546,0.9928234751246137
693.655548,0.9924560991435888
693.77655,0.9925219011642749
693.897552,0.9912012376797057
694.018554,0.98877250410749
694.139556,0.9917831444299325
694.260558,0.9931231544687447
694.38156,0.9925732158730389
694.502562,0.9920831050045612
694.623564,0.9914443100226361
694.744566,0.9923514005480771
694.865568,0.9927528878849384
694.98657,0.9926091476738151
695.107572,0.9929200815485697
695.228574,0.9927580502133775
695.349576,0.9927919038400909
695.470578,0.9913933510947567
695.59158,0.9909046155409855
695.712582,0.9921022523932594
695.833584,0.9925718262715094
695.954586,0.9910595060367715
696.075588,0.9880736890073324
696.19659,0.9913816527222342
696.317592,0.9922805491875017
696.438594,0.9925053261869269
696.559596,0.992837771885592
696.680598,0.9927922016777067
696.8016,0.9918452319980945
696.922602,0.9916786159952549
697.043604,0.9923227220070082
697.164606,0.9927513987567235
697.285608,0.9927574545587261
697.40661,0.992688559582063
697.527612,0.9923087303552693
697.648614,0.9906348289472854
697.769616,0.9910686238261688
697.890618,0.9911211518552121
698.01162,0.988019346448871
698.132622,0.9880400950730063
698.253624,0.9918680447007755
698.374626,0.9926140114705551
698.495628,0.9929027055991826
698.61663,0.9927475270338182
698.737632,0.9924596719919768
698.858634,0.9919101007974538
698.979636,0.9912796447985668
699.100638,0.9917369284122437
699.22164,0.9927042441852125
699.342642,0.9933034226801261
699.463644,0.9932090633371112
699.584646,0.9923332406836104
699.705648,0.9915816345690796
699.82665,0.9913865105042341
699.947652,0.9922227009177775
700.068654,0.9925015546738533
700.189656,0.992983034677333
700.310658,0.99340325469058
700.43166,0.9937364980239862
700.552662,0.992582248330401
700.673664,0.993259519639108
