nu,[0]Crotonaldehyde-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
594.921898,0.9933617313023787
595.041901,0.9918796496247871
595.161903,0.9936805522340362
595.281906,0.9912632888193649
595.401908,0.9911599054498774
595.52191,0.9931525513491887
595.641913,0.9938283235186761
595.761915,0.9930150092458373
595.881918,0.9930670445956361
596.00192,0.9944893397014611
596.121922,0.9930517514809066
596.241925,0.9937734657093074
596.361927,0.9927515973070231
596.48193,0.9926002142316867
596.601932,0.9938980927158574
596.721934,0.9929625794375083
596.841937,0.992580858716226
596.961939,0.9911487054062262
597.081942,0.9929899855829039
597.201944,0.9924824988269403
597.321946,0.9923895075735084
597.441949,0.9926638419446653
597.561951,0.9941713528594308
597.681954,0.9937111580663724
597.801956,0.9927150647204459
597.921958,0.9926900486160192
598.041961,0.9939384457975836
598.161963,0.9956317685981911
598.281966,0.9943433593816107
598.401968,0.9916488660830259
598.52197,0.9927446480701643
598.641973,0.9936806516020964
598.761975,0.9942237470703018
598.881978,0.9937775401888694
599.00198,0.9952890315858252
599.121982,0.9954465983106024
599.241985,0.9939566350375727
599.361987,0.995551026135909
599.48199,0.9948278220132605
599.601992,0.9944992846445828
599.721994,0.9942770388913529
599.841997,0.995599809331368
599.961999,0.994012298167688
600.082002,0.9930829337954629
600.202004,0.9944939143629455
600.322006,0.9952007533639206
600.442009,0.9947208837704276
600.562011,0.9941022603513996
600.682014,0.9959470355202497
600.802016,0.993330838232925
600.922018,0.9948284189101327
601.042021,0.9935314119764023
601.162023,0.9948669195149265
601.282026,0.9946694580301035
601.402028,0.993033280890106
601.52203,0.9943026915698744
601.642033,0.9939988790922416
601.762035,0.9947123292076119
601.882038,0.9949183554642732
602.00204,0.9947858411649737
602.122042,0.994937060105179
602.242045,0.9938008942354729
602.362047,0.9929049892780316
602.48205,0.995066211317313
602.602052,0.9940872495206002
602.722054,0.9959273159641706
602.842057,0.9943841282951024
602.962059,0.9950371558081551
603.082062,0.9948873144958243
603.202064,0.9946571242052938
603.322066,0.9952820645869886
603.442069,0.995443014709299
603.562071,0.9949596454327859
603.682074,0.9960255192388665
603.802076,0.995404790431445
603.922078,0.9948078261749969
604.042081,0.9959337895127633
604.162083,0.9945797428912028
604.282086,0.9960709390381074
604.402088,0.9964216177244767
604.52209,0.9943752783157429
604.642093,0.9948770672092587
604.762095,0.9940919217416527
604.882098,0.9973981905884939
605.0021,0.9965644151734895
605.122102,0.9952923160450488
605.242105,0.9973399442349735
605.362107,0.9949702915579487
605.48211,0.9950870084184585
605.602112,0.9950791472621436
605.722114,0.995372937987793
605.842117,0.9959865754024213
605.962119,0.9948765697708495
606.082122,0.9959474338991435
606.202124,0.9960562969029235
606.322126,0.9943555898801485
606.442129,0.996039862109612
606.562131,0.9963262647383737
606.682134,0.9954473946681996
606.802136,0.995661538433129
606.922138,0.9974000856468562
607.042141,0.9947366004845529
607.162143,0.9953239668439441
607.282146,0.9940326756286686
607.402148,0.9971409947619685
607.52215,0.9969854528993664
607.642153,0.9966508210539259
607.762155,0.9960472328318632
607.882158,0.9959774123680776
608.00216,0.9971336159459089
608.122162,0.9964151410050109
608.242165,0.9976434809607748
608.362167,0.9964181302549178
608.48217,0.9972794075376659
608.602172,0.9959954397223885
608.722174,0.9961851949272651
608.842177,0.9970645169806306
608.962179,0.9962605093748518
609.082182,0.9969638185497719
609.202184,0.9965410958390117
609.322186,0.9969677067162462
609.442189,0.99704018890322
609.562191,0.9959034139954123
609.682194,0.9951464168861862
609.802196,0.9976884756963899
609.922198,0.996245764828423
610.042201,0.99809870974658
610.162203,0.9967432148674247
610.282206,0.9970563410851125
610.402208,0.9970766812419396
610.52221,0.9966261044200513
610.642213,0.9965119972638545
610.762215,0.9975572882875969
610.882218,0.9966976647433334
611.00222,0.9956534736073303
611.122222,0.9974564403437005
611.242225,0.9961475398385825
611.362227,0.9979331389051141
611.48223,0.9966536116801317
611.602232,0.9983051379036914
611.722234,0.9965658103646474
611.842237,0.9975301550983685
611.962239,0.996588532324153
612.082242,0.9959499237708406
612.202244,0.9969344085509243
612.322246,0.996907691066791
612.442249,0.997800821743717
612.562251,0.9965771712796426
612.682254,0.9972767148869006
612.802256,0.997807906154701
612.922258,0.9975417265152817
613.042261,0.9979281492518938
613.162263,0.9980488060586953
613.282266,0.998287468059129
613.402268,0.9972250572910127
