nu,[0]HCFE-235da2-HITRAN(x-sec)-X=0.01-T=298.0K-P=0.0atm-L=15cm
630.860101,0.9999984810011536
631.101163,0.9999985005011243
631.342226,0.9999984057012709
631.583288,0.9999983352013858
631.82435,0.9999984519011983
632.065413,0.9999986779008739
632.306475,0.9999987703007561
632.547537,0.9999986585008999
632.7886,0.9999985078011133
633.029662,0.9999984932011352
633.270724,0.9999985831010038
633.511786,0.9999986560009032
633.752849,0.9999986779008739
633.993911,0.9999987119008296
634.234973,0.9999987727007531
634.476036,0.9999987946007265
634.717098,0.9999987484007833
634.95816,0.9999986755008772
635.199223,0.9999986147009595
635.440285,0.9999985588010385
635.681347,0.9999985345010739
635.92241,0.9999986026009764
636.163472,0.9999987435007894
