nu,[0]Chloroethane-PNNL(x-sec)-X=0.01-T=278.09K-P=1.0atm-L=15cm
694.30175,0.8910363994400741
694.420952,0.8927845434044225
694.540154,0.8981393900077129
694.659356,0.9002615020754282
694.778558,0.904996683436478
694.89776,0.9071086912944167
695.016962,0.9107626076846367
695.136164,0.9133062700858603
695.255366,0.9172942269599118
695.374568,0.9200263206004274
695.49377,0.9244900414828942
695.612972,0.9259444827194011
695.732174,0.9304331951965176
695.851376,0.9322176141259567
695.970578,0.9353382971491316
696.08978,0.938299579347193
696.208982,0.9401667742877542
696.328184,0.9435395468515085
696.447386,0.9446290199936725
696.566588,0.9472568477740276
696.68579,0.9489492112323366
696.804992,0.9509051105656279
696.924194,0.9529460382153206
697.043396,0.9550018512706379
697.162598,0.9572554454515144
697.2818,0.9596746098970752
697.401002,0.9612699539905982
697.520204,0.9627148663190067
697.639406,0.96485832682629
697.758608,0.9659888377119435
697.87781,0.9677320866530111
697.997012,0.9686954592776313
698.116214,0.9698566518533198
698.235416,0.9711581020507815
698.354618,0.9716068807538268
698.47382,0.9727939373057762
698.593022,0.9738061692699598
698.712224,0.9748301775759672
698.831426,0.9764233757482094
698.950628,0.9778930214018361
699.06983,0.9783390423046325
699.189032,0.9789134959081031
699.308234,0.9797811976005655
699.427436,0.9809380218057852
699.546638,0.9809223269229956
699.66584,0.9815591521405991
699.785042,0.9824645670109882
699.904244,0.98304832432255
700.023446,0.9837052199819207
700.142648,0.9839826639717196
700.26185,0.9839708562505984
700.381052,0.9850528346598525
700.500254,0.9853572630175214
700.619456,0.9862257452765014
700.738658,0.9870959801009782
700.85786,0.987017015581193
700.977062,0.9875323729599
701.096264,0.9878148476105161
701.215466,0.9876933538562791
701.334668,0.9875797756514576
701.45387,0.9879738986042429
701.573072,0.9882169700798652
701.692274,0.9882762648768961
701.811476,0.9884106795889126
701.930678,0.9884413207949161
702.04988,0.9887319652658735
702.169082,0.9893590200872264
702.288284,0.9899498437655385
702.407486,0.9900575561679887
702.526688,0.9899825126494164
702.64589,0.9901166643684541
702.765092,0.990463562991729
702.884294,0.9899557834824203
703.003496,0.9905264594249196
703.122698,0.9905947090491465
703.2419,0.9903352072315982
703.361102,0.9905849022100708
703.480304,0.9904797076793845
703.599506,0.9903599659212613
703.718708,0.9905331950277446
703.83791,0.9911228367626024
703.957112,0.9913642045586907
704.076314,0.9913049227518017
704.195516,0.9918697308778848
704.314718,0.992202261340667
704.43392,0.9919853896312794
704.553122,0.9917942524633551
704.672324,0.9922132748468927
704.791526,0.9920026503272266
704.910728,0.9924047904896032
705.02993,0.9920870733449179
705.149132,0.9919008760764113
705.268334,0.991756862524842
705.387536,0.991991341561473
705.506738,0.9922984103981375
705.62594,0.9917365317175516
705.745142,0.9924448844530316
705.864344,0.9926560991968949
705.983546,0.9927603335595189
706.102748,0.9927725445867193
706.22195,0.9926294963699159
706.341152,0.9929331881801496
706.460354,0.9932110497572243
706.579556,0.9936108976687457
706.698758,0.9930835296454019
706.81796,0.992693721575994
706.937162,0.9933674928171287
707.056364,0.9934741862151901
707.175566,0.9932829608403766
707.294768,0.9930194778234332
707.41397,0.9934070296301202
