nu,[0]DL-Limonene-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
703.19006,0.9872934190402342
703.309662,0.9868028561259532
703.429264,0.9867209548878431
703.548866,0.9866173546266888
703.668468,0.9867781863629234
703.78807,0.9887734928804884
703.907672,0.9870713030099406
704.027274,0.9865334957155997
704.146876,0.985346424147242
704.266478,0.9847337292392924
704.38608,0.9852981433553479
704.505682,0.9855100052305048
704.625284,0.9862434974996859
704.744886,0.9869429920809404
704.864488,0.9860157015632071
704.98409,0.9837790006401596
705.103692,0.9826286522944188
705.223294,0.9832479033889773
705.342896,0.9848046326202887
705.462498,0.9846145836665069
705.5821,0.985378941115766
705.701702,0.9829952411462952
705.821304,0.98279276498238
705.940906,0.9817525383414862
706.060508,0.9818919571004283
706.18011,0.9827839198872981
706.299712,0.9827573850796827
706.419314,0.9838488514288787
706.538916,0.982713161992381
706.658518,0.9822857747303831
706.77812,0.9808007000954763
706.897722,0.9815041863671353
707.017324,0.9802751317851152
707.136926,0.9815238166471648
707.256528,0.981965601758851
707.37613,0.9819420348672127
707.495732,0.9808723011599904
707.615334,0.9796420785481927
707.734936,0.9795127743280907
707.854538,0.9797665009928264
707.97414,0.9815247981714722
708.093742,0.9803859091338092
708.213344,0.9806506490675581
708.332946,0.9784192693953673
708.452548,0.9781639352886055
708.57215,0.9771119969385597
708.691752,0.9783674145482549
708.811354,0.9787823302879441
708.930956,0.9797733593823377
709.050558,0.977524425217514
709.17016,0.9781883896926664
709.289762,0.9766831389131277
709.409364,0.9765317647583962
709.528966,0.9772898475059132
709.648568,0.9769136633347231
709.76817,0.9775625494135145
709.887772,0.977074867388142
710.007374,0.977032854072137
710.126976,0.9749325401185521
710.246578,0.9748847695944737
710.36618,0.9744588380229876
710.485782,0.9754523176708477
710.605384,0.9757176767884582
710.724986,0.9757859794163974
710.844588,0.974863322365463
710.96419,0.9737029512866668
711.083792,0.9716884991597352
711.203394,0.9727365441565897
711.322996,0.9731315553753687
711.442598,0.9730926308916485
711.5622,0.972139467239849
711.681802,0.9711843236735271
711.801404,0.971076528196359
711.921006,0.9707619503655839
712.040608,0.9703970124848674
712.16021,0.9710532226393501
712.279812,0.9727229259402992
712.399414,0.9740067940044675
712.519016,0.9735510654736675
712.638618,0.9731296091142042
712.75822,0.9734011501533606
712.877822,0.9731957841775506
712.997424,0.9739308244373868
713.117026,0.9761900384463239
713.236628,0.9758289149440664
713.35623,0.9770133136104608
713.475832,0.9740944585607738
713.595434,0.9738051954642774
713.715036,0.9731529645050865
713.834638,0.9747824120675305
713.95424,0.9756981626300647
714.073842,0.9768863101350962
714.193444,0.9757693911957477
714.313046,0.9748584480610369
714.432648,0.9752709004120891
714.55225,0.974981287964244
714.671852,0.9747892355682972
714.791454,0.9764595040814822
714.911056,0.9772458704522665
715.030658,0.9774560009026277
715.15026,0.9773602149081297
715.269862,0.9745309506451354
715.389464,0.9752582219727938
715.509066,0.9754006200680098
715.628668,0.9758406249613057
