nu,[0]Cyanogen-PNNL(x-sec)-X=0.01-T=278.13K-P=1.0atm-L=15cm
595.26434,0.9991788872976872
595.383542,0.9990392218431763
595.502744,0.9989134906791431
595.621946,0.9990741888278594
595.741148,0.9990042960424872
595.86035,0.9989434585333791
595.979552,0.9990357352023762
596.098754,0.9989718289304592
596.217956,0.9989022030204739
596.337158,0.9988531581263675
596.45636,0.9989490526324104
596.575562,0.9989393628735952
596.694764,0.998953348122572
596.813966,0.9990228277440597
596.933168,0.9988387747444512
597.05237,0.9987450880613543
597.171572,0.9988654440957712
597.290774,0.9988795281978256
597.409976,0.9987804442632727
597.529178,0.9988604497810364
597.64838,0.9988203962800782
597.767582,0.9986629945892036
597.886784,0.998725912339751
598.005986,0.9988469652559852
598.125188,0.9985627338577198
598.24439,0.9985015238382405
598.363592,0.9985734185361349
598.482794,0.9983998815567937
598.601996,0.9983856045405683
598.721198,0.9985656296938469
598.8404,0.9984733664922887
598.959602,0.9983215102422058
599.078804,0.99832600269911
599.198006,0.997955193471186
599.317208,0.9979607820359174
599.43641,0.9979274507024337
599.555612,0.9978780545161897
599.674814,0.9977736819304687
599.794016,0.9977245926729233
599.913218,0.9974433737499184
600.03242,0.9976407873270127
600.151622,0.9982485356070625
600.270824,0.9985679263974364
600.390026,0.9984920381188213
600.509228,0.9985929907669455
600.62843,0.9984121619508611
600.747632,0.9980931204094556
600.866834,0.9984593879630078
600.986036,0.9984719686305541
601.105238,0.9981944320026536
601.22444,0.998232863228082
601.343642,0.9979580875454435
601.462844,0.9978598933008651
601.582046,0.9982109023466615
601.701248,0.998508313671688
601.82045,0.9984967310424289
601.939652,0.9986256452916421
602.058854,0.9985454588718531
602.178056,0.9981493146339873
602.297258,0.9983972857204763
602.41646,0.9984340274166338
602.535662,0.998433428356397
602.654864,0.9983114272458716
602.774066,0.9981367380318557
602.893268,0.9981133819054534
603.01247,0.9979593848918006
603.131672,0.9979934158870505
603.250874,0.9981628895569755
603.370076,0.9980157711899449
603.489278,0.9978753602490797
603.60848,0.9978960164828282
603.727682,0.9981623904756556
603.846884,0.9982093052104956
603.966086,0.9984728672557303
604.085288,0.9984007801170914
604.20449,0.9981862468418703
604.323692,0.998147917225925
604.442894,0.9982041145356042
604.562096,0.9980621800023017
604.681298,0.9981435253847513
604.8005,0.9981563017036444
604.919702,0.9980543951476587
605.038904,0.9981885426728783
605.158106,0.9982655059764156
605.277308,0.9981354404549396
605.39651,0.9982496336810557
605.515712,0.9982913613878465
605.634914,0.9981764646645841
605.754116,0.9981774628415478
605.873318,0.9981518100103931
605.99252,0.9981831524693014
606.111722,0.9980947173597259
606.230924,0.9980340350456715
606.350126,0.9979989048659326
606.469328,0.998026949029178
606.58853,0.998091124225211
606.707732,0.998065174193333
606.826934,0.9979891245245887
606.946136,0.9977332729146386
607.065338,0.997831454699158
607.18454,0.9979123821116963
607.303742,0.9978752604615487
607.422944,0.9978397367346024
607.542146,0.9976996498698929
607.661348,0.9974710033140389
607.78055,0.9976793967725701
607.899752,0.9976579468961265
608.018954,0.9975728503026776
608.138156,0.9978222746920028
608.257358,0.9975504051660545
608.37656,0.997475392196109
608.495762,0.997598787533968
608.614964,0.9974610286538792
608.734166,0.9972767148869006
608.853368,0.9973443325403825
608.97257,0.9970640184484968
609.091772,0.9971367070649095
609.210974,0.9972221653425399
609.330176,0.9970481652566366
609.449378,0.9968829680626191
609.56858,0.9967077314405841
609.687782,0.996408763968515
609.806984,0.9962137858526373
609.926186,0.9960751225448368
610.045388,0.9959148669505276
610.16459,0.9955639683833731
610.283792,0.9952506141706668
610.402994,0.9949588494653879
610.522196,0.9945139038915183
610.641398,0.9941984941078402
610.7606,0.9936901909821407
610.879802,0.9932000251757586
610.999004,0.9926791290855419
611.118206,0.9920848907557573
611.237408,0.9913222707397443
611.35661,0.9906502829711581
611.475812,0.9900687438815838
611.595014,0.9893797968448035
611.714216,0.9897320787549396
