nu,[0]HFC-1234yf-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
1255.858342,0.8957355989612434
1255.977344,0.92638904275698
1256.096346,0.9211697031842193
1256.215348,0.9010901237648693
1256.33435,0.9129556278057738
1256.453352,0.9337859897857232
1256.572354,0.9120376562613064
1256.691356,0.9422713392218092
1256.810358,0.9218009205981829
1256.92936,0.9114422900799817
1257.048362,0.9513778278660977
1257.167364,0.9446498020607142
1257.286366,0.9325066463840211
1257.405368,0.9296073372543782
1257.52437,0.9148391696778506
1257.643372,0.910088892660253
1257.762374,0.9275486806517359
1257.881376,0.9395323758486704
1258.000378,0.9309422813766668
1258.11938,0.9409897802278453
1258.238382,0.9451449282687314
1258.357384,0.9402946456641138
1258.476386,0.9337159584626968
1258.595388,0.9409671967441227
1258.71439,0.9510154219563904
1258.833392,0.9630403189422174
1258.952394,0.9415272388221813
1259.071396,0.9487442603382038
1259.190398,0.9474832692169303
1259.3094,0.9518031888162436
1259.428402,0.9458890501008127
1259.547404,0.9701835486240065
1259.666406,0.9465220615940654
1259.785408,0.9615545320124489
1259.90441,0.9475401199185873
1260.023412,0.9488628607831195
1260.142414,0.9496004137281603
1260.261416,0.9420037721577917
1260.380418,0.9389444126330764
1260.49942,0.9368585206310523
1260.618422,0.9531423653201905
1260.737424,0.9421290669914104
1260.856426,0.9648795539429775
1260.975428,0.9586655630591598
1261.09443,0.9619844429661982
1261.213432,0.9605233373344813
1261.332434,0.9456838144458147
1261.451436,0.946352649307892
1261.570438,0.9679885696384688
1261.68944,0.9511885225148595
1261.808442,0.968931849808167
1261.927444,0.9545636060058871
1262.046446,0.94456289827656
1262.165448,0.9579679085063222
1262.28445,0.9534035621106144
1262.403452,0.9721112756040797
1262.522454,0.9379627902554665
1262.641456,0.9783136058202083
1262.760458,0.9698421041126504
1262.87946,0.9693786303659346
1262.998462,0.9656971531295434
1263.117464,0.9563378775234703
1263.236466,0.9565741221542294
1263.355468,0.9564851648974456
1263.47447,0.9671690304438293
1263.593472,0.9724097595806362
1263.712474,0.9574354263929377
1263.831476,0.9304741351577788
1263.950478,0.9640558985548198
1264.06948,0.9716408875897694
1264.188482,0.9682441523562877
1264.307484,0.9674514850370826
1264.426486,0.9457121853858101
1264.545488,0.9645910980826488
1264.66449,0.9508946506669411
1264.783492,0.9536848576504892
1264.902494,0.9659791778718657
1265.021496,0.9628092169990138
1265.140498,0.9613728153786614
1265.2595,0.9750982927389459
1265.378502,0.9658149753692357
1265.497504,0.963014317204631
1265.616506,0.9708726235361764
1265.735508,0.9464775761025876
1265.85451,0.9679972815747991
1265.973512,0.9273158951486951
1266.092514,0.961069069563368
1266.211516,0.9421903073710557
1266.330518,0.9517365649248899
1266.44952,0.9551460674382264
1266.568522,0.9643895196088338
1266.687524,0.9588419737520488
1266.806526,0.9652511040900595
1266.925528,0.9710736149711442
1267.04453,1.0
1267.163532,1.0
1267.282534,1.0
1267.401536,1.0
1267.520538,1.0
1267.63954,1.0
1267.758542,1.0
1267.877544,1.0
1267.996546,1.0
1268.115548,1.0
1268.23455,1.0
1268.353552,1.0
1268.472554,1.0
1268.591556,1.0
1268.710558,1.0
1268.82956,1.0
1268.948562,1.0
1269.067564,1.0
1269.186566,1.0
1269.305568,1.0
1269.42457,1.0
1269.543572,1.0
1269.662574,1.0
1269.781576,1.0
1269.900578,1.0
1270.01958,1.0
1270.138582,1.0
1270.257584,1.0
1270.376586,1.0
1270.495588,1.0
1270.61459,1.0
1270.733592,1.0
1270.852594,1.0
1270.971596,1.0
1271.090598,1.0
1271.2096,1.0
1271.328602,1.0
1271.447604,1.0
1271.566606,1.0
1271.685608,1.0
1271.80461,1.0
1271.923612,1.0
1272.042614,1.0
1272.161616,1.0
1272.280618,1.0
1272.39962,1.0
1272.518622,1.0
1272.637624,1.0
1272.756626,1.0
1272.875628,1.0
1272.99463,1.0
1273.113632,1.0
1273.232634,1.0
1273.351636,1.0
1273.470638,1.0
1273.58964,1.0
1273.708642,1.0
1273.827644,1.0
1273.946646,1.0
1274.065648,1.0
1274.18465,1.0
1274.303652,1.0
1274.422654,1.0
1274.541656,1.0
1274.660658,1.0
1274.77966,1.0
1274.898662,1.0
1275.017664,1.0
1275.136666,1.0
1275.255668,1.0
1275.37467,1.0
1275.493672,1.0
1275.612674,1.0
1275.731676,1.0
1275.850678,1.0
1275.96968,1.0
1276.088682,1.0
1276.207684,1.0
1276.326686,1.0
1276.445688,1.0
1276.56469,1.0
1276.683692,1.0
1276.802694,1.0
1276.921696,1.0
1277.040698,1.0
1277.1597,1.0
1277.278702,1.0
1277.397704,1.0
1277.516706,1.0
1277.635708,1.0
1277.75471,1.0
1277.873712,1.0
1277.992714,1.0
1278.111716,1.0
1278.230718,1.0
1278.34972,1.0
1278.468722,1.0
1278.587724,1.0
1278.706726,1.0
1278.825728,1.0
1278.94473,1.0
1279.063732,1.0
1279.182734,1.0
1279.301736,1.0
1279.420738,1.0
1279.53974,1.0
1279.658742,1.0
1279.777744,1.0
1279.896746,1.0
1280.015748,1.0
1280.13475,1.0
1280.253752,1.0
1280.372754,1.0
1280.491756,1.0
1280.610758,1.0
1280.72976,1.0
1280.848762,1.0
1280.967764,1.0
1281.086766,1.0
1281.205768,1.0
1281.32477,1.0
1281.443772,1.0
1281.562774,1.0
1281.681776,1.0
1281.800778,1.0
1281.91978,1.0
1282.038782,1.0
1282.157784,1.0
1282.276786,1.0
1282.395788,1.0
1282.51479,1.0
1282.633792,1.0
1282.752794,1.0
1282.871796,1.0
1282.990798,1.0
1283.1098,1.0
1283.228802,1.0
1283.347804,1.0
1283.466806,1.0
1283.585808,1.0
1283.70481,1.0
1283.823812,1.0
1283.942814,1.0
1284.061816,1.0
1284.180818,1.0
1284.29982,1.0
1284.418822,1.0
1284.537824,1.0
1284.656826,1.0
1284.775828,1.0
1284.89483,1.0
1285.013832,1.0
1285.132834,1.0
1285.251836,1.0
1285.370838,1.0
1285.48984,1.0
1285.608842,1.0
1285.727844,1.0
1285.846846,1.0
1285.965848,1.0
1286.08485,1.0
1286.203852,1.0
1286.322854,1.0
1286.441856,1.0
1286.560858,1.0
1286.67986,1.0
1286.798862,1.0
1286.917864,1.0
1287.036866,1.0
1287.155868,1.0
1287.27487,1.0
1287.393872,1.0
1287.512874,1.0
1287.631876,1.0
1287.750878,1.0
1287.86988,1.0
1287.988882,1.0
1288.107884,1.0
1288.226886,1.0
1288.345888,1.0
1288.46489,1.0
1288.583892,1.0
1288.702894,1.0
1288.821896,1.0
1288.940898,1.0
1289.0599,1.0
1289.178902,1.0
1289.297904,1.0
1289.416906,1.0
1289.535908,1.0
1289.65491,1.0
1289.773912,1.0
1289.892914,1.0
1290.011916,1.0
1290.130918,1.0
1290.24992,1.0
1290.368922,1.0
1290.487924,1.0
1290.606926,1.0
1290.725928,1.0
1290.84493,1.0
1290.963932,1.0
1291.082934,1.0
1291.201936,1.0
1291.320938,1.0
1291.43994,1.0
1291.558942,1.0
1291.677944,1.0
1291.796946,1.0
1291.915948,1.0
1292.03495,1.0
1292.153952,1.0
1292.272954,1.0
1292.391956,1.0
1292.510958,1.0
1292.62996,1.0
1292.748962,1.0
1292.867964,1.0
1292.986966,1.0
1293.105968,1.0
1293.22497,1.0
1293.343972,1.0
1293.462974,1.0
1293.581976,1.0
1293.700978,1.0
1293.81998,1.0
1293.938982,1.0
1294.057984,1.0
1294.176986,1.0
1294.295988,1.0
1294.41499,1.0
1294.533992,1.0
1294.652994,1.0
1294.771996,1.0
1294.890998,1.0
1295.01,1.0
1295.129002,1.0
1295.248004,1.0
1295.367006,1.0
1295.486008,1.0
1295.60501,1.0
1295.724012,1.0
1295.843014,1.0
1295.962016,1.0
1296.081018,1.0
1296.20002,1.0
1296.319022,1.0
1296.438024,1.0
1296.557026,1.0
1296.676028,1.0
1296.79503,1.0
1296.914032,1.0
1297.033034,1.0
1297.152036,1.0
1297.271038,1.0
1297.39004,1.0
1297.509042,1.0
1297.628044,1.0
1297.747046,1.0
1297.866048,1.0
1297.98505,1.0
1298.104052,1.0
1298.223054,1.0
1298.342056,1.0
1298.461058,1.0
1298.58006,1.0
1298.699062,1.0
1298.818064,1.0
1298.937066,1.0
1299.056068,1.0
1299.17507,1.0
1299.294072,1.0
1299.413074,1.0
1299.532076,1.0
1299.651078,1.0
1299.77008,1.0
1299.889082,1.0
1300.008084,1.0
1300.127086,1.0
1300.246088,1.0
1300.36509,1.0
1300.484092,1.0
1300.603094,1.0
1300.722096,1.0
1300.841098,1.0
1300.9601,1.0
1301.079102,1.0
1301.198104,1.0
1301.317106,1.0
1301.436108,1.0
1301.55511,1.0
1301.674112,1.0
1301.793114,1.0
1301.912116,1.0
1302.031118,1.0
1302.15012,1.0
1302.269122,1.0
1302.388124,1.0
1302.507126,1.0
1302.626128,1.0
1302.74513,1.0
1302.864132,1.0
1302.983134,1.0
1303.102136,1.0
1303.221138,1.0
1303.34014,1.0
1303.459142,1.0
1303.578144,1.0
1303.697146,1.0
1303.816148,1.0
1303.93515,1.0
1304.054152,1.0
1304.173154,1.0
1304.292156,1.0
1304.411158,1.0
1304.53016,1.0
1304.649162,1.0
1304.768164,1.0
1304.887166,1.0
1305.006168,1.0
1305.12517,1.0
1305.244172,1.0
1305.363174,1.0
1305.482176,1.0
1305.601178,1.0
1305.72018,1.0
1305.839182,1.0
1305.958184,1.0
1306.077186,1.0
1306.196188,1.0
1306.31519,1.0
1306.434192,1.0
1306.553194,1.0
1306.672196,1.0
1306.791198,1.0
1306.9102,1.0
1307.029202,1.0
1307.148204,1.0
1307.267206,1.0
1307.386208,1.0
1307.50521,1.0
1307.624212,1.0
1307.743214,1.0
1307.862216,1.0
1307.981218,1.0
1308.10022,1.0
1308.219222,1.0
1308.338224,1.0
1308.457226,1.0
1308.576228,1.0
1308.69523,1.0
1308.814232,1.0
1308.933234,1.0
1309.052236,1.0
1309.171238,1.0
1309.29024,1.0
1309.409242,1.0
1309.528244,1.0
1309.647246,1.0
1309.766248,1.0
1309.88525,1.0
1310.004252,1.0
1310.123254,1.0
1310.242256,1.0
1310.361258,1.0
1310.48026,1.0
1310.599262,1.0
1310.718264,1.0
1310.837266,1.0
1310.956268,1.0
1311.07527,1.0
1311.194272,1.0
1311.313274,1.0
1311.432276,1.0
1311.551278,1.0
1311.67028,1.0
1311.789282,1.0
1311.908284,1.0
1312.027286,1.0
1312.146288,1.0
1312.26529,1.0
1312.384292,1.0
1312.503294,1.0
1312.622296,1.0
1312.741298,1.0
1312.8603,1.0
1312.979302,1.0
1313.098304,1.0
1313.217306,1.0
1313.336308,1.0
1313.45531,1.0
1313.574312,1.0
1313.693314,1.0
1313.812316,1.0
1313.931318,1.0
1314.05032,1.0
1314.169322,1.0
1314.288324,1.0
1314.407326,1.0
1314.526328,1.0
1314.64533,1.0
1314.764332,1.0
1314.883334,1.0
1315.002336,1.0
1315.121338,1.0
1315.24034,1.0
1315.359342,1.0
1315.478344,1.0
1315.597346,1.0
1315.716348,1.0
1315.83535,1.0
1315.954352,1.0
1316.073354,1.0
1316.192356,1.0
1316.311358,1.0
1316.43036,1.0
1316.549362,1.0
1316.668364,1.0
1316.787366,1.0
1316.906368,1.0
1317.02537,1.0
1317.144372,1.0
1317.263374,1.0
1317.382376,1.0
1317.501378,1.0
1317.62038,1.0
1317.739382,1.0
1317.858384,1.0
1317.977386,1.0
1318.096388,1.0
1318.21539,1.0
1318.334392,1.0
1318.453394,1.0
1318.572396,1.0
1318.691398,1.0
1318.8104,1.0
1318.929402,1.0
1319.048404,1.0
1319.167406,1.0
1319.286408,1.0
1319.40541,1.0
1319.524412,1.0
1319.643414,1.0
1319.762416,1.0
1319.881418,1.0
1320.00042,1.0
1320.119422,1.0
1320.238424,1.0
1320.357426,1.0
1320.476428,1.0
1320.59543,1.0
1320.714432,1.0
1320.833434,1.0
1320.952436,1.0
1321.071438,1.0
1321.19044,1.0
1321.309442,1.0
1321.428444,1.0
1321.547446,1.0
1321.666448,1.0
1321.78545,1.0
1321.904452,1.0
1322.023454,0.9601641687750254
1322.142456,0.9502330582509448
1322.261458,0.9728707910625067
1322.38046,0.9571932258697183
1322.499462,0.9728990047245437
1322.618464,0.9821364786394146
1322.737466,0.9481979409993233
1322.856468,0.955287439517483
1322.97547,0.9499489810381876
1323.094472,0.9521535168461319
1323.213474,0.964029869396954
1323.332476,0.9709930192058721
1323.451478,0.9508147788709476
1323.57048,0.9595632940987683
1323.689482,0.9627350835434796
1323.808484,0.9776309811870576
1323.927486,0.9667812734131019
1324.046488,0.9616131886279102
1324.16549,0.9352990137656082
1324.284492,0.9615006864663456
1324.403494,0.9509269816346871
1324.522496,0.94883439532428
1324.641498,0.9415197066343994
1324.7605,0.957293736435147
1324.879502,0.9520640186220308
1324.998504,0.9565702958653934
1325.117506,0.9701340705247289
1325.236508,0.950207402304729
1325.35551,0.9586205068365257
1325.474512,0.9626426654116007
1325.593514,0.9582352188408532
1325.712516,0.9639440745565047
1325.831518,0.9401141264225481
1325.95052,0.9453103431045544
1326.069522,0.9643924127817324
1326.188524,0.9502055018918247
1326.307526,0.9498416428680511
1326.426528,0.9619382688211242
1326.54553,0.9606943257060404
1326.664532,0.9378877562336468
1326.783534,0.9636202437540752
1326.902536,0.9427510774164861
1327.021538,0.9379806117177847
1327.14054,0.9519326428525975
1327.259542,0.9435593613900444
1327.378544,0.9494703273825976
1327.497546,0.9408128907772918
1327.616548,0.9382451595497802
1327.73555,0.9433857624391419
1327.854552,0.9489653435060516
1327.973554,0.9314944938643437
1328.092556,0.9184626860772664
1328.211558,0.9344342621871385
1328.33056,0.9483231113885991
1328.449562,0.946732212817662
1328.568564,0.9408317072232711
1328.687566,0.9298025752944783
1328.806568,0.9493032353095121
1328.92557,0.9487366704144808
1329.044572,0.9407714959207911
1329.163574,0.9215824796662739
1329.282576,0.9445071707095412
1329.401578,0.9494503887150794
1329.52058,0.9266299352227603
1329.639582,0.9405523216970302
1329.758584,0.9178493578773924
1329.877586,0.9331223039152715
1329.996588,0.9369147338286693
1330.11559,0.9254492349117475
1330.234592,0.9318923269445416
1330.353594,0.9231311163663375
1330.472596,0.921508756016886
1330.591598,0.9264705685798261
1330.7106,0.9340848491173975
1330.829602,0.9079263645317507
1330.948604,0.937842738701777
1331.067606,0.9242469325722071
1331.186608,0.9097131035533763
1331.30561,0.9115133853512875
1331.424612,0.9304508735951705
1331.543614,0.9028399353734342
1331.662616,0.9107298208209271
1331.781618,0.8900300969766776
1331.90062,0.8996225432661735
1332.019622,0.8933650419992403
1332.138624,0.8938207743725372
1332.257626,0.8950461480227192
1332.376628,0.9012613471540915
1332.49563,0.9066561569741638
1332.614632,0.8973404015532083
1332.733634,0.8998924705162165
1332.852636,0.9097322077291441
1332.971638,0.9168036058013506
1333.09064,0.8948492595286827
1333.209642,0.8875592493765545
1333.328644,0.8706458381782224
1333.447646,0.8644342778992561
1333.566648,0.8763059421406336
1333.68565,0.887372881503497
1333.804652,0.8663641173101732
1333.923654,0.8647974165497522
1334.042656,0.8690279420290691
1334.161658,0.8655760845726973
1334.28066,0.8725197404534087
1334.399662,0.8647455302613635
1334.518664,0.8689323542128722
1334.637666,0.8434454922574682
1334.756668,0.8333846322405107
1334.87567,0.8325433386867095
1334.994672,0.8333596310765629
1335.113674,0.8342434606324127
1335.232676,0.8359470543669058
1335.351678,0.841465722491245
1335.47068,0.841465722491245
1335.589682,0.8331846439283305
1335.708684,0.8357130219577493
1335.827686,0.8173727874511768
1335.946688,0.8327265183702469
1336.06569,0.8101223446043794
1336.184692,0.8146717561975019
1336.303694,0.8107707017883574
1336.422696,0.7952251475159732
1336.541698,0.8215027450507912
1336.6607,0.8047850949496097
1336.779702,0.808390536482532
1336.898704,0.7843499448444219
1337.017706,0.7874621286830054
1337.136708,0.7983405645139254
1337.25571,0.7882184553052339
1337.374712,0.7616714380068235
1337.493714,0.7582061231720312
1337.612716,0.750601795648429
1337.731718,0.7676740883730359
1337.85072,0.7655965079864652
1337.969722,0.7682577424406519
1338.088724,0.7434081931450024
1338.207726,0.7657190132279009
1338.326728,0.7474334558158131
1338.44573,0.7488174875436833
1338.564732,0.7310890552830671
1338.683734,0.7161826835087767
1338.802736,0.7365265462064171
1338.921738,0.7161970073056844
1339.04074,0.7186577808548172
1339.159742,0.71785333471419
1339.278744,0.6977042336822225
1339.397746,0.6925118009380947
1339.516748,0.6893542425242224
1339.63575,0.690223376309101
1339.754752,0.6874130019959089
1339.873754,0.7067417186406819
1339.992756,0.6726030130368047
1340.111758,0.6827203137388916
1340.23076,0.670554699113645
1340.349762,0.6769147074825792
1340.468764,0.6538678579528946
1340.587766,0.6531032799244556
1340.706768,0.6480612924427054
1340.82577,0.6404527057180276
1340.944772,0.6641548160371789
1341.063774,0.6619005241305279
1341.182776,0.6297829769345861
1341.301778,0.6417605627983495
1341.42078,0.6286692470071646
1341.539782,0.6351144881764571
1341.658784,0.6391091662462158
1341.777786,0.6220467676012377
1341.896788,0.6066398450577679
1342.01579,0.6200966041099701
1342.134792,0.6156848829434884
1342.253794,0.6047621734328094
1342.372796,0.5922360443518117
1342.491798,0.5956988648038846
1342.6108,0.5891408439865929
1342.729802,0.5742445087106303
1342.848804,0.5786196070264475
1342.967806,0.5806134859801888
1343.086808,0.568093080254109
1343.20581,0.5747730567534635
1343.324812,0.5654462706800099
1343.443814,0.5586455978490822
1343.562816,0.5619176331841437
1343.681818,0.5681044422293334
1343.80082,0.5556648245788492
1343.919822,0.5314001305418397
1344.038824,0.5468175930985848
1344.157826,0.5384718815488417
1344.276828,0.5313469931856976
1344.39583,0.5298983941316979
1344.514832,0.542297790205279
1344.633834,0.5318041481482952
1344.752836,0.5154267915820172
1344.871838,0.5293846418995052
1344.99084,0.5400087153591914
1345.109842,0.5372455641919379
1345.228844,0.5176789585495725
1345.347846,0.526396788428147
1345.466848,0.5211121506652555
1345.58585,0.5179275040958353
1345.704852,0.5055946589453929
1345.823854,0.5101043328349676
1345.942856,0.5030528725464846
1346.061858,0.5085559703665467
1346.18086,0.4891089562057516
1346.299862,0.48872271271661516
1346.418864,0.49469691345189903
1346.537866,0.4968932821431837
1346.656868,0.48143213627160036
1346.77587,0.5048115942559379
1346.894872,0.4886738428888756
1347.013874,0.4805326994123393
1347.132876,0.4937973838896184
1347.251878,0.4867376536113292
1347.37088,0.4854155261020546
1347.489882,0.4776867958791288
1347.608884,0.48773161191746384
1347.727886,0.47587978936309616
1347.846888,0.47530907611229656
1347.96589,0.47747665992224275
1348.084892,0.4679985880763113
1348.203894,0.4816391966049784
1348.322896,0.46847150543333177
1348.441898,0.4667927079733089
1348.5609,0.46186159994418496
1348.679902,0.47013283337810363
1348.798904,0.4762987478924518
1348.917906,0.47455868074049007
1349.036908,0.4394813488318732
1349.15591,0.45176642118950106
1349.274912,0.43790643944338453
1349.393914,0.4537177365287324
1349.512916,0.46362001289261845
1349.631918,0.4620972094354699
1349.75092,0.4343433189996535
1349.869922,0.4295015193837741
1349.988924,0.42858336890370335
1350.107926,0.433609898705253
1350.226928,0.4275773804861345
1350.34593,0.43768754095284584
1350.464932,0.4359402876253599
1350.583934,0.4331981649060035
1350.702936,0.42908939577614846
1350.821938,0.4319912264879196
1350.94094,0.419081444360608
1351.059942,0.42109365988791186
1351.178944,0.42039522427444115
1351.297946,0.4165203329330835
1351.416948,0.41739177076423656
1351.53595,0.40911458633056874
1351.654952,0.4118319093073835
1351.773954,0.40884057136299184
1351.892956,0.39795752519831395
1352.011958,0.4136107354532057
1352.13096,0.38793402208152167
1352.249962,0.402612789104724
1352.368964,0.384262256449967
1352.487966,0.37989514444880285
1352.606968,0.3880038564904046
1352.72597,0.379492668945389
1352.844972,0.3852010011585068
1352.963974,0.38486602202455095
1353.082976,0.3769020272408919
1353.201978,0.38141013996494216
1353.32098,0.3765441403382079
1353.439982,0.36804502417335067
1353.558984,0.36461984088235283
1353.677986,0.36178686907666513
1353.796988,0.357900594547609
1353.91599,0.3628738593540686
1354.034992,0.350743532229481
1354.153994,0.3736372021857441
1354.272996,0.35861711201533275
1354.391998,0.36608124109777995
1354.511,0.3628738593540686
1354.630002,0.35911952758098903
1354.749004,0.36425540329063605
1354.868006,0.34390149993822394
1354.987008,0.3505682042990016
1355.10601,0.3516566519545296
1355.225012,0.3667407807393576
1355.344014,0.3639277209068658
1355.463016,0.35158632765680287
1355.582018,0.34328303402464316
1355.70102,0.3528190357844357
1355.820022,0.3226135860337601
1355.939024,0.3236799694325368
1356.058026,0.337530298285872
1356.177028,0.3520436871019846
1356.29603,0.3709084545714354
1356.415032,0.37194101466867613
1356.534034,0.3582945018108872
1356.653036,0.3548358467391151
1356.772038,0.34259715406518
1356.89104,0.3393578919584813
1357.010042,0.3423916574278969
1357.129044,0.3348743138811302
1357.248046,0.33383781091775794
1357.367048,0.32975675578431307
1357.48605,0.3138312054102764
1357.605052,0.32748926600539713
1357.724054,0.33337076499090607
1357.843056,0.33393797728523716
1357.962058,0.340888443630752
1358.08106,0.3448657734910329
1358.200062,0.3242631180538243
1358.319064,0.3403774942731271
1358.438066,0.34892439970556005
1358.557068,0.3532073502576038
1358.67607,0.3388153534778738
1358.795072,0.3518677092565612
1358.914074,0.3668141362308102
1359.033076,0.34774007124584555
1359.152078,0.3687191632166772
1359.27108,0.35084877107418727
1359.390082,0.3683137951304609
1359.509084,0.35886823187544054
1359.628086,0.3608113620572547
1359.747088,0.3704228826150191
1359.86609,0.35547512644237295
1359.985092,0.3505682042990016
1360.104094,0.3638913299543531
1360.223096,0.35800798083311075
1360.342098,0.37743005961544607
1360.4611,0.381253793860698
1360.580102,0.34962294681923584
1360.699104,0.37332347871821137
1360.818106,0.3808841569835212
1360.937108,0.3770716713202054
1361.05611,0.35345468195878016
1361.175112,0.3580437834212936
1361.294114,0.3695903680592276
1361.413116,0.37115333495308933
1361.532118,0.3681849078587535
1361.65112,0.35611555788535143
1361.770122,0.3607031348835253
1361.889124,0.36001844958425705
1362.008126,0.36204020854348745
1362.127128,0.3662277028846236
1362.24613,0.3563292913337051
1362.365132,0.3750859797345773
1362.484134,0.3591913586693746
1362.603136,0.33688959957564707
1362.722138,0.35042800505899935
1362.84114,0.3780684557089516
1362.960142,0.3966067672024625
1363.079144,0.34861050901782215
1363.198146,0.34861050901782215
1363.317148,0.3634185785803846
1363.43615,0.39609151339264065
1363.555152,0.36556908595249676
1363.674154,0.3751722594317011
1363.793156,0.3661910819454126
1363.912158,0.37212703167638705
1364.03116,0.34767053018593413
1364.150162,0.3524663930993807
1364.269164,0.3787192930123988
1364.388166,0.3564362061575269
1364.507168,0.3649116534645282
1364.62617,0.36425540329063605
1364.745172,0.3734317582268095
1364.864174,0.3549778094684638
1364.983176,0.36330956935901126
1365.102178,0.3617145189381048
1365.22118,0.3494481790414117
1365.340182,0.36480219638787126
1365.459184,0.3727601856586372
1365.578186,0.35583077936563917
1365.697188,0.364328261656888
1365.81619,0.38710860199894664
1365.935192,0.39905740510392734
1366.054194,0.3869615286758882
1366.173196,0.34576359115930777
1366.292198,0.36856433368460395
1366.4112,0.3960123030112643
1366.530202,0.35911952758098903
1366.649204,0.3917231259888176
1366.768206,0.3845197984287171
1366.887208,0.4055058414425886
1367.00621,0.37178483224312053
1367.125212,0.36798614168020805
1367.244214,0.37967486915103393
1367.363216,0.38262495474180164
1367.482218,0.353949865060814
1367.60122,0.390870099710632
1367.720222,0.36465630468960103
1367.839224,0.3776225980389747
1367.958226,0.3843006845969873
1368.077228,0.37763015056646043
1368.19623,0.4076851881843446
1368.315232,0.3708454054934817
1368.434234,0.40276178339893737
1368.553236,0.40267318555271003
1368.672238,0.4007850621463365
1368.79124,0.41124341055396774
1368.910242,0.40060074341430774
1369.029244,0.4253257215278692
1369.148246,0.41885101294065896
1369.267248,0.41212853505453956
1369.38625,0.4174961317515075
1369.505252,0.409130951241318
1369.624254,0.4045621127029597
1369.743256,0.41620805980044623
1369.862258,0.44091639588483617
1369.98126,0.4316198737377103
1370.100262,0.38277420757656194
1370.219264,0.4203826126068889
1370.338266,0.4013505676716681
1370.457268,0.4131766721041177
1370.57627,0.39432099234105167
1370.695272,0.3870389287213699
1370.814274,0.3518325242449154
1370.933276,0.376495192781624
1371.052278,0.3697271417969906
1371.17128,0.3334041037343145
1371.290282,0.3671811338352601
1371.409284,0.36232995659408923
1371.528286,0.32673690623898133
1371.647288,0.3481924273061976
1371.76629,0.3140509641606528
1371.885292,0.3471494153245103
1372.004294,0.3398673107650079
1372.123296,0.3342386567502572
1372.242298,0.34452108009296534
1372.3613,0.31477411268023187
1372.480302,0.311268311750648
1372.599304,0.3575428728437235
1372.718306,0.32637769324548555
1372.837308,0.2929949223437635
1372.95631,0.3188928901929543
1373.075312,0.3122971939012633
1373.194314,0.3502878618874786
1373.313316,0.3508136879512653
1373.432318,0.3149630338185138
1373.55132,0.35494231346234684
1373.670322,0.31245338154187013
1373.789324,0.35455209157892154
1373.908326,0.33287108369807955
1374.027328,0.31597252985896135
1374.14633,0.3097468277032208
1374.265332,0.31021179658425474
1374.384334,0.3188291179923483
1374.503336,0.3273582964946434
1374.622338,0.289037165150843
1374.74134,0.2660422894346074
1374.860342,0.3053184343388905
1374.979344,0.34146844684797484
1375.098346,0.2832005429409609
1375.217348,0.3457981692472993
1375.33635,0.28277606056791976
1375.455352,0.2860181524704592
1375.574354,0.2571746121714024
1375.693356,0.29709598814127025
1375.812358,0.2615316422315221
1375.93136,0.2672956312410026
1376.050362,0.2993625195609781
1376.169364,0.26965821290875414
1376.288366,0.24070094696214456
1376.407368,0.2859037680878727
1376.52637,0.27313202298954575
1376.645372,0.29010858356365526
1376.764374,0.2597852372183701
1376.883376,0.30592968225173184
1377.002378,0.23431240263989755
1377.12138,0.2958803882724744
1377.240382,0.2579730904710503
1377.359384,0.32400381129591416
1377.478386,0.23558111204658871
1377.597388,0.2544375134136755
1377.71639,0.20827415797111257
1377.835392,0.26445081489603617
1377.954394,0.21275798072740473
1378.073396,0.22743290662987933
1378.192398,0.18915282363394656
1378.3114,0.21901829803165634
1378.430402,0.2447299307285046
1378.549404,0.256250448061081
1378.668406,0.25352318514374644
1378.787408,0.20537863570872947
1378.90641,0.23174909027554355
1379.025412,0.24495028681152356
1379.144414,0.26957732757828773
1379.263416,0.2555083982539773
1379.382418,0.22772876167260972
1379.50142,0.23328369288938433
1379.620422,0.2089208096530699
1379.739424,0.2082116850951212
1379.858426,0.2190840133778749
1379.977428,0.21326921311462368
1380.09643,0.1948354349608126
1380.215432,0.21275798072740473
1380.334434,0.20531703135913135
1380.453436,0.2097162190504642
1380.572438,0.180486372982679
1380.69144,0.20908801317328293
1380.810442,0.23938072569040614
1380.929444,0.21996210444272832
1381.048446,0.2190402009565875
1381.167448,0.2297186453419476
1381.28645,0.21019912147919384
1381.405452,0.19247288352151076
1381.524454,0.2478826079314934
1381.643456,0.18772071109520416
1381.762458,0.22353215612453659
1381.88146,0.20472247449233189
1382.000462,0.2080867955546729
1382.119464,0.20072890753382233
1382.238466,0.20609872034674032
1382.357468,0.23428897257115652
1382.47647,0.21820942766190932
1382.595472,0.19734535776554213
1382.714474,0.21569282282853033
1382.833476,0.20616055923821425
1382.952478,0.1895883758213142
1383.07148,0.1889826626765927
1383.190482,0.18968319371172207
1383.309484,0.18734564486426675
1383.428486,0.18919065798198204
1383.547488,0.1985528435352999
1383.66649,0.16108872159036455
1383.785492,0.18852964812108242
1383.904494,0.19374740584992378
1384.023496,0.1744006570545035
1384.142498,0.20141254734854944
1384.2615,0.18570423598109218
1384.380502,0.15999703422721687
1384.499504,0.1824644353034116
1384.618506,0.17640020028634
1384.737508,0.17433091074187418
1384.85651,0.16569608199519367
1384.975512,0.15838919742530108
