nu,[0]2-Nonanone-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
635.919718,0.9996786116563019
636.038721,0.9989559454046536
636.157723,0.9993525097123657
636.276726,0.9983925932642607
636.395728,0.9979130806506082
636.51473,0.9996390951418321
636.633733,0.9992913312244137
636.752735,0.9998846266560162
636.871737,0.9986413238373495
636.99074,0.9985487540773045
637.109742,0.9992101221179018
637.228745,0.9997840233263204
637.347747,0.9988252905120109
637.466749,0.9996427138419064
637.585752,0.9992927302332567
637.704754,1.0
637.823756,0.9987380968702071
637.942759,0.9995362075849681
638.061761,0.9985329771316283
638.180764,0.9992770714388609
638.299766,0.9997271172392753
638.418768,0.9994326210203626
638.537771,0.9997003748965696
638.656773,0.9998645891688743
638.775776,0.9999773412567132
638.894778,0.9998479215650977
639.01378,0.9997246079273603
639.132783,0.9992167968638112
639.251785,0.9993689392026753
639.370787,0.9998046990737094
639.48979,0.9997994001228465
639.608792,0.9989179857999653
639.727795,1.0
639.846797,1.0
639.965799,0.9995971211774767
640.084802,0.9985575413450042
640.203804,0.9995814276258689
640.322806,0.9996338470503588
640.441809,0.9995396559908328
640.560811,0.9999831041427366
640.679814,0.9996263298320939
640.798816,0.9992686575613419
640.917818,1.0
641.036821,0.9991364031146195
641.155823,0.999305041595531
641.274825,1.0
641.393828,1.0
641.51283,0.999893205702917
641.631833,0.9998263250832348
641.750835,0.9995542193897147
641.869837,0.9986827683122557
641.98884,0.9982877675454145
642.107842,0.9987406935926346
642.226845,0.998747285302965
642.345847,0.9988208956904012
642.464849,0.9986164579779672
642.583852,0.9989689319163559
642.702854,0.9986636936535445
642.821856,0.9990527189542361
642.940859,0.9997930814106049
643.059861,1.0
643.178864,0.9995353579795527
643.297866,1.0
643.416868,1.0
643.535871,1.0
643.654873,0.9996282091313605
643.773875,1.0
643.892878,1.0
644.01188,0.9999998841500067
644.130883,0.9996651560727452
644.249885,0.99929199075691
644.368887,1.0
644.48789,1.0
644.606892,0.99994821634082
644.725895,1.0
644.844897,0.9999322802930829
644.963899,1.0
645.082902,0.999841842508215
645.201904,1.0
645.320906,1.0
645.439909,0.9993164637174338
645.558911,1.0
645.677914,0.9997246079273603
645.796916,1.0
645.915918,1.0
646.034921,0.9999110729542442
646.153923,0.9999897140529007
646.272925,1.0
646.391928,0.9999606007761698
646.51093,0.9997172299869784
646.629933,1.0
646.748935,0.999851181074635
646.867937,1.0
646.98694,1.0
647.105942,1.0
647.224944,0.9999443245499354
647.343947,1.0
647.462949,1.0
647.581952,1.0
647.700954,0.999700114974506
647.819956,1.0
647.938959,0.9999883720676049
648.057961,0.9996505110854835
648.176964,1.0
648.295966,0.9999280625876198
648.414968,1.0
648.533971,1.0
648.652973,1.0
648.771975,1.0
648.890978,1.0
649.00998,1.0
649.128983,1.0
649.247985,1.0
649.366987,1.0
649.48599,1.0
649.604992,0.9998895061049001
649.723994,1.0
649.842997,0.9999182013456924
649.961999,1.0
650.081002,1.0
650.200004,1.0
650.319006,1.0
650.438009,1.0
650.557011,1.0
650.676014,1.0
650.795016,0.9988917146024064
650.914018,0.9991522095775455
651.033021,1.0
651.152023,0.9985088129259697
651.271025,0.9994980660110325
651.390028,0.9991983215160423
651.50903,1.0
651.628033,0.9994254950911786
651.747035,0.9993510006912153
651.866037,0.9999652376042261
651.98504,1.0
652.104042,0.9986992467138792
652.223044,0.9991143624086766
652.342047,1.0
652.461049,0.9997301064278247
652.580052,0.9991432372309894
652.699054,1.0
652.818056,1.0
652.937059,1.0
653.056061,0.9995739108017965
653.175064,0.9988173998233841
653.294066,1.0
653.413068,0.9995093304177113
653.532071,0.9983626419357349
653.651073,1.0
653.770075,1.0
653.889078,0.9999876450763227
654.00808,1.0
654.127083,0.999606757340171
654.246085,0.9999954280104516
654.365087,0.9998171067270142
654.48409,1.0
654.603092,0.9999112499385198
654.722094,0.9999100680441209
654.841097,0.9988192975782466
654.960099,0.9995936525814842
655.079102,1.0
655.198104,1.0
655.317106,0.9999594768210862
655.436109,0.9994209377213118
655.555111,1.0
655.674113,0.9990670055102658
655.793116,0.999525812462464
655.912118,0.9994666322911543
656.031121,0.9998379931245314
656.150123,0.9998022095631081
656.269125,0.9998283447344513
656.388128,1.0
656.50713,1.0
656.626133,0.9994449141172035
656.745135,0.9998627494197229
656.864137,1.0
656.98314,0.9991082478474892
657.102142,0.9990591728556466
657.221144,0.9995502511673406
657.340147,0.9993949930905314
657.459149,0.9987951264437172
657.578152,0.9997466421005347
657.697154,1.0
657.816156,0.9996958462641287
657.935159,0.9992632415398953
658.054161,0.9999905340448024
658.173163,1.0
658.292166,0.9995597869222222
658.411168,0.9998973952642259
658.530171,0.9997785045337436
658.649173,0.9999151885966904
658.768175,0.9984573910462288
658.887178,0.9984415156999205
659.00618,0.9986786737212995
659.125183,0.999905178495843
659.244185,0.998577512695544
659.363187,0.9988142036128186
659.48219,0.9985940892198395
659.601192,1.0
659.720194,0.9997729657761708
659.839197,0.9990736693094163
659.958199,1.0
660.077202,0.9991975321496801
660.196204,0.9997007147947549
660.315206,0.9998620595146638
660.434209,1.0
660.553211,0.9999624947033412
660.672213,0.9998087282947655
660.791216,1.0
660.910218,0.9999530161037778
661.029221,0.9999222940192661
661.148223,1.0
661.267225,0.9997402737347078
661.386228,1.0
661.50523,0.999771966003705
661.624232,0.9997957608596535
661.743235,1.0
661.862237,0.9994128524386307
661.98124,0.9994176396376592
662.100242,1.0
662.219244,1.0
662.338247,0.9999255667702903
662.457249,1.0
662.576252,1.0
662.695254,0.99968916831818
662.814256,0.9997357349241681
662.933259,1.0
663.052261,1.0
663.171263,0.9997749253331042
663.290266,0.9996202921072956
663.409268,0.9993467434650203
663.528271,0.999914813628565
663.647273,0.9999881280704719
663.766275,0.9994162204656185
663.885278,0.99933395190857
664.00428,0.9999761852835749
664.123282,0.9988626472764431
664.242285,0.9997334855212952
664.361287,0.9998960654015746
664.48029,0.9996825603946167
664.599292,0.9987059380212481
664.718294,0.998939262979664
664.837297,0.9992141989035167
664.956299,0.9998340837656211
665.075302,0.9991575450645904
665.194304,0.9997859929027865
665.313306,0.9998825169016797
665.432309,1.0
665.551311,0.99900000033325
665.670313,0.9994301624191388
665.789316,1.0
665.908318,0.9994332306744473
666.027321,0.9992698566844505
666.146323,0.9997450025173861
666.265325,0.9999206681469379
666.384328,0.9998912459141543
666.50333,1.0
666.622332,0.999769746512404
666.741335,0.9992703862976148
666.860337,0.999898675133711
666.97934,0.999186061427853
667.098342,1.0
667.217344,0.9990589230908846
667.336347,0.9989228805100877
667.455349,0.9991759397243174
667.574351,1.0
667.693354,0.9988096090780494
667.812356,0.9997228584108272
667.931359,0.9997611485295554
668.050361,0.9990293413941311
668.169363,0.9993812215224128
668.288366,0.9997992901449185
668.407368,0.9999217370627035
668.526371,0.998866243188446
668.645373,0.9998366233474191
668.764375,0.9990863176621336
668.883378,0.9998302844033216
669.00238,0.9993845294797308
669.121382,0.9999695504635966
669.240385,0.999517816287949
669.359387,0.9993905058170863
669.47839,0.9981405309586667
669.597392,0.9988205960441775
669.716394,0.9996879586950181
