nu,[0]Propionaldehyde-PNNL(x-sec)-X=0.01-T=278.28K-P=1.0atm-L=15cm
608.266565,1.0013076542351844
608.386168,1.0025789197071475
608.50577,1.0021475025877293
608.625373,1.0014894080680894
608.744975,1.0010356359008927
608.864577,1.0016932319010028
608.98418,1.0017575426708445
609.103782,1.0027533836170965
609.223384,1.0005651596425646
609.342987,0.9998983451672027
609.462589,1.0017233833210597
609.582192,1.0018872786728452
609.701794,1.0023888487632657
609.821396,1.0020165304683555
609.940999,1.0007465385212726
610.060601,1.0017670594127044
610.180204,1.001612498680104
610.299806,1.0016007798824247
610.419408,1.0019914803682215
610.539011,1.0022924235941397
610.658613,1.001740713285495
610.778216,1.0031952941036495
610.897818,1.0017466235731387
611.01742,1.0013694368234238
611.137023,1.0019411816584152
611.256625,1.0022654622905762
611.376228,1.0025647834440405
611.49583,1.003239736639573
611.615432,1.002722800105297
611.735035,1.0007403138971616
611.854637,1.001907216428071
611.974239,1.0017099603176576
612.093842,1.0016763034284297
612.213444,1.0006403649461433
612.333047,1.0011936117882076
612.452649,1.000363896194162
612.572251,1.000997537209613
612.691854,1.0010454460981943
612.811456,1.0004334239010073
612.931059,1.0007418550384317
613.050661,1.0000737277177545
613.170263,1.0003793719433407
613.289866,1.0009799398275903
613.409468,1.0000751638246588
613.529071,1.000942613981579
613.648673,1.0007789131954512
613.768275,0.9995657643076205
613.887878,1.0001289283105403
614.00748,0.9991004748155581
614.127083,0.9993663408468113
614.246685,0.9989542471809899
614.366287,1.0006379534057697
614.48589,0.9995446137198216
614.605492,1.0000768519529601
614.725095,1.0002136328162405
614.844697,1.0004479903177026
614.964299,1.0001375494590594
615.083902,0.9990189815135769
615.203504,1.0013486085557526
615.323106,0.9996871589449711
615.442709,0.9994142616117461
615.562311,1.0006868857980784
615.681914,1.0006033519436035
615.801516,1.0004086034556592
615.921118,1.0003116085398578
616.040721,1.0011121179450524
616.160323,1.0013573203265433
616.279926,1.0003561734146933
616.399528,1.0001444704348483
616.51913,1.0010704725471762
616.638733,1.0008006403415042
616.758335,1.0013690362757293
616.877938,0.999620002217453
616.99754,1.001831274739292
617.117142,0.9997967806518497
617.236745,1.0016421468488559
617.356347,1.0003040862248453
617.47595,1.0016149025529857
617.595552,1.0013276805885318
617.715154,0.9996279092429428
617.834757,0.9999422476677301
617.954359,0.9999532830912687
618.073961,0.9999845631191498
618.193564,1.0003812526583278
618.313166,1.0015725351386848
618.432769,1.0009934931877316
618.552371,1.001691729362282
618.671973,1.0013522134172321
618.791576,1.0006868057431308
618.911178,0.9999725533766655
619.030781,1.0009183514266793
619.150383,1.0024616248354254
619.269985,1.000165533699191
619.389588,1.0009435548680783
619.50919,1.000008257634094
619.628793,0.9998345636860965
619.748395,1.0007889810819595
619.867997,1.0001961292308232
619.9876,0.9995134583997702
620.107202,0.9986878616073619
620.226805,0.9997221785995146
620.346407,0.9997690166807555
620.466009,0.9999437805803708
620.585612,1.0001471908315076
620.705214,0.9990541176290217
620.824816,0.9992416377021516
620.944419,0.9999100610447503
621.064021,0.9998636392979658
621.183624,0.9986015787035941
621.303226,0.9999595918164327
621.422828,0.9987315052205201
621.542431,0.9999084271930455
621.662033,0.9989986017342285
621.781636,0.9988424704547548
