nu,[0]Dimethylsulfoxide-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
627.02687,0.9801398631506792
627.146472,0.9803427731028069
627.266074,0.9789761483766988
627.385676,0.9792101516384367
627.505278,0.9782294744678078
627.62488,0.9786443317085021
627.744482,0.977882264637763
627.864084,0.9779722339446343
627.983686,0.9769371095439965
628.103288,0.9766499322509211
628.22289,0.9762583741407365
628.342492,0.9761802765947487
628.462094,0.9755245038132098
628.581696,0.9751460737259147
628.701298,0.974509511200056
628.8209,0.9741207594662156
628.940502,0.9740886140115561
629.060104,0.9735277005284767
629.179706,0.9736143483495946
629.299308,0.9718974346468146
629.41891,0.9725828639236711
629.538512,0.9708017524214855
629.658114,0.972025733575731
629.777716,0.9708735944092854
629.897318,0.970495027532805
630.01692,0.9708163145569875
630.136522,0.9700952659380048
630.256124,0.9697509432394918
630.375726,0.9685501658560188
630.495328,0.9697247603174954
630.61493,0.9667986756326429
630.734532,0.9678424143994516
630.854134,0.9666420669328376
630.973736,0.9673837658033309
631.093338,0.9665918028522346
631.21294,0.9656353504894487
631.332542,0.9658265652184791
631.452144,0.9657357817882366
631.571746,0.9643875908317233
631.691348,0.963745522528707
631.81095,0.9643297293121363
631.930552,0.9618661261563464
632.050154,0.9627938121747808
632.169756,0.961248806284236
632.289358,0.9628843190468815
632.40896,0.9613074442498591
632.528562,0.96048779862847
632.648164,0.9596669325309055
632.767766,0.959700521461347
632.887368,0.9589877288091628
633.00697,0.9587470530952974
633.126572,0.9579037268065632
633.246174,0.9574651073512083
633.365776,0.9569740537171635
633.485378,0.9561781824328351
633.60498,0.956704225081641
633.724582,0.9552081539503996
633.844184,0.9551346057541873
633.963786,0.9542352925985647
634.083388,0.9542343383637492
634.20299,0.9533244328988669
634.322592,0.9527945318403204
634.442194,0.9523353955367115
634.561796,0.9518726729851685
634.681398,0.9516794624440859
634.801,0.9506198818189093
634.920602,0.9502321080183618
635.040204,0.9492975395071876
635.159806,0.9502596651490708
635.279408,0.9482102676526794
635.39901,0.9485469420538665
635.518612,0.9479144721956625
635.638214,0.9473468414491981
635.757816,0.9459770218730961
635.877418,0.9466593172437906
635.99702,0.9450872761865134
636.116622,0.9444278354393295
636.236224,0.9442550209584514
636.355826,0.9438377524623187
636.475428,0.9433555745777522
636.59503,0.9423297618559239
636.714632,0.943076382650121
636.834234,0.9416976706760256
636.953836,0.941265530628913
637.073438,0.940324735574211
637.19304,0.940368931875388
637.312642,0.9387801117376133
637.432244,0.9391951442624324
637.551846,0.9381382056980769
637.671448,0.9381278862345713
637.79105,0.9371489917931519
