nu,[0]Methylisoamylketone-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
567.374347,0.9798664422728462
567.49335,0.9713960649350468
567.612352,0.9850360889040026
567.731355,0.9828586143035615
567.850357,0.9884591128988188
567.969359,0.9815964520970751
568.088362,0.9858471072934607
568.207364,0.985613489213868
568.326367,0.9802241588035713
568.445369,0.9712707629248236
568.564371,0.9707337986772248
568.683374,0.9724506016482161
568.802376,0.9723018280876314
568.921378,0.9696287623182034
569.040381,0.9647058912533788
569.159383,0.9694077121610704
569.278386,0.9715689888243749
569.397388,0.9792904501630656
569.51639,0.9746566732467021
569.635393,0.9676275772312629
569.754395,0.9665734377824491
569.873397,0.9770680278880085
569.9924,0.9649191148156816
570.111402,0.9658255993923968
570.230405,0.9853543069501665
570.349407,0.9719363113217288
570.468409,0.9750280881892628
570.587412,0.9658082146880704
570.706414,0.9802957177790348
570.825417,0.9788782556565787
570.944419,0.9730079755153233
571.063421,0.9626840599361893
571.182424,0.9648399946922361
571.301426,0.9640809643340359
571.420428,0.9662265001973078
571.539431,0.9820588929222782
571.658433,0.9707978692222422
571.777436,0.9657550966970208
571.896438,0.9712445389682497
572.01544,0.9676256419780438
572.134443,0.9628121054309975
572.253445,0.9666014688185928
572.372447,0.9738295408984806
572.49145,0.9640616829075641
572.610452,0.9631366277894738
572.729455,0.971880912530864
572.848457,0.9755791347150742
572.967459,0.9590558193550941
573.086462,0.9596515779828217
573.205464,0.9627148663190067
573.324466,0.9513568977841164
573.443469,0.9670017246739289
573.562471,0.9605300610213755
573.681474,0.9571578103755518
573.800476,0.953183351323092
573.919478,0.955940123704951
574.038481,0.9602669118377402
574.157483,0.9610959798740585
574.276486,0.9568936712727611
574.395488,0.9549598321136101
574.51449,0.9490668882303526
574.633493,0.9555358465432715
574.752495,0.9573329862829573
574.871497,0.955491892905272
574.9905,0.945335866828387
575.109502,0.9484473498536328
575.228505,0.9476481456496076
575.347507,0.946614825301449
575.466509,0.9530461028026321
575.585512,0.954445247457124
575.704514,0.9536915334678581
575.823516,0.9560863937332497
575.942519,0.9507168499921477
576.061521,0.9464804155395752
576.180524,0.9519697689496229
576.299526,0.9464851479534838
576.418528,0.9499945796836361
576.537531,0.9305913822852225
576.656533,0.9380387683185472
576.775536,0.9336515342842225
576.894538,0.9442795719081573
577.01354,0.9414010826248331
577.132543,0.9413201256129288
577.251545,0.9325616658992175
577.370547,0.9442087535959841
577.48955,0.937748021368474
577.608552,0.9412542355103164
577.727555,0.9382010630635569
577.846557,0.9338410847844071
577.965559,0.9357106358818897
578.084562,0.9338989847265434
578.203564,0.9297281940637436
578.322566,0.9320554223721906
578.441569,0.9380950523331498
578.560571,0.9356161338800971
578.679574,0.9299494957077818
578.798576,0.9270192015357573
578.917578,0.9307272585457619
579.036581,0.9341661180344174
579.155583,0.9325999017113482
579.274585,0.939439366747488
