nu,[0]Ethylenediamine-PNNL(x-sec)-X=0.01-T=278.17K-P=1.0atm-L=15cm
658.963786,0.9586195482164981
659.083388,0.9557766719193234
659.20299,0.9541551402004342
659.322592,0.9560749207653628
659.442194,0.9528536069326033
659.561796,0.9568104251446194
659.681398,0.9564402111511168
659.801,0.9540005795874694
659.920602,0.956227904991097
660.040204,0.9561896566398694
660.159806,0.9564775130467339
660.279408,0.9562269487636701
660.39901,0.9539814997666766
660.518612,0.9526992571509502
660.638214,0.9558808572545602
660.757816,0.9575330897871781
660.877418,0.9547755426505175
660.99702,0.955673453612645
661.116622,0.9543774842501769
661.236224,0.9543030457095462
661.355826,0.9533272928764556
661.475428,0.9537907225450813
661.59503,0.9539786378264702
661.714632,0.953008934729405
661.834234,0.9549359584162298
661.953836,0.9542896855604275
662.073438,0.9542209791765266
662.19304,0.9527830983745392
662.312642,0.9530060757068893
662.432244,0.9520640186220308
662.551846,0.9534922327650122
662.671448,0.9528545597866868
662.79105,0.9561093400820544
662.910652,0.9523953945565796
663.030254,0.9543736667478748
663.149856,0.9533930747291118
663.269458,0.9572324715965109
663.38906,0.9534531403848681
663.508662,0.9510487080786626
663.628264,0.9533492196563487
663.747866,0.9505980178130645
663.867468,0.9523877754238997
663.98707,0.9517184821019437
664.106672,0.9529851098038495
664.226274,0.9486399042092589
664.345876,0.9504012643880593
664.465478,0.9534941397513846
664.58508,0.950736815255632
664.704682,0.9540082116226343
664.824284,0.9503661001918186
664.943886,0.9483904447198127
665.063488,0.9521916037485387
665.18309,0.9523715849693368
665.302692,0.9543183146804289
665.422294,0.9521630384289081
665.541896,0.9480092683826125
665.661498,0.9481429471135834
665.7811,0.9508832399995973
665.900702,0.9520297449342905
666.020304,0.9515509943884448
666.139906,0.9486645691674115
666.259508,0.9513093311284034
666.37911,0.9509612156222341
666.498712,0.9519040853016774
666.618314,0.9513426275376767
666.737916,0.9548968068445475
666.857518,0.9480794236641861
666.97712,0.9482026820008808
667.096722,0.9504193221836312
667.216324,0.9494788726539978
667.335926,0.9480870083299141
667.455528,0.9487670304736925
667.57513,0.9498378435090783
667.694732,0.9492908944476688
667.814334,0.947218958257912
667.933936,0.9469395698770383
668.053538,0.9466375443298835
668.17314,0.949787503437396
668.292742,0.9515195937237438
668.412344,0.9501551423347645
668.531946,0.9474681096059
668.651548,0.9491209865847701
668.77115,0.9505105668182332
668.890752,0.948541250789288
669.010354,0.9486920808388346
669.129956,0.9490545504410013
669.249558,0.9472729512773191
669.36916,0.9489141007610687
669.488762,0.9506293880652587
669.608364,0.9478443291200458
669.727966,0.9514453780898807
669.847568,0.9486380069313478
669.96717,0.9493127283893305
670.086772,0.9481239844442685
670.206374,0.9479334306746906
670.325976,0.9455996523315987
670.445578,0.9512998180826575
670.56518,0.950749174914568
670.684782,0.9499318821104197
670.804384,0.9456431509160658
670.923986,0.9482899206605416
671.043588,0.9498539908896704
671.16319,0.946757774932495
671.282792,0.9466687838842962
671.402394,0.9480642545147611
671.521996,0.9456781403599503
671.641598,0.9478661297903224
671.7612,0.9475903408757865
671.880802,0.9473136848899905
672.000404,0.9451468185604783
672.120006,0.9463649519723001
672.239608,0.9493829801305137
672.35921,0.9464482357525063
672.478812,0.9464188963119616
672.598414,0.9466915042077522
672.718016,0.9449804873579868
672.837618,0.9477997814834548
672.95722,0.9462580187745667
673.076822,0.947886983074563
673.196424,0.9491342743715966
673.316026,0.9429434182543774
673.435628,0.9454757868905068
673.55523,0.9462788366799759
673.674832,0.9432263437165511
673.794434,0.9440104905760747
673.914036,0.9440709091808462
