nu,[0]Bromochloromethane-PNNL(x-sec)-X=0.01-T=278.22K-P=1.0atm-L=15cm
594.147883,0.9302303828673119
594.278886,0.9280218511270835
594.409888,0.9265391299386401
594.540891,0.9240907480385673
594.671893,0.9233268409090757
594.802896,0.9206751678482311
594.933899,0.9196896525810934
595.064901,0.9177685906877077
595.195904,0.9146973805954883
595.326907,0.9121270403313678
595.457909,0.9102263264590353
595.588912,0.9094429588800907
595.719914,0.9062808790130745
595.850917,0.903553460727785
595.98192,0.8990739408555276
596.112922,0.8982561557180206
596.243925,0.8973583485407086
596.374927,0.8964704033810302
596.50593,0.892213344099918
596.636933,0.8892472150099254
596.767935,0.8850156062047729
596.898938,0.8825057275977463
597.029941,0.8794839183176079
597.160943,0.8779461673850648
597.291946,0.8765162808063776
597.422948,0.8742315561760964
597.553951,0.8695756021273645
597.684954,0.8679683744074644
597.815956,0.8636220914654587
597.946959,0.8599422871083273
598.077962,0.8564579993130246
598.208964,0.8536875659209202
598.339967,0.8499310928663144
598.470969,0.8464958330369298
598.601972,0.8407423730547425
598.732975,0.8386012111451298
598.863977,0.8352952698934897
598.99498,0.8316114121236731
599.125983,0.8285484207075984
599.256985,0.823032162073486
599.387988,0.8185833948050703
599.51899,0.8141830997553757
599.649993,0.8089242503428106
599.780996,0.8050265666970456
599.911998,0.8015162761716813
600.043001,0.797383130411862
600.174003,0.7923674838657622
600.305006,0.7869189672264666
600.436009,0.7826575773784137
600.567011,0.7788397240840756
600.698014,0.7759633416938586
600.829017,0.7716609572263707
600.960019,0.7673977754405337
601.091022,0.7618009331580606
601.222024,0.7572513850681517
601.353027,0.7510673130572156
601.48403,0.7471420136029704
601.615032,0.7424795134493027
601.746035,0.7391384705584589
601.877038,0.7324721201821779
602.00804,0.7296648207052827
602.139043,0.7249083832816035
602.270045,0.7182267155188371
602.401048,0.7132594783627206
602.532051,0.7088509501562881
602.663053,0.7045612572778261
602.794056,0.7008369607180904
602.925059,0.6961292025696435
603.056061,0.6934126517054432
603.187064,0.6885825979742058
603.318066,0.6832325460372969
603.449069,0.6759000965697795
603.580072,0.6732826852566651
603.711074,0.6716284454001902
603.842077,0.6666500722786433
603.973079,0.6634445504438767
604.104082,0.6562719618237992
604.235085,0.6553145038739163
604.366087,0.6492093766851474
604.49709,0.6457518384568625
604.628093,0.6431804220086667
604.759095,0.6362841746162189
